id,year,month,week_period,train_station_name,rail_direction,train_number,operator,makat,direction,alternative,departure_time,avg_passengers_per_trip,arrival_time_to_station,arrival_time_window,minutes_gap_bus_to_rail,recommended_minutes,observations_count,on_time_count,on_time_percentage,is_bus_on_time,is_gold_train,rishui_train_arrival_time,signage,train_ascending_amount,train_station_code,on_time_percentage_by_train,express_train,on_time_percentage_by_train_station,duration_from_current_station_to_hashalom,on_time_percentage_by_makat
1100,2026,2,"יום חול","רעננה מערב","לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:19:00,NULL,3,2940,NULL,רגיל,NULL,52,NULL
1101,2026,2,"יום חול",עכו,"לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:22:00,NULL,78,1500,NULL,רגיל,NULL,102,NULL
1102,2026,2,"יום חול","רעננה דרום","לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:24:00,NULL,0,2960,NULL,רגיל,NULL,47,NULL
1103,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",101,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:25:00,NULL,35,2100,NULL,אקספרס,NULL,69,NULL
1104,2026,2,"יום חול",אופקים,"לכיוון תל אביב",840,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:27:00,NULL,0,9700,NULL,,NULL,NULL,NULL
1105,2026,2,"יום חול","הוד השרון","לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:28:00,NULL,9,9200,NULL,רגיל,NULL,43,NULL
1106,2026,2,"יום חול","בת גלים","לכיוון תל אביב",101,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:30:00,NULL,17,2200,NULL,אקספרס,NULL,64,NULL
1107,2026,2,"יום חול","באר יעקב","לכיוון תל אביב",222,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:30:00,NULL,21,5300,NULL,רגיל,NULL,26,NULL
1108,2026,2,"יום חול","כפר סבא","לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:31:00,NULL,15,8700,NULL,רגיל,NULL,40,NULL
1109,2026,2,"יום חול","קרית מוצקין","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:32:00,NULL,82,1400,NULL,רגיל,NULL,92,NULL
1110,2026,2,"יום חול",עכו,"לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:35:00,NULL,68,1500,NULL,רגיל,NULL,100,NULL
1111,2026,2,"יום חול","קרית חיים","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:35:00,NULL,8,700,NULL,רגיל,NULL,89,NULL
1112,2026,2,"יום חול","חוף הכרמל","לכיוון תל אביב",101,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:36:00,NULL,118,2300,NULL,אקספרס,NULL,58,NULL
1113,2026,2,"יום חול",לוד,"לכיוון תל אביב",222,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:36:00,NULL,40,5000,NULL,רגיל,NULL,20,NULL
1114,2026,2,"יום חול","קיסריה פרדס חנה","לכיוון תל אביב",221,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:38:00,NULL,74,2820,NULL,רגיל,NULL,50,NULL
1115,2026,2,"יום חול","רעננה מערב","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:38:00,NULL,3,2940,NULL,רגיל,NULL,48,NULL
1116,2026,2,"יום חול",אחיהוד,"לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:41:00,NULL,25,1820,NULL,,NULL,NULL,NULL
1117,2026,2,"יום חול",סגולה,"לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:42:00,NULL,6,4250,NULL,רגיל,NULL,29,NULL
1118,2026,2,"יום חול",נתיבות,"לכיוון תל אביב",618,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:42:00,NULL,54,9650,NULL,אקספרס,NULL,68,NULL
1119,2026,2,"יום חול","כפר חבד","לכיוון תל אביב",222,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:43:00,NULL,6,4800,NULL,רגיל,NULL,13,NULL
1120,2026,2,"יום חול","רעננה דרום","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:43:00,NULL,1,2960,NULL,רגיל,NULL,43,NULL
1121,2026,2,"יום חול",לוד,"לכיוון תל אביב",950,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:43:00,NULL,14,5000,NULL,רגיל,NULL,21,NULL
1122,2026,2,"יום חול","מרכזית מפרץ-חוף","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:44:00,NULL,37,1220,NULL,רגיל,NULL,80,NULL
1123,2026,2,"יום חול","קרית מוצקין","לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:45:00,NULL,107,1400,NULL,רגיל,NULL,90,NULL
1124,2026,2,"יום חול",עפולה,"לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:45:00,NULL,113,1260,NULL,,NULL,NULL,NULL
1125,2026,2,"יום חול","בת ים קוממיות","לכיוון תל אביב",302,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:45:00,NULL,10,4690,NULL,רגיל,NULL,20,NULL
1126,2026,2,"יום חול",רמלה,"לכיוון תל אביב",20,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:46:00,NULL,33,5010,NULL,רגיל,NULL,24,NULL
1127,2026,2,"יום חול","הוד השרון","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:47:00,NULL,6,9200,NULL,רגיל,NULL,39,NULL
1128,2026,2,"יום חול","באר שבע צפון","לכיוון תל אביב",22,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:48:00,NULL,61,7300,NULL,אקספרס,NULL,82,NULL
1129,2026,2,"יום חול","בת ים אלי כהן - יוספטל","לכיוון תל אביב",302,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:48:00,NULL,46,4680,NULL,רגיל,NULL,17,NULL
1130,2026,2,"יום חול","לוד גני אביב","לכיוון תל אביב",950,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:49:00,NULL,32,5150,NULL,אקספרס,NULL,15,NULL
1131,2026,2,"יום חול","כפר סבא","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:50:00,NULL,6,8700,NULL,רגיל,NULL,36,NULL
1132,2026,2,"יום חול",לוד,"לכיוון תל אביב",20,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:51:00,NULL,22,5000,NULL,אקספרס,NULL,19,NULL
1133,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:52:00,NULL,30,2100,NULL,רגיל,NULL,72,NULL
1134,2026,2,"יום חול","קרית מוצקין","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:52:00,NULL,6,1400,NULL,,NULL,NULL,NULL
1135,2026,2,"יום חול","בני ברק","לכיוון תל אביב",613,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:52:00,NULL,4,4100,NULL,רגיל,NULL,19,NULL
1136,2026,2,"יום חול",שדרות,"לכיוון תל אביב",618,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:52:00,NULL,85,9600,NULL,אקספרס,NULL,58,NULL
1137,2026,2,"יום חול","מרכזית מפרץ-חוף","לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:53:00,NULL,30,1220,NULL,רגיל,NULL,82,NULL
1138,2026,2,"יום חול","חולון וולפסון","לכיוון תל אביב",302,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:53:00,NULL,12,4660,NULL,רגיל,NULL,12,NULL
1139,2026,2,"יום חול","מגדל עמק כ.ברוך","לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:54:00,NULL,43,1250,NULL,,NULL,NULL,NULL
1140,2026,2,"יום חול",נתניה,"לכיוון תל אביב",221,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:54:00,NULL,35,3300,NULL,רגיל,NULL,34,NULL
1141,2026,2,"יום חול","רעננה מערב","לכיוון תל אביב",615,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:54:00,NULL,7,2940,NULL,רגיל,NULL,47,NULL
1142,2026,2,"יום חול",עכו,"לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:55:00,NULL,82,1500,NULL,רגיל,NULL,99,NULL
1143,2026,2,"יום חול","קרית חיים","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:55:00,NULL,11,700,NULL,,NULL,NULL,NULL
1144,2026,2,"יום חול","ראש העין צפון","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:56:00,NULL,18,8800,NULL,אקספרס,NULL,30,NULL
1145,2026,2,"יום חול","צומת חולון","לכיוון תל אביב",302,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:56:00,NULL,6,4640,NULL,רגיל,NULL,9,NULL
1146,2026,2,"יום חול","רשל"צ משה דיין","לכיוון תל אביב",616,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:56:00,NULL,13,9800,NULL,רגיל,NULL,24,NULL
1147,2026,2,"יום חול","בת גלים","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:57:00,NULL,57,2200,NULL,אקספרס,NULL,67,NULL
1148,2026,2,"יום חול","רעננה דרום","לכיוון תל אביב",615,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:58:00,NULL,1,2960,NULL,רגיל,NULL,43,NULL
1149,2026,2,"יום חול","נתב"ג","לכיוון תל אביב",710,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:58:00,NULL,32,8600,NULL,רגיל,NULL,17,NULL
1150,2026,2,"יום חול",לוד,"לכיוון תל אביב",900,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,05:59:00,NULL,0,5000,NULL,,NULL,NULL,NULL
1151,2026,2,"יום חול","נתניה קריית ספיר","לכיוון תל אביב",221,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:00:00,NULL,41,3310,NULL,רגיל,NULL,28,NULL
1152,2026,2,"יום חול","באר יעקב","לכיוון תל אביב",224,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:00:00,NULL,31,5300,NULL,רגיל,NULL,26,NULL
1153,2026,2,"יום חול","בת ים קוממיות","לכיוון תל אביב",616,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:00:00,NULL,12,4690,NULL,רגיל,NULL,20,NULL
1154,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:01:00,NULL,42,2100,NULL,רגיל,NULL,74,NULL
1155,2026,2,"יום חול",סגולה,"לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:02:00,NULL,6,4250,NULL,אקספרס,NULL,24,NULL
1156,2026,2,"יום חול","יבנה מערב","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:02:00,NULL,22,9000,NULL,רגיל,NULL,33,NULL
1157,2026,2,"יום חול","הוד השרון","לכיוון תל אביב",615,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:02:00,NULL,19,9200,NULL,רגיל,NULL,39,NULL
1158,2026,2,"יום חול","חוף הכרמל","לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:03:00,NULL,157,2300,NULL,אקספרס,NULL,61,NULL
1159,2026,2,"יום חול","בית יהושע","לכיוון תל אביב",221,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:03:00,NULL,34,3400,NULL,רגיל,NULL,25,NULL
1160,2026,2,"יום חול","מרכזית מפרץ-חוף","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:03:00,NULL,1,1220,NULL,,NULL,NULL,NULL
1161,2026,2,"יום חול","בת ים אלי כהן - יוספטל","לכיוון תל אביב",616,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:03:00,NULL,40,4680,NULL,רגיל,NULL,17,NULL
1162,2026,2,"יום חול",נתיבות,"לכיוון תל אביב",620,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:03:00,NULL,42,9650,NULL,רגיל,NULL,77,NULL
1163,2026,2,"יום חול",הרצליה,"לכיוון תל אביב",955,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:04:00,NULL,13,3500,NULL,אקספרס,NULL,17,NULL
1164,2026,2,"יום חול","קרית מוצקין","לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:05:00,NULL,73,1400,NULL,אקספרס,NULL,89,NULL
1165,2026,2,"יום חול","נתב"ג","לכיוון תל אביב",152,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:05:00,NULL,22,8600,NULL,רגיל,NULL,16,NULL
1166,2026,2,"יום חול","כפר סבא","לכיוון תל אביב",615,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:05:00,NULL,25,8700,NULL,רגיל,NULL,36,NULL
1167,2026,2,"יום חול","בת גלים","לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:06:00,NULL,27,2200,NULL,רגיל,NULL,69,NULL
1168,2026,2,"יום חול",לוד,"לכיוון תל אביב",224,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:06:00,NULL,68,5000,NULL,רגיל,NULL,20,NULL
1169,2026,2,"יום חול",אחיהוד,"לכיוון תל אביב",403,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:06:00,NULL,105,1820,NULL,רגיל,NULL,99,NULL
1170,2026,2,"יום חול","קרית אריה","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:07:00,NULL,15,4170,NULL,אקספרס,NULL,19,NULL
1171,2026,2,"יום חול","קרית חיים","לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:08:00,NULL,37,700,NULL,רגיל,NULL,86,NULL
1172,2026,2,"יום חול","רעננה מערב","לכיוון תל אביב",303,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:08:00,NULL,4,2940,NULL,רגיל,NULL,48,NULL
1173,2026,2,"יום חול",רמלה,"לכיוון תל אביב",502,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:08:00,NULL,90,5010,NULL,רגיל,NULL,26,NULL
1174,2026,2,"יום חול","חולון וולפסון","לכיוון תל אביב",616,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:08:00,NULL,9,4660,NULL,רגיל,NULL,12,NULL
1175,2026,2,"יום חול","מרכזית מפרץ-עמק","לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,1,1230,NULL,,NULL,NULL,NULL
1176,2026,2,"יום חול","קיסריה פרדס חנה","לכיוון תל אביב",223,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,99,2820,NULL,רגיל,NULL,47,NULL
1177,2026,2,"יום חול","רשל"צ משה דיין","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,15,9800,NULL,רגיל,NULL,24,NULL
1178,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,0,2100,NULL,,NULL,NULL,NULL
1179,2026,2,"יום חול","צומת חולון","לכיוון תל אביב",616,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,11,4640,NULL,רגיל,NULL,9,NULL
1180,2026,2,"יום חול","באר שבע צפון","לכיוון תל אביב",842,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:11:00,NULL,2,7300,NULL,,NULL,NULL,NULL
1181,2026,2,"יום חול",הרצליה,"לכיוון תל אביב",221,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:12:00,NULL,6,3500,NULL,אקספרס,NULL,16,NULL
1182,2026,2,"יום חול","בני ברק","לכיוון תל אביב",301,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:12:00,NULL,2,4100,NULL,אקספרס,NULL,14,NULL
1183,2026,2,"יום חול",שדרות,"לכיוון תל אביב",620,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:12:00,NULL,52,9600,NULL,רגיל,NULL,68,NULL
1184,2026,2,"יום חול","חוף הכרמל","לכיוון תל אביב",21,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,196,2300,NULL,אקספרס,NULL,62,NULL
1185,2026,2,"יום חול",עתלית,"לכיוון תל אביב",151,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,85,2500,NULL,אקספרס,NULL,51,NULL
1186,2026,2,"יום חול","כפר חבד","לכיוון תל אביב",224,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,12,4800,NULL,רגיל,NULL,13,NULL
1187,2026,2,"יום חול","רעננה דרום","לכיוון תל אביב",303,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,2,2960,NULL,רגיל,NULL,43,NULL
1188,2026,2,"יום חול",לוד,"לכיוון תל אביב",502,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,42,5000,NULL,רגיל,NULL,21,NULL
1189,2026,2,"יום חול","פאתי מודיעין","לכיוון תל אביב",543,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:13:00,NULL,20,300,NULL,,NULL,NULL,NULL
1190,2026,2,"יום חול",עפולה,"לכיוון תל אביב",61,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:14:00,NULL,58,1260,NULL,,NULL,NULL,NULL
1191,2026,2,"יום חול","קרית גת","לכיוון תל אביב",22,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:15:00,NULL,126,7000,NULL,אקספרס,NULL,55,NULL
1192,2026,2,"יום חול","בת ים קוממיות","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:15:00,NULL,13,4690,NULL,רגיל,NULL,20,NULL
1193,2026,2,"יום חול","בת גלים","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:16:00,NULL,0,2200,NULL,,NULL,NULL,NULL
1194,2026,2,"יום חול","מרכזית מפרץ-חוף","לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:17:00,NULL,67,1220,NULL,אקספרס,NULL,77,NULL
1195,2026,2,"יום חול","הוד השרון","לכיוון תל אביב",303,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:17:00,NULL,12,9200,NULL,רגיל,NULL,39,NULL
1196,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:18:00,NULL,0,2100,NULL,,NULL,NULL,NULL
1197,2026,2,"יום חול","יבנה מזרח","לכיוון תל אביב",226,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:18:00,NULL,33,5410,NULL,רגיל,NULL,38,NULL
1198,2026,2,"יום חול","בת ים אלי כהן - יוספטל","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:18:00,NULL,56,4680,NULL,רגיל,NULL,17,NULL
1199,2026,2,"יום חול","קרית מוצקין","לכיוון תל אביב",403,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:18:00,NULL,111,1400,NULL,אקספרס,NULL,87,NULL
1200,2026,2,"יום חול","לוד גני אביב","לכיוון תל אביב",502,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:19:00,NULL,54,5150,NULL,אקספרס,NULL,15,NULL
1201,2026,2,"יום חול","כפר סבא","לכיוון תל אביב",303,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:20:00,NULL,19,8700,NULL,רגיל,NULL,36,NULL
1202,2026,2,"יום חול","מגדל עמק כ.ברוך","לכיוון תל אביב",61,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:21:00,NULL,24,1250,NULL,,NULL,NULL,NULL
1203,2026,2,"יום חול",עכו,"לכיוון תל אביב",153,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:22:00,NULL,100,1500,NULL,רגיל,NULL,102,NULL
1204,2026,2,"יום חול","בת גלים","לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:23:00,NULL,4,2200,NULL,,NULL,NULL,NULL
1205,2026,2,"יום חול","חולון וולפסון","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:23:00,NULL,15,4660,NULL,רגיל,NULL,12,NULL
1206,2026,2,"יום חול","חוף הכרמל","לכיוון תל אביב",441,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:24:00,NULL,0,2300,NULL,,NULL,NULL,NULL
1207,2026,2,"יום חול","מודיעין מרכז","לכיוון תל אביב",542,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:24:00,NULL,0,400,NULL,,NULL,NULL,NULL
1208,2026,2,"יום חול","רעננה מערב","לכיוון תל אביב",617,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:24:00,NULL,22,2940,NULL,רגיל,NULL,47,NULL
1209,2026,2,"יום חול","חיפה מרכז","לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:25:00,NULL,187,2100,NULL,אקספרס,NULL,69,NULL
1210,2026,2,"יום חול","מרכזית מפרץ-חוף","לכיוון תל אביב",403,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:25:00,NULL,29,1220,NULL,רגיל,NULL,80,NULL
1211,2026,2,"יום חול","יבנה מערב","לכיוון תל אביב",618,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:25:00,NULL,83,9000,NULL,אקספרס,NULL,25,NULL
1212,2026,2,"יום חול","צומת חולון","לכיוון תל אביב",304,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:26:00,NULL,7,4640,NULL,רגיל,NULL,9,NULL
1213,2026,2,"יום חול",נתניה,"לכיוון תל אביב",223,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:27:00,NULL,64,3300,NULL,רגיל,NULL,31,NULL
1214,2026,2,"יום חול","בני ברק","לכיוון תל אביב",615,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:27:00,NULL,6,4100,NULL,אקספרס,NULL,14,NULL
1215,2026,2,"יום חול","באר שבע צפון","לכיוון תל אביב",830,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:27:00,NULL,0,7300,NULL,,NULL,NULL,NULL
1216,2026,2,"יום חול",אופקים,"לכיוון תל אביב",842,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:27:00,NULL,0,9700,NULL,,NULL,NULL,NULL
1217,2026,2,"יום חול","רעננה דרום","לכיוון תל אביב",617,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:28:00,NULL,4,2960,NULL,רגיל,NULL,43,NULL
1218,2026,2,"יום חול","חוף הכרמל","לכיוון תל אביב",59,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:29:00,NULL,1,2300,NULL,,NULL,NULL,NULL
1219,2026,2,"יום חול","נתב"ג","לכיוון תל אביב",714,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:29:00,NULL,21,8600,NULL,רגיל,NULL,16,NULL
1220,2026,2,"יום חול","בת גלים","לכיוון תל אביב",103,,NULL,NULL,,,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,לא,06:30:00,NULL,40,2200,NULL,אקספרס,NULL,64,NULL
