FromStationName,ToStationName,Month,Year,SUM_Values_Pass
עפולה,נהריה,5,2026,728
אשדוד עד הלום,כפר ברוך,5,2026,38
ראש העין צפון,אשקלון,5,2026,1433
חיפה מרכז,מזכרת בתיה,5,2026,182
חוצות מפרץ,ירושלים/יצחק נבון,5,2026,1094
בת גלים,בית שמש,5,2026,146
צומת חולון,"נתב""ג",5,2026,72
בנימינה,בית שמש,5,2026,333
ראש העין צפון,הרצליה,5,2026,1360
נהריה,באר שבע צפון,5,2026,681
בת ים קוממיות,כפר ברוך,5,2026,4
בית יהושע,סגולה,5,2026,32
קרית מוצקין,אשקלון,5,2026,438
שדרות,פאתי מודיעין,5,2026,31
באר שבע צפון,בת ים יוספטל,5,2026,828
רמלה,קרית מלאכי,5,2026,512
לוד גני אביב,בני ברק,5,2026,135
הוד השרון,שדרות,5,2026,217
נתניה קריית ספיר,"נתב""ג",5,2026,1123
נתיבות,כרמיאל,5,2026,75
ירושלים/יצחק נבון,אשדוד עד הלום,5,2026,2046
נתניה,צומת חולון,5,2026,134
הוד השרון,בנימינה,5,2026,407
רחובות,צומת חולון,5,2026,46
באר שבע מרכז,פאתי מודיעין,5,2026,109
סגולה,כפר יהושע,5,2026,11
בני ברק,תל אביב מרכז,5,2026,766
"רשל""צ משה דיין",באר שבע מרכז,5,2026,2842
כפר ברוך,נתניה קריית ספיר,5,2026,41
מזכרת בתיה,קיסריה פרדס חנה,5,2026,85
עתלית,יבנה מזרח,5,2026,7
לוד,הרצליה,5,2026,2510
פאתי מודיעין,רעננה מערב,5,2026,38
אופקים,רעננה דרום,5,2026,152
בית יהושע,אופקים,5,2026,254
חדרה מערב,להבים רהט,5,2026,143
חוצות מפרץ,השלום,5,2026,2429
קרית גת,בית שמש,5,2026,40
חולון וולפסון,קרית מלאכי,5,2026,64
בית יהושע,חוצות מפרץ,5,2026,140
אשקלון,להבים רהט,5,2026,29
חיפה מרכז,נתניה,5,2026,1158
תל אביב מרכז,חיפה מרכז,5,2026,5637
באר שבע צפון,נתיבות,5,2026,3858
קרית חיים,פאתי מודיעין,5,2026,21
נתניה קריית ספיר,מודיעין מרכז,5,2026,553
עתלית,רמלה,5,2026,53
כפר יהושע,אשדוד עד הלום,5,2026,54
באר שבע צפון,חיפה מרכז,5,2026,228
בית שאן,לוד גני אביב,5,2026,7
לוד,בת ים קוממיות,5,2026,91
חיפה מרכז,בת גלים,5,2026,272
הרצליה,דימונה,5,2026,40
מודיעין מרכז,רמלה,5,2026,20
צומת חולון,עכו,5,2026,21
סגולה,לוד גני אביב,5,2026,17
רמלה,פאתי מודיעין,5,2026,9
חדרה מערב,"רשל""צ משה דיין",5,2026,891
פאתי מודיעין,רעננה דרום,5,2026,52
לוד,חוף הכרמל,5,2026,1543
נתניה קריית ספיר,תל אביב מרכז,5,2026,7998
חוצות מפרץ,דימונה,5,2026,2
אשדוד עד הלום,עכו,5,2026,235
בת ים קוממיות,חיפה מרכז,5,2026,110
בית יהושע,לוד,5,2026,882
מודיעין מרכז,בני ברק,5,2026,73
אחיהוד,נתניה קריית ספיר,5,2026,54
רעננה מערב,עכו,5,2026,87
נהריה,קרית מוצקין,5,2026,10086
בני ברק,נתיבות,5,2026,422
צומת חולון,נהריה,5,2026,51
מזכרת בתיה,תל אביב מרכז,5,2026,4918
יבנה מזרח,כפר חבד,5,2026,110
"נתב""ג",קרית גת,5,2026,424
"רשל""צ משה דיין",קיסריה פרדס חנה,5,2026,489
בנימינה,אחיהוד,5,2026,78
יבנה מערב,מזכרת בתיה,5,2026,15
קרית מלאכי,אופקים,5,2026,28
ראש העין צפון,חיפה מרכז,5,2026,197
קרית מלאכי,עפולה,5,2026,54
עכו,חוף הכרמל,5,2026,4463
בת ים יוספטל,חוצות מפרץ,5,2026,118
בנימינה,הרצליה,5,2026,6440
יבנה מערב,תל אביב ההגנה,5,2026,4536
חדרה מערב,פאתי מודיעין,5,2026,202
אחיהוד,כפר סבא,5,2026,19
מזכרת בתיה,תל אביב ההגנה,5,2026,2465
כפר סבא,עכו,5,2026,153
דימונה,באר שבע צפון,5,2026,154
הוד השרון,באר יעקב,5,2026,70
בת גלים,עתלית,5,2026,1283
חוצות מפרץ,כרמיאל,5,2026,2373
קרית אריה,כפר סבא,5,2026,3054
מודיעין מרכז,כפר ברוך,5,2026,68
ראשונים,חיפה מרכז,5,2026,59
בית שאן,השלום,5,2026,1393
דימונה,אופקים,5,2026,11
כפר חבד,רמלה,5,2026,47
באר יעקב,כרמיאל,5,2026,95
תל אביב ההגנה,בית שמש,5,2026,3217
אשקלון,שדרות,5,2026,2220
כפר יהושע,תל אביב מרכז,5,2026,1440
רחובות,הרצליה,5,2026,6002
רעננה דרום,רעננה מערב,5,2026,74
צומת חולון,לוד גני אביב,5,2026,25
תל אביב ההגנה,בית שאן,5,2026,392
בני ברק,תל אביב ההגנה,5,2026,1157
כרמיאל,"רשל""צ משה דיין",5,2026,348
קרית מוצקין,בית שמש,5,2026,218
הרצליה,ראש העין צפון,5,2026,1200
באר יעקב,רחובות,5,2026,1729
עתלית,ירושלים/יצחק נבון,5,2026,827
אופקים,מזכרת בתיה,5,2026,32
כפר ברוך,השלום,5,2026,1178
קרית מלאכי,"נתב""ג",5,2026,123
רחובות,כפר יהושע,5,2026,53
מודיעין מרכז,חולון וולפסון,5,2026,123
חולון וולפסון,תל אביב מרכז,5,2026,1921
כפר סבא,מרכזית המפרץ/קו החוף,5,2026,384
חולון וולפסון,קרית מוצקין,5,2026,171
להבים רהט,כפר חבד,5,2026,34
כפר יהושע,מזכרת בתיה,5,2026,18
יבנה מערב,אחיהוד,5,2026,12
מזכרת בתיה,"נתב""ג",5,2026,194
קרית מוצקין,תא אוניברסיטה,5,2026,4386
צומת חולון,באר שבע צפון,5,2026,179
חוף הכרמל,תל אביב מרכז,5,2026,27963
ראשונים,חוצות מפרץ,5,2026,12
השלום,הוד השרון,5,2026,12524
בית שמש,מרכזית המפרץ/קו החוף,5,2026,439
רעננה דרום,חולון וולפסון,5,2026,91
בית שאן,אשקלון,5,2026,167
בת ים קוממיות,דימונה,5,2026,3
נהריה,חוצות מפרץ,5,2026,4845
עפולה,מזכרת בתיה,5,2026,72
אשקלון,נתניה,5,2026,2590
פאתי מודיעין,קרית אריה,5,2026,60
באר שבע צפון,שדרות,5,2026,2349
כפר חבד,תא אוניברסיטה,5,2026,2165
יבנה מזרח,עתלית,5,2026,24
רעננה דרום,פאתי מודיעין,5,2026,33
ראש העין צפון,קרית גת,5,2026,201
מזכרת בתיה,הוד השרון,5,2026,80
"רשל""צ משה דיין",תל אביב ההגנה,5,2026,2387
כפר ברוך,בית יהושע,5,2026,27
חיפה מרכז,חדרה מערב,5,2026,1594
באר שבע מרכז,מזכרת בתיה,5,2026,2186
אשקלון,סגולה,5,2026,1005
בת גלים,סגולה,5,2026,239
להבים רהט,קרית מלאכי,5,2026,168
יבנה מערב,תל אביב מרכז,5,2026,8647
בנימינה,כפר סבא,5,2026,534
תא אוניברסיטה,כרמיאל,5,2026,2871
בת ים יוספטל,בנימינה,5,2026,489
תל אביב ההגנה,בת גלים,5,2026,3197
חוצות מפרץ,בני ברק,5,2026,60
חולון וולפסון,תל אביב ההגנה,5,2026,893
קרית גת,קרית אריה,5,2026,170
תל אביב ההגנה,עכו,5,2026,2021
אחיהוד,"נתב""ג",5,2026,152
בנימינה,מזכרת בתיה,5,2026,271
קיסריה פרדס חנה,חוצות מפרץ,5,2026,227
נתיבות,רחובות,5,2026,819
כפר ברוך,אשקלון,5,2026,62
רחובות,לוד גני אביב,5,2026,917
צומת חולון,בת גלים,5,2026,41
רמלה,תל אביב מרכז,5,2026,5348
השלום,סגולה,5,2026,4789
אחיהוד,מזכרת בתיה,5,2026,2
באר יעקב,שדרות,5,2026,126
נתיבות,קרית מוצקין,5,2026,68
אשדוד עד הלום,ראשונים,5,2026,81
עפולה,"נתב""ג",5,2026,1301
בית יהושע,אחיהוד,5,2026,20
נתיבות,להבים רהט,5,2026,3
קרית אריה,אשקלון,5,2026,2574
כרמיאל,דימונה,5,2026,8
בית שמש,הוד השרון,5,2026,73
חיפה מרכז,באר יעקב,5,2026,68
בית יהושע,"רשל""צ משה דיין",5,2026,771
נהריה,כפר יהושע,5,2026,456
בית שמש,קרית גת,5,2026,31
להבים רהט,יבנה מערב,5,2026,9
בת גלים,אשקלון,5,2026,399
דימונה,ירושלים/יצחק נבון,5,2026,19
בית שמש,חיפה מרכז,5,2026,115
בת גלים,הרצליה,5,2026,3650
בית שמש,יבנה מערב,5,2026,100
"נתב""ג",תל אביב מרכז,5,2026,12985
כפר סבא,רמלה,5,2026,139
באר שבע מרכז,תא אוניברסיטה,5,2026,3942
רעננה מערב,בית שאן,5,2026,27
ירושלים/יצחק נבון,פאתי מודיעין,5,2026,11329
חוף הכרמל,בת גלים,5,2026,1348
להבים רהט,שדרות,5,2026,15
אשדוד עד הלום,קרית אריה,5,2026,1952
כפר סבא,יבנה מערב,5,2026,586
בנימינה,תא אוניברסיטה,5,2026,15757
כפר חבד,סגולה,5,2026,30
ראשונים,הוד השרון,5,2026,9
חיפה מרכז,יבנה מזרח,5,2026,23
שדרות,עכו,5,2026,118
בית יהושע,בת גלים,5,2026,834
נתיבות,אשדוד עד הלום,5,2026,4463
תל אביב ההגנה,כרמיאל,5,2026,1997
תל אביב ההגנה,"נתב""ג",5,2026,9731
אשקלון,קרית גת,5,2026,14
רחובות,עתלית,5,2026,180
חדרה מערב,יבנה מזרח,5,2026,292
נתניה קריית ספיר,נתיבות,5,2026,144
השלום,בית שאן,5,2026,1297
ראש העין צפון,מרכזית המפרץ/קו החוף,5,2026,600
עפולה,נתניה קריית ספיר,5,2026,104
כפר יהושע,בית יהושע,5,2026,50
כפר חבד,בית שאן,5,2026,14
ראש העין צפון,נתניה,5,2026,526
נתניה קריית ספיר,באר שבע מרכז,5,2026,803
נתיבות,כפר חבד,5,2026,79
רעננה מערב,נהריה,5,2026,201
באר יעקב,נתניה,5,2026,1111
בת ים יוספטל,באר שבע מרכז,5,2026,2180
דימונה,"רשל""צ משה דיין",5,2026,24
יבנה מערב,בית יהושע,5,2026,336
עתלית,כרמיאל,5,2026,90
"נתב""ג",תל אביב ההגנה,5,2026,10093
רחובות,סגולה,5,2026,180
נתניה קריית ספיר,מזכרת בתיה,5,2026,149
הרצליה,בני ברק,5,2026,325
עכו,יבנה מזרח,5,2026,42
קרית גת,בית שאן,5,2026,68
באר שבע צפון,קיסריה פרדס חנה,5,2026,264
כפר חבד,חוצות מפרץ,5,2026,31
קיסריה פרדס חנה,תל אביב ההגנה,5,2026,3303
להבים רהט,קרית מוצקין,5,2026,91
צומת חולון,נתניה,5,2026,127
עתלית,צומת חולון,5,2026,24
עפולה,חדרה מערב,5,2026,98
מרכזית המפרץ/קו החוף,חולון וולפסון,5,2026,229
באר יעקב,מרכזית המפרץ/קו החוף,5,2026,256
השלום,חוצות מפרץ,5,2026,2468
חוף הכרמל,ירושלים/יצחק נבון,5,2026,8251
ראש העין צפון,"רשל""צ משה דיין",5,2026,1351
ראשונים,מרכזית המפרץ/קו החוף,5,2026,87
אופקים,חדרה מערב,5,2026,290
חדרה מערב,חולון וולפסון,5,2026,294
תל אביב ההגנה,חוף הכרמל,5,2026,7186
חיפה מרכז,בת ים קוממיות,5,2026,106
עתלית,כפר ברוך,5,2026,93
יבנה מערב,בית שמש,5,2026,98
רעננה מערב,רעננה דרום,5,2026,67
"נתב""ג",בית שאן,5,2026,369
באר שבע מרכז,בת ים יוספטל,5,2026,2288
בת ים קוממיות,עתלית,5,2026,24
דימונה,קרית מוצקין,5,2026,7
נהריה,קיסריה פרדס חנה,5,2026,476
נתיבות,נתניה,5,2026,459
כפר סבא,קרית מוצקין,5,2026,209
כרמיאל,קרית גת,5,2026,339
מרכזית המפרץ/קו החוף,מודיעין מרכז,5,2026,1446
אשקלון,בת ים יוספטל,5,2026,4196
דימונה,נתניה,5,2026,32
ראשונים,נתניה,5,2026,204
ראש העין צפון,בת גלים,5,2026,507
כפר סבא,אשדוד עד הלום,5,2026,677
להבים רהט,צומת חולון,5,2026,29
תל אביב מרכז,סגולה,5,2026,2786
עכו,בית שמש,5,2026,140
באר יעקב,נהריה,5,2026,162
יבנה מזרח,הרצליה,5,2026,1453
"רשל""צ משה דיין",כפר ברוך,5,2026,57
תל אביב מרכז,חוצות מפרץ,5,2026,2442
חוף הכרמל,להבים רהט,5,2026,334
נתיבות,נהריה,5,2026,83
דימונה,קרית אריה,5,2026,9
כרמיאל,אופקים,5,2026,135
תא אוניברסיטה,בת גלים,5,2026,4141
ראשונים,קרית מלאכי,5,2026,44
באר שבע מרכז,כפר חבד,5,2026,279
בית שאן,ראשונים,5,2026,18
קיסריה פרדס חנה,כפר חבד,5,2026,145
בית שמש,אופקים,5,2026,80
השלום,צומת חולון,5,2026,1409
באר יעקב,נתיבות,5,2026,105
תא אוניברסיטה,עפולה,5,2026,1094
כפר סבא,אופקים,5,2026,381
בת ים יוספטל,כפר חבד,5,2026,230
עפולה,תל אביב מרכז,5,2026,2410
מזכרת בתיה,בת ים יוספטל,5,2026,76
לוד גני אביב,קרית מוצקין,5,2026,43
ראש העין צפון,כפר יהושע,5,2026,17
נתניה קריית ספיר,בת ים קוממיות,5,2026,137
חוף הכרמל,יבנה מזרח,5,2026,78
צומת חולון,קיסריה פרדס חנה,5,2026,46
קרית מלאכי,נתיבות,5,2026,28
כפר חבד,ירושלים/יצחק נבון,5,2026,1524
ראש העין צפון,ראשונים,5,2026,5
אופקים,תל אביב ההגנה,5,2026,1396
באר יעקב,קרית אריה,5,2026,113
אחיהוד,נתיבות,5,2026,1
קרית גת,נתניה,5,2026,632
נתיבות,בית שאן,5,2026,30
קרית מלאכי,כפר ברוך,5,2026,12
נתניה,ראשונים,5,2026,153
הוד השרון,יבנה מערב,5,2026,492
עתלית,לוד גני אביב,5,2026,1
קרית גת,נתיבות,5,2026,36
חיפה מרכז,בית יהושע,5,2026,300
רעננה מערב,"רשל""צ משה דיין",5,2026,604
באר שבע צפון,עפולה,5,2026,191
קרית חיים,באר יעקב,5,2026,17
לוד גני אביב,צומת חולון,5,2026,14
רעננה מערב,באר יעקב,5,2026,56
נתניה,אחיהוד,5,2026,80
אשדוד עד הלום,נתניה,5,2026,2472
חוצות מפרץ,תא אוניברסיטה,5,2026,1128
תא אוניברסיטה,נתיבות,5,2026,869
צומת חולון,בית שאן,5,2026,14
עתלית,באר שבע צפון,5,2026,80
נתניה קריית ספיר,יבנה מזרח,5,2026,318
בית יהושע,באר שבע מרכז,5,2026,1433
השלום,קרית מוצקין,5,2026,11147
חיפה מרכז,נתיבות,5,2026,41
באר יעקב,רעננה דרום,5,2026,91
עתלית,נהריה,5,2026,335
תל אביב ההגנה,דימונה,5,2026,94
אשקלון,עכו,5,2026,291
כפר סבא,כפר ברוך,5,2026,10
עפולה,תל אביב ההגנה,5,2026,633
אחיהוד,בת גלים,5,2026,1829
שדרות,דימונה,5,2026,5
מרכזית המפרץ/קו החוף,רחובות,5,2026,981
קרית מלאכי,קרית אריה,5,2026,27
אחיהוד,בית שמש,5,2026,12
לוד,באר שבע מרכז,5,2026,5854
ירושלים/יצחק נבון,לוד,5,2026,2129
בת ים קוממיות,באר יעקב,5,2026,20
הוד השרון,דימונה,5,2026,4
כפר יהושע,בנימינה,5,2026,101
רעננה דרום,אשקלון,5,2026,505
מודיעין מרכז,אשקלון,5,2026,288
תל אביב ההגנה,קרית אריה,5,2026,415
פאתי מודיעין,אופקים,5,2026,25
בית יהושע,להבים רהט,5,2026,92
"נתב""ג",באר יעקב,5,2026,233
תל אביב מרכז,כפר חבד,5,2026,4227
תל אביב מרכז,צומת חולון,5,2026,1817
רעננה מערב,כפר חבד,5,2026,44
מרכזית המפרץ/קו החוף,חדרה מערב,5,2026,2110
מודיעין מרכז,עפולה,5,2026,189
ראשונים,כפר יהושע,5,2026,10
לוד גני אביב,תל אביב מרכז,5,2026,3933
עפולה,בנימינה,5,2026,220
חוצות מפרץ,מרכזית המפרץ/קו החוף,5,2026,868
אופקים,תל אביב מרכז,5,2026,2719
בנימינה,כפר חבד,5,2026,328
קרית מוצקין,נתניה קריית ספיר,5,2026,704
כפר חבד,קרית מוצקין,5,2026,211
השלום,רעננה מערב,5,2026,5167
אשדוד עד הלום,"רשל""צ משה דיין",5,2026,6868
אחיהוד,תא אוניברסיטה,5,2026,514
דימונה,שדרות,5,2026,7
חדרה מערב,כפר סבא,5,2026,327
נתיבות,כפר ברוך,5,2026,15
"רשל""צ משה דיין",קרית אריה,5,2026,1972
יבנה מערב,בת ים קוממיות,5,2026,1112
באר שבע צפון,אשקלון,5,2026,3642
