FromStationName,ToStationName,Month,Year,SUM_Values_Pass
"רשל""צ משה דיין",חיפה מרכז,3,2026,117
קיסריה פרדס חנה,נתיבות,3,2026,39
"נתב""ג",כרמיאל,3,2026,179
יבנה מערב,השלום,3,2026,4793
נהריה,נתיבות,3,2026,62
לוד,כפר סבא,3,2026,136
בית שמש,באר יעקב,3,2026,54
לוד גני אביב,באר שבע צפון,3,2026,5
עתלית,יבנה מערב,3,2026,10
חיפה מרכז,ראש העין צפון,3,2026,75
באר שבע מרכז,תא אוניברסיטה,3,2026,1693
לוד,רחובות,3,2026,2173
קיסריה פרדס חנה,עפולה,3,2026,8
חדרה מערב,חולון וולפסון,3,2026,118
חולון וולפסון,חדרה מערב,3,2026,112
שדרות,תל אביב מרכז,3,2026,1047
באר יעקב,יבנה מערב,3,2026,13
אופקים,אשדוד עד הלום,3,2026,1803
בת ים יוספטל,אשדוד עד הלום,3,2026,2526
באר יעקב,חיפה מרכז,3,2026,32
כרמיאל,ראשונים,3,2026,11
פאתי מודיעין,הרצליה,3,2026,70
אשקלון,בנימינה,3,2026,684
קיסריה פרדס חנה,כרמיאל,3,2026,62
מזכרת בתיה,בת גלים,3,2026,114
באר שבע מרכז,חולון וולפסון,3,2026,247
עפולה,בית שמש,3,2026,9
עכו,באר יעקב,3,2026,34
ראשונים,כרמיאל,3,2026,11
הוד השרון,באר שבע מרכז,3,2026,205
"נתב""ג",מזכרת בתיה,3,2026,9
אופקים,בני ברק,3,2026,60
בת גלים,קרית מוצקין,3,2026,4968
בית יהושע,מודיעין מרכז,3,2026,140
באר שבע מרכז,עפולה,3,2026,99
ראש העין צפון,עפולה,3,2026,17
חיפה מרכז,הרצליה,3,2026,802
קרית מלאכי,מזכרת בתיה,3,2026,53
בת ים יוספטל,השלום,3,2026,2805
קיסריה פרדס חנה,אשקלון,3,2026,285
כפר סבא,מרכזית המפרץ/קו החוף,3,2026,129
סגולה,נהריה,3,2026,26
מזכרת בתיה,ראש העין צפון,3,2026,34
בית יהושע,נתניה קריית ספיר,3,2026,15
בת גלים,באר שבע צפון,3,2026,123
השלום,נתיבות,3,2026,1220
קרית מלאכי,השלום,3,2026,989
נתיבות,מזכרת בתיה,3,2026,2
מזכרת בתיה,השלום,3,2026,1737
הרצליה,סגולה,3,2026,38
רמלה,קרית אריה,3,2026,18
סגולה,קרית מוצקין,3,2026,17
לוד גני אביב,"רשל""צ משה דיין",3,2026,34
בת ים יוספטל,ראש העין צפון,3,2026,425
הוד השרון,קרית אריה,3,2026,169
עכו,חולון וולפסון,3,2026,31
תא אוניברסיטה,כפר ברוך,3,2026,23
נהריה,לוד גני אביב,3,2026,5
נהריה,חוף הכרמל,3,2026,3113
ירושלים/יצחק נבון,בית יהושע,3,2026,938
חוף הכרמל,השלום,3,2026,8002
"נתב""ג",אופקים,3,2026,27
בנימינה,ראשונים,3,2026,24
בנימינה,באר שבע מרכז,3,2026,1965
חוף הכרמל,כפר סבא,3,2026,148
באר שבע מרכז,מזכרת בתיה,3,2026,1320
פאתי מודיעין,בית שאן,3,2026,13
"רשל""צ משה דיין",בית יהושע,3,2026,244
להבים רהט,"רשל""צ משה דיין",3,2026,20
כפר ברוך,באר שבע מרכז,3,2026,23
בנימינה,בת ים יוספטל,3,2026,152
מודיעין מרכז,בני ברק,3,2026,19
חדרה מערב,קרית גת,3,2026,334
קרית אריה,אופקים,3,2026,530
אשדוד עד הלום,דימונה,3,2026,1
שדרות,אשדוד עד הלום,3,2026,1790
נתניה קריית ספיר,קרית מוצקין,3,2026,64
אשדוד עד הלום,בת ים יוספטל,3,2026,2295
מרכזית המפרץ/קו החוף,ירושלים/יצחק נבון,3,2026,907
חוף הכרמל,רמלה,3,2026,217
בית שאן,השלום,3,2026,373
רעננה מערב,נתיבות,3,2026,67
באר יעקב,בת גלים,3,2026,74
אופקים,יבנה מזרח,3,2026,3
דימונה,קרית מלאכי,3,2026,3
קרית אריה,קרית מוצקין,3,2026,127
בנימינה,נתניה,3,2026,1675
הרצליה,באר שבע מרכז,3,2026,3113
הרצליה,תא אוניברסיטה,3,2026,830
רעננה מערב,ראש העין צפון,3,2026,231
הרצליה,בית שאן,3,2026,71
בת ים יוספטל,כפר סבא,3,2026,482
אשקלון,באר שבע צפון,3,2026,767
קרית מלאכי,דימונה,3,2026,1
אשדוד עד הלום,ראש העין צפון,3,2026,470
הוד השרון,ראשונים,3,2026,1
חדרה מערב,חיפה מרכז,3,2026,437
מודיעין מרכז,תל אביב מרכז,3,2026,3479
דימונה,השלום,3,2026,17
תל אביב מרכז,הרצליה,3,2026,5298
תא אוניברסיטה,לוד,3,2026,1928
באר שבע צפון,כרמיאל,3,2026,106
רמלה,רעננה מערב,3,2026,33
"נתב""ג",בני ברק,3,2026,13
באר שבע מרכז,נתניה,3,2026,2324
קרית אריה,יבנה מערב,3,2026,597
ראשונים,בנימינה,3,2026,22
יבנה מזרח,חוף הכרמל,3,2026,20
השלום,יבנה מזרח,3,2026,467
מזכרת בתיה,רמלה,3,2026,108
עכו,אופקים,3,2026,65
ירושלים/יצחק נבון,בית שמש,3,2026,17
בני ברק,נתניה,3,2026,111
בית שמש,באר שבע צפון,3,2026,54
שדרות,חיפה מרכז,3,2026,24
קיסריה פרדס חנה,אופקים,3,2026,76
יבנה מערב,באר יעקב,3,2026,7
קרית גת,כפר סבא,3,2026,120
קרית גת,חיפה מרכז,3,2026,85
קרית מוצקין,מרכזית המפרץ/קו החוף,3,2026,1085
אופקים,עתלית,3,2026,3
בית שאן,מזכרת בתיה,3,2026,18
חדרה מערב,לוד,3,2026,965
חולון וולפסון,רמלה,3,2026,8
קרית גת,יבנה מערב,3,2026,4
אופקים,סגולה,3,2026,54
עתלית,בית שמש,3,2026,1
עתלית,מרכזית המפרץ/קו החוף,3,2026,37
להבים רהט,בית יהושע,3,2026,37
בנימינה,מזכרת בתיה,3,2026,112
להבים רהט,מרכזית המפרץ/קו החוף,3,2026,128
כפר ברוך,ירושלים/יצחק נבון,3,2026,12
בת גלים,בני ברק,3,2026,22
באר שבע צפון,סגולה,3,2026,33
נתניה קריית ספיר,באר שבע צפון,3,2026,56
בת ים יוספטל,הוד השרון,3,2026,147
תל אביב מרכז,קרית גת,3,2026,2458
רמלה,מודיעין מרכז,3,2026,14
פאתי מודיעין,השלום,3,2026,1584
יבנה מזרח,"רשל""צ משה דיין",3,2026,5
תל אביב מרכז,נתניה,3,2026,9493
"נתב""ג",בנימינה,3,2026,1005
אופקים,השלום,3,2026,1609
קרית מוצקין,תא אוניברסיטה,3,2026,1067
באר יעקב,אופקים,3,2026,57
מרכזית המפרץ/קו החוף,מזכרת בתיה,3,2026,238
באר שבע צפון,הוד השרון,3,2026,96
רחובות,"רשל""צ משה דיין",3,2026,35
רמלה,בנימינה,3,2026,108
בני ברק,באר שבע מרכז,3,2026,44
הוד השרון,בית שמש,3,2026,10
כפר סבא,לוד גני אביב,3,2026,13
סגולה,כרמיאל,3,2026,14
נהריה,יבנה מערב,3,2026,280
אשדוד עד הלום,נתניה קריית ספיר,3,2026,139
אשקלון,עכו,3,2026,126
באר שבע צפון,להבים רהט,3,2026,164
מודיעין מרכז,הוד השרון,3,2026,27
אופקים,מזכרת בתיה,3,2026,13
יבנה מזרח,שדרות,3,2026,2
שדרות,חדרה מערב,3,2026,140
חוף הכרמל,יבנה מזרח,3,2026,21
אשדוד עד הלום,חדרה מערב,3,2026,449
קיסריה פרדס חנה,בנימינה,3,2026,232
עכו,פאתי מודיעין,3,2026,32
נהריה,דימונה,3,2026,1
לוד,חולון וולפסון,3,2026,73
באר שבע צפון,מרכזית המפרץ/קו החוף,3,2026,498
להבים רהט,אופקים,3,2026,3
דימונה,קרית אריה,3,2026,1
אשקלון,כרמיאל,3,2026,131
חדרה מערב,רחובות,3,2026,882
לוד גני אביב,באר יעקב,3,2026,34
נהריה,רמלה,3,2026,175
נהריה,קרית מוצקין,3,2026,3546
קרית אריה,לוד גני אביב,3,2026,6
להבים רהט,בית שאן,3,2026,83
עתלית,אופקים,3,2026,2
לוד,תא אוניברסיטה,3,2026,1789
תל אביב מרכז,בת גלים,3,2026,2762
הוד השרון,פאתי מודיעין,3,2026,2
יבנה מזרח,בת גלים,3,2026,5
כפר סבא,עכו,3,2026,61
חדרה מערב,פאתי מודיעין,3,2026,57
קרית מלאכי,תל אביב מרכז,3,2026,574
"רשל""צ משה דיין",נתיבות,3,2026,796
בת גלים,כפר ברוך,3,2026,325
עכו,בית שמש,3,2026,39
עתלית,עכו,3,2026,7
בני ברק,קרית אריה,3,2026,144
מזכרת בתיה,באר יעקב,3,2026,3
סגולה,מודיעין מרכז,3,2026,6
קרית אריה,כרמיאל,3,2026,77
עפולה,ראש העין צפון,3,2026,12
בת גלים,רחובות,3,2026,222
ירושלים/יצחק נבון,בת ים יוספטל,3,2026,459
כפר סבא,סגולה,3,2026,42
נתניה,קרית מלאכי,3,2026,107
חוף הכרמל,באר יעקב,3,2026,95
רחובות,נתניה,3,2026,1292
חיפה מרכז,לוד,3,2026,352
עפולה,קרית אריה,3,2026,9
לוד גני אביב,יבנה מזרח,3,2026,11
מזכרת בתיה,חוף הכרמל,3,2026,161
רעננה מערב,בית שמש,3,2026,11
תל אביב מרכז,להבים רהט,3,2026,581
באר יעקב,בית שאן,3,2026,11
נתיבות,קיסריה פרדס חנה,3,2026,32
לוד,בת ים יוספטל,3,2026,214
כפר ברוך,אשקלון,3,2026,17
בנימינה,סגולה,3,2026,50
ירושלים/יצחק נבון,רעננה מערב,3,2026,526
בת גלים,לוד גני אביב,3,2026,10
יבנה מערב,הוד השרון,3,2026,125
נהריה,ירושלים/יצחק נבון,3,2026,1462
רמלה,בית יהושע,3,2026,95
חדרה מערב,בית שמש,3,2026,85
תא אוניברסיטה,מודיעין מרכז,3,2026,898
נתניה,כפר סבא,3,2026,144
באר שבע צפון,שדרות,3,2026,469
באר יעקב,נתיבות,3,2026,33
חולון וולפסון,עכו,3,2026,41
באר שבע צפון,נתניה,3,2026,442
בנימינה,רחובות,3,2026,761
בת גלים,כרמיאל,3,2026,4665
תא אוניברסיטה,הרצליה,3,2026,930
כפר ברוך,חדרה מערב,3,2026,4
כפר סבא,אופקים,3,2026,345
מודיעין מרכז,שדרות,3,2026,55
הרצליה,מזכרת בתיה,3,2026,243
יבנה מזרח,מרכזית המפרץ/קו החוף,3,2026,13
דימונה,חוף הכרמל,3,2026,2
רחובות,בת גלים,3,2026,232
כפר ברוך,מודיעין מרכז,3,2026,18
מודיעין מרכז,קרית גת,3,2026,57
סגולה,"נתב""ג",3,2026,3
קרית מוצקין,רעננה מערב,3,2026,79
השלום,להבים רהט,3,2026,913
רמלה,חדרה מערב,3,2026,58
בית שמש,חוף הכרמל,3,2026,89
עפולה,הוד השרון,3,2026,6
קרית מלאכי,נהריה,3,2026,123
מודיעין מרכז,ראשונים,3,2026,3
הוד השרון,קיסריה פרדס חנה,3,2026,39
לוד גני אביב,קיסריה פרדס חנה,3,2026,9
בני ברק,קרית גת,3,2026,5
באר שבע צפון,ראשונים,3,2026,121
בת ים יוספטל,חוף הכרמל,3,2026,234
אשדוד עד הלום,סגולה,3,2026,102
בת ים יוספטל,באר יעקב,3,2026,17
קרית מלאכי,סגולה,3,2026,11
באר יעקב,בני ברק,3,2026,9
ראשונים,אשקלון,3,2026,37
באר שבע צפון,ראש העין צפון,3,2026,147
באר יעקב,חולון וולפסון,3,2026,6
בית שמש,הרצליה,3,2026,326
סגולה,רחובות,3,2026,16
נהריה,מזכרת בתיה,3,2026,116
"רשל""צ משה דיין",נהריה,3,2026,137
לוד גני אביב,נהריה,3,2026,7
קרית אריה,בית יהושע,3,2026,74
מודיעין מרכז,מזכרת בתיה,3,2026,4
עפולה,קרית גת,3,2026,48
בית יהושע,ירושלים/יצחק נבון,3,2026,1036
יבנה מזרח,ראש העין צפון,3,2026,3
מרכזית המפרץ/קו החוף,נתניה,3,2026,875
עכו,מרכזית המפרץ/קו החוף,3,2026,2886
הרצליה,כרמיאל,3,2026,283
יבנה מערב,קרית גת,3,2026,3
בת גלים,קרית מלאכי,3,2026,60
לוד,נתיבות,3,2026,192
באר שבע צפון,נתיבות,3,2026,837
אשקלון,בית יהושע,3,2026,397
השלום,רחובות,3,2026,6593
רמלה,"נתב""ג",3,2026,9
אופקים,חיפה מרכז,3,2026,53
בנימינה,נתניה קריית ספיר,3,2026,489
יבנה מערב,חיפה מרכז,3,2026,56
אופקים,רמלה,3,2026,28
חיפה מרכז,כפר ברוך,3,2026,77
פאתי מודיעין,בת גלים,3,2026,114
שדרות,קיסריה פרדס חנה,3,2026,74
סגולה,קרית מלאכי,3,2026,11
יבנה מערב,באר שבע צפון,3,2026,196
באר שבע מרכז,"נתב""ג",3,2026,338
באר שבע צפון,השלום,3,2026,4201
נהריה,ראש העין צפון,3,2026,125
הרצליה,בנימינה,3,2026,2050
נתניה,בת גלים,3,2026,839
עתלית,אשדוד עד הלום,3,2026,8
נתניה,שדרות,3,2026,272
הוד השרון,"נתב""ג",3,2026,64
עתלית,אשקלון,3,2026,12
ירושלים/יצחק נבון,אופקים,3,2026,229
"נתב""ג",מרכזית המפרץ/קו החוף,3,2026,305
"רשל""צ משה דיין",אשדוד עד הלום,3,2026,3117
בני ברק,יבנה מערב,3,2026,192
כפר סבא,חולון וולפסון,3,2026,219
"נתב""ג",עפולה,3,2026,62
דימונה,חולון וולפסון,3,2026,1
חיפה מרכז,כרמיאל,3,2026,1613
בנימינה,עתלית,3,2026,16
בת ים יוספטל,עתלית,3,2026,1
נתיבות,בני ברק,3,2026,92
הוד השרון,עפולה,3,2026,4
כפר ברוך,קיסריה פרדס חנה,3,2026,3
מרכזית המפרץ/קו החוף,בת גלים,3,2026,860
קרית גת,סגולה,3,2026,17
רעננה מערב,פאתי מודיעין,3,2026,2
לוד,קרית אריה,3,2026,75
עתלית,חולון וולפסון,3,2026,5
כפר סבא,מודיעין מרכז,3,2026,52
אופקים,הוד השרון,3,2026,101
רעננה מערב,סגולה,3,2026,6
כפר ברוך,תל אביב מרכז,3,2026,70
בני ברק,אשדוד עד הלום,3,2026,339
כפר ברוך,כרמיאל,3,2026,2
יבנה מזרח,השלום,3,2026,517
עתלית,הוד השרון,3,2026,3
רמלה,עפולה,3,2026,25
בית שמש,אשקלון,3,2026,122
עפולה,בת ים יוספטל,3,2026,17
חדרה מערב,להבים רהט,3,2026,29
ראשונים,יבנה מזרח,3,2026,1
מרכזית המפרץ/קו החוף,עפולה,3,2026,2797
חדרה מערב,באר יעקב,3,2026,157
באר שבע צפון,כפר סבא,3,2026,168
בנימינה,חוף הכרמל,3,2026,2255
נתניה קריית ספיר,עכו,3,2026,19
תא אוניברסיטה,בית שאן,3,2026,123
עתלית,בני ברק,3,2026,2
נתניה,קרית מוצקין,3,2026,706
בית שאן,חוף הכרמל,3,2026,683
"רשל""צ משה דיין",חולון וולפסון,3,2026,155
השלום,פאתי מודיעין,3,2026,1577
בת ים יוספטל,יבנה מזרח,3,2026,2
להבים רהט,חולון וולפסון,3,2026,4
לוד גני אביב,אשקלון,3,2026,54
עפולה,יבנה מערב,3,2026,86
נתיבות,מודיעין מרכז,3,2026,24
אשדוד עד הלום,לוד גני אביב,3,2026,37
שדרות,עפולה,3,2026,16
נתניה,מרכזית המפרץ/קו החוף,3,2026,851
בית שמש,מרכזית המפרץ/קו החוף,3,2026,107
רעננה מערב,לוד,3,2026,61
בית שאן,קרית גת,3,2026,40
באר שבע מרכז,דימונה,3,2026,2
עכו,רעננה מערב,3,2026,24
אשדוד עד הלום,חיפה מרכז,3,2026,175
פאתי מודיעין,מודיעין מרכז,3,2026,176
ראש העין צפון,בית שמש,3,2026,17
יבנה מערב,"נתב""ג",3,2026,56
נתניה,חוף הכרמל,3,2026,1501
בית שמש,להבים רהט,3,2026,9
אשדוד עד הלום,ירושלים/יצחק נבון,3,2026,550
חולון וולפסון,קרית מוצקין,3,2026,58
בני ברק,רחובות,3,2026,21
חיפה מרכז,יבנה מזרח,3,2026,2
לוד גני אביב,לוד,3,2026,39
באר שבע מרכז,ירושלים/יצחק נבון,3,2026,301
נתניה,חולון וולפסון,3,2026,189
חולון וולפסון,מזכרת בתיה,3,2026,6
ראש העין צפון,מרכזית המפרץ/קו החוף,3,2026,202
פאתי מודיעין,תל אביב מרכז,3,2026,868
הוד השרון,חולון וולפסון,3,2026,72
כפר ברוך,השלום,3,2026,91
בנימינה,כפר סבא,3,2026,192
בת ים יוספטל,מרכזית המפרץ/קו החוף,3,2026,197
חדרה מערב,ראש העין צפון,3,2026,151
מזכרת בתיה,נתניה,3,2026,72
אשקלון,רעננה מערב,3,2026,318
באר שבע צפון,באר יעקב,3,2026,59
בית שמש,הוד השרון,3,2026,11
תל אביב מרכז,אשקלון,3,2026,5072
לוד,בית שמש,3,2026,1169
נתיבות,נתניה,3,2026,213
ראשונים,עפולה,3,2026,4
רעננה מערב,קרית גת,3,2026,43
יבנה מזרח,אשקלון,3,2026,237
יבנה מערב,מודיעין מרכז,3,2026,52
עפולה,באר יעקב,3,2026,13
מזכרת בתיה,קרית גת,3,2026,216
עתלית,עפולה,3,2026,13
תא אוניברסיטה,מזכרת בתיה,3,2026,220
קרית אריה,רמלה,3,2026,19
חדרה מערב,תא אוניברסיטה,3,2026,2273
דימונה,נתניה,3,2026,2
חוף הכרמל,מרכזית המפרץ/קו החוף,3,2026,754
חולון וולפסון,חיפה מרכז,3,2026,56
כפר סבא,השלום,3,2026,3280
עכו,קרית אריה,3,2026,43
הוד השרון,בת ים יוספטל,3,2026,132
בת ים יוספטל,מזכרת בתיה,3,2026,9
אשקלון,רמלה,3,2026,70
חדרה מערב,קרית אריה,3,2026,133
פאתי מודיעין,"נתב""ג",3,2026,119
באר יעקב,בית יהושע,3,2026,153
עתלית,כפר ברוך,3,2026,10
כפר ברוך,נתיבות,3,2026,5
רמלה,ראשונים,3,2026,8
כפר סבא,קרית מוצקין,3,2026,100
אשקלון,חיפה מרכז,3,2026,130
השלום,כפר סבא,3,2026,3214
"רשל""צ משה דיין",עפולה,3,2026,15
בת גלים,רעננה מערב,3,2026,38
קרית אריה,השלום,3,2026,1719
הרצליה,נהריה,3,2026,1223
מרכזית המפרץ/קו החוף,תל אביב מרכז,3,2026,3420
מודיעין מרכז,עתלית,3,2026,6
יבנה מערב,נתניה קריית ספיר,3,2026,59
עפולה,פאתי מודיעין,3,2026,14
נתניה קריית ספיר,הוד השרון,3,2026,32
כפר סבא,בת ים יוספטל,3,2026,420
קרית גת,מזכרת בתיה,3,2026,191
מזכרת בתיה,נהריה,3,2026,104
חדרה מערב,ירושלים/יצחק נבון,3,2026,1687
להבים רהט,עפולה,3,2026,7
סגולה,יבנה מערב,3,2026,68
נהריה,בית שאן,3,2026,202
כפר סבא,עפולה,3,2026,7
מודיעין מרכז,חוף הכרמל,3,2026,581
בית שאן,ראשונים,3,2026,2
הוד השרון,באר שבע צפון,3,2026,89
חולון וולפסון,יבנה מערב,3,2026,1001
הוד השרון,תא אוניברסיטה,3,2026,185
רמלה,אשדוד עד הלום,3,2026,44
באר שבע מרכז,ראש העין צפון,3,2026,799
נהריה,"נתב""ג",3,2026,387
חיפה מרכז,באר שבע מרכז,3,2026,530
עכו,ירושלים/יצחק נבון,3,2026,550
חוף הכרמל,בת גלים,3,2026,381
כפר סבא,כפר ברוך,3,2026,1
בית שמש,נתניה,3,2026,554
נתיבות,להבים רהט,3,2026,4
רמלה,נתיבות,3,2026,20
תל אביב מרכז,יבנה מזרח,3,2026,266
חיפה מרכז,באר יעקב,3,2026,19
השלום,ראש העין צפון,3,2026,2795
לוד גני אביב,נתניה,3,2026,48
נתניה קריית ספיר,להבים רהט,3,2026,11
אשקלון,יבנה מערב,3,2026,2743
חדרה מערב,כפר סבא,3,2026,121
רעננה מערב,כפר סבא,3,2026,61
בית יהושע,כרמיאל,3,2026,108
קרית מוצקין,אשקלון,3,2026,300
תל אביב מרכז,אופקים,3,2026,1166
הרצליה,בת ים יוספטל,3,2026,381
עפולה,נתניה קריית ספיר,3,2026,5
"רשל""צ משה דיין",קרית גת,3,2026,92
אשקלון,להבים רהט,3,2026,11
"נתב""ג",חוף הכרמל,3,2026,1176
לוד גני אביב,חדרה מערב,3,2026,17
חולון וולפסון,קרית אריה,3,2026,159
בת ים יוספטל,עפולה,3,2026,12
בנימינה,מרכזית המפרץ/קו החוף,3,2026,1178
חוף הכרמל,אופקים,3,2026,211
עפולה,בית יהושע,3,2026,10
באר שבע מרכז,אשדוד עד הלום,3,2026,2554
ראשונים,אשדוד עד הלום,3,2026,19
באר יעקב,קרית גת,3,2026,42
נהריה,שדרות,3,2026,123
קרית אריה,נהריה,3,2026,154
ראשונים,הוד השרון,3,2026,2
תא אוניברסיטה,באר שבע מרכז,3,2026,1773
נתניה קריית ספיר,רעננה מערב,3,2026,16
מרכזית המפרץ/קו החוף,יבנה מערב,3,2026,314
רחובות,"נתב""ג",3,2026,75
אופקים,בית שמש,3,2026,26
אופקים,בת גלים,3,2026,23
אשדוד עד הלום,באר שבע צפון,3,2026,1006
שדרות,חוף הכרמל,3,2026,151
בת ים יוספטל,כרמיאל,3,2026,58
"רשל""צ משה דיין",בת גלים,3,2026,162
חדרה מערב,בני ברק,3,2026,87
"נתב""ג",כפר סבא,3,2026,92
עתלית,בת גלים,3,2026,53
כפר ברוך,יבנה מזרח,3,2026,1
בת ים יוספטל,רעננה מערב,3,2026,167
קרית אריה,נתניה,3,2026,329
יבנה מערב,פאתי מודיעין,3,2026,10
יבנה מזרח,לוד גני אביב,3,2026,7
באר שבע מרכז,בני ברק,3,2026,54
בת ים יוספטל,כפר ברוך,3,2026,1
נתיבות,חיפה מרכז,3,2026,19
רמלה,לוד,3,2026,95
אופקים,רעננה מערב,3,2026,203
עפולה,חדרה מערב,3,2026,12
בית יהושע,פאתי מודיעין,3,2026,19
נתניה,מודיעין מרכז,3,2026,412
עכו,השלום,3,2026,1573
רחובות,כרמיאל,3,2026,112
מזכרת בתיה,חדרה מערב,3,2026,43
רעננה מערב,תל אביב מרכז,3,2026,740
מזכרת בתיה,נתיבות,3,2026,3
לוד,מזכרת בתיה,3,2026,181
רמלה,באר יעקב,3,2026,10
קרית מוצקין,השלום,3,2026,3762
כרמיאל,ראש העין צפון,3,2026,80
אופקים,חולון וולפסון,3,2026,201
בת ים יוספטל,תא אוניברסיטה,3,2026,610
חוף הכרמל,נתניה קריית ספיר,3,2026,260
לוד גני אביב,עכו,3,2026,5
לוד גני אביב,בית יהושע,3,2026,4
לוד גני אביב,נתיבות,3,2026,4
בית יהושע,כפר סבא,3,2026,23
יבנה מזרח,אופקים,3,2026,1
באר יעקב,"רשל""צ משה דיין",3,2026,2
הרצליה,רעננה מערב,3,2026,138
נתניה קריית ספיר,תא אוניברסיטה,3,2026,174
השלום,סגולה,3,2026,393
השלום,בית שאן,3,2026,336
יבנה מזרח,נתיבות,3,2026,6
אשדוד עד הלום,יבנה מזרח,3,2026,252
קרית אריה,אשקלון,3,2026,1112
קיסריה פרדס חנה,קרית אריה,3,2026,105
חולון וולפסון,בת גלים,3,2026,63
באר שבע מרכז,מרכזית המפרץ/קו החוף,3,2026,2642
חוף הכרמל,מודיעין מרכז,3,2026,523
רחובות,לוד גני אביב,3,2026,156
עתלית,"רשל""צ משה דיין",3,2026,6
נתניה קריית ספיר,לוד גני אביב,3,2026,32
בית יהושע,באר שבע צפון,3,2026,333
תא אוניברסיטה,קרית מלאכי,3,2026,131
מרכזית המפרץ/קו החוף,חולון וולפסון,3,2026,82
חיפה מרכז,בנימינה,3,2026,1143
השלום,דימונה,3,2026,7
נהריה,מרכזית המפרץ/קו החוף,3,2026,8135
בנימינה,שדרות,3,2026,239
תל אביב מרכז,בית שאן,3,2026,352
נתיבות,יבנה מערב,3,2026,441
קיסריה פרדס חנה,באר שבע צפון,3,2026,109
באר יעקב,נתניה,3,2026,485
הוד השרון,מזכרת בתיה,3,2026,34
בת ים יוספטל,לוד גני אביב,3,2026,35
מזכרת בתיה,אופקים,3,2026,10
הרצליה,בית שמש,3,2026,280
תל אביב מרכז,נתיבות,3,2026,836
ירושלים/יצחק נבון,הרצליה,3,2026,7461
ראש העין צפון,קרית מוצקין,3,2026,106
הרצליה,פאתי מודיעין,3,2026,87
להבים רהט,חוף הכרמל,3,2026,89
חדרה מערב,אשקלון,3,2026,677
בנימינה,אשדוד עד הלום,3,2026,769
בת ים יוספטל,רחובות,3,2026,53
נתיבות,קרית אריה,3,2026,154
פאתי מודיעין,נתיבות,3,2026,7
השלום,קיסריה פרדס חנה,3,2026,3628
אופקים,בנימינה,3,2026,262
השלום,הוד השרון,3,2026,1418
קרית מלאכי,רחובות,3,2026,13
