from_station_name,to_station_name,month,year,sum_values_pass
תא אוניברסיטה,הוד השרון,11,2025,3293
באר יעקב,ירושלים/יצחק נבון,11,2025,481
"נתב""ג",עכו,11,2025,5603
כרמיאל,שדרות,11,2025,183
ראשונים,השלום,11,2025,979
"רשל""צ משה דיין",קרית חיים,11,2025,84
בני ברק,"רשל""צ משה דיין",11,2025,1678
מודיעין מרכז,קיסריה פרדס חנה,11,2025,272
בני ברק,מרכזית המפרץ/קו החוף,11,2025,170
חדרה מערב,בני ברק,11,2025,588
נתיבות,באר שבע מרכז,11,2025,4026
רמלה,חולון וולפסון,11,2025,242
אופקים,בנימינה,11,2025,496
לוד גני אביב,רעננה מערב,11,2025,11
באר שבע מרכז,ראשונים,11,2025,644
תל אביב ההגנה,סגולה,11,2025,963
יבנה מזרח,רחובות,11,2025,1299
אחיהוד,דימונה,11,2025,4
קיסריה פרדס חנה,באר יעקב,11,2025,352
הוד השרון,חוצות מפרץ,11,2025,35
בת ים יוספטל,חיפה מרכז,11,2025,293
להבים רהט,כפר סבא,11,2025,78
ראש העין צפון,קרית גת,11,2025,239
נתיבות,יבנה מערב,11,2025,986
בת גלים,סגולה,11,2025,186
תא אוניברסיטה,קרית אריה,11,2025,5234
חדרה מערב,סגולה,11,2025,164
ירושלים/יצחק נבון,עפולה,11,2025,555
לוד,קרית גת,11,2025,2850
חולון וולפסון,רעננה מערב,11,2025,99
נתניה,לוד גני אביב,11,2025,292
עפולה,כפר יהושע,11,2025,1586
"נתב""ג",סגולה,11,2025,165
קרית גת,רעננה דרום,11,2025,113
קרית מלאכי,אשדוד עד הלום,11,2025,30
"רשל""צ משה דיין",דימונה,11,2025,4
תא אוניברסיטה,רעננה מערב,11,2025,1701
דימונה,חיפה מרכז,11,2025,7
רעננה דרום,קרית אריה,11,2025,484
בית יהושע,שדרות,11,2025,332
אחיהוד,"רשל""צ משה דיין",11,2025,36
אשקלון,באר שבע מרכז,11,2025,3573
תל אביב מרכז,נתניה קריית ספיר,11,2025,11440
קרית גת,רעננה מערב,11,2025,114
בנימינה,אשדוד עד הלום,11,2025,1120
קרית מלאכי,באר שבע צפון,11,2025,1697
עכו,בית שאן,11,2025,201
באר שבע מרכז,אשדוד עד הלום,11,2025,4918
סגולה,תא אוניברסיטה,11,2025,2828
שדרות,יבנה מזרח,11,2025,14
נתניה קריית ספיר,קרית חיים,11,2025,118
להבים רהט,הוד השרון,11,2025,80
בת ים יוספטל,יבנה מערב,11,2025,3901
תא אוניברסיטה,רעננה דרום,11,2025,701
קרית מוצקין,מזכרת בתיה,11,2025,237
מרכזית המפרץ/קו החוף,בת ים קוממיות,11,2025,227
מרכזית המפרץ/קו החוף,באר יעקב,11,2025,211
כפר חבד,בני ברק,11,2025,100
חולון וולפסון,נהריה,11,2025,178
מודיעין מרכז,סגולה,11,2025,50
באר שבע צפון,בית יהושע,11,2025,829
בת ים קוממיות,חוף הכרמל,11,2025,370
כרמיאל,השלום,11,2025,6473
אשקלון,תא אוניברסיטה,11,2025,7454
חיפה מרכז,נתניה קריית ספיר,11,2025,665
ראשונים,רעננה דרום,11,2025,15
קרית אריה,חוצות מפרץ,11,2025,118
קרית חיים,רעננה דרום,11,2025,21
באר שבע מרכז,אופקים,11,2025,2512
השלום,אופקים,11,2025,3644
באר שבע צפון,כפר יהושע,11,2025,83
"נתב""ג",עתלית,11,2025,811
תא אוניברסיטה,ירושלים/יצחק נבון,11,2025,23758
לוד,קרית מוצקין,11,2025,747
בית שאן,אופקים,11,2025,109
"רשל""צ משה דיין",השלום,11,2025,15711
רחובות,חולון וולפסון,11,2025,271
חולון וולפסון,רעננה דרום,11,2025,108
נתיבות,כפר סבא,11,2025,178
תא אוניברסיטה,מרכזית המפרץ/קו החוף,11,2025,5513
כפר יהושע,נתניה קריית ספיר,11,2025,58
בנימינה,בני ברק,11,2025,557
באר יעקב,כפר סבא,11,2025,154
מזכרת בתיה,קרית אריה,11,2025,142
סגולה,בת ים קוממיות,11,2025,152
קרית גת,נהריה,11,2025,363
ראש העין צפון,קרית מוצקין,11,2025,292
חולון וולפסון,לוד,11,2025,390
בית שמש,תא אוניברסיטה,11,2025,2453
ראשונים,שדרות,11,2025,13
"רשל""צ משה דיין",מזכרת בתיה,11,2025,78
בת ים קוממיות,רעננה דרום,11,2025,140
"נתב""ג",לוד גני אביב,11,2025,188
"נתב""ג",קרית חיים,11,2025,984
קרית מלאכי,כפר חבד,11,2025,124
רחובות,אשקלון,11,2025,9572
בית יהושע,נתניה קריית ספיר,11,2025,200
מודיעין מרכז,בנימינה,11,2025,1833
"נתב""ג",אופקים,11,2025,340
נתניה קריית ספיר,אופקים,11,2025,157
פאתי מודיעין,תל אביב מרכז,11,2025,6636
אופקים,עכו,11,2025,106
"רשל""צ משה דיין",עכו,11,2025,300
מודיעין מרכז,בת ים קוממיות,11,2025,67
בת ים קוממיות,ירושלים/יצחק נבון,11,2025,1226
חדרה מערב,ראש העין צפון,11,2025,456
קיסריה פרדס חנה,רחובות,11,2025,1622
כרמיאל,יבנה מערב,11,2025,325
לוד,בית שמש,11,2025,2106
יבנה מזרח,אשקלון,11,2025,1232
יבנה מערב,ראשונים,11,2025,5
עפולה,נתניה,11,2025,189
ראש העין צפון,צומת חולון,11,2025,366
תל אביב מרכז,אשקלון,11,2025,15955
אשקלון,בית שמש,11,2025,255
מזכרת בתיה,נתניה,11,2025,173
רמלה,יבנה מערב,11,2025,66
יבנה מזרח,בית יהושע,11,2025,132
עפולה,באר יעקב,11,2025,32
בנימינה,לוד,11,2025,1095
בית יהושע,ירושלים/יצחק נבון,11,2025,3391
רעננה דרום,חוף הכרמל,11,2025,454
ראש העין צפון,קיסריה פרדס חנה,11,2025,241
ראש העין צפון,אשדוד עד הלום,11,2025,879
שדרות,רחובות,11,2025,741
בת גלים,רעננה מערב,11,2025,215
עכו,קרית גת,11,2025,159
בית שאן,תל אביב מרכז,11,2025,1649
ראש העין צפון,הוד השרון,11,2025,664
כפר חבד,בנימינה,11,2025,281
בית שמש,צומת חולון,11,2025,8
כפר סבא,כפר יהושע,11,2025,20
כפר ברוך,רעננה דרום,11,2025,22
חוצות מפרץ,בת ים קוממיות,11,2025,58
אשדוד עד הלום,רמלה,11,2025,141
סגולה,פאתי מודיעין,11,2025,36
"נתב""ג",ירושלים/יצחק נבון,11,2025,37664
בנימינה,עתלית,11,2025,763
כפר ברוך,"נתב""ג",11,2025,557
מרכזית המפרץ/קו החוף,תל אביב מרכז,11,2025,11972
חוף הכרמל,"רשל""צ משה דיין",11,2025,1430
נתניה,שדרות,11,2025,495
בני ברק,להבים רהט,11,2025,37
נהריה,ראש העין צפון,11,2025,412
חולון וולפסון,עפולה,11,2025,30
להבים רהט,עפולה,11,2025,24
כפר סבא,קרית מוצקין,11,2025,267
נהריה,בית שאן,11,2025,407
רמלה,חיפה מרכז,11,2025,295
בית יהושע,רעננה מערב,11,2025,50
רמלה,ראשונים,11,2025,33
חוף הכרמל,שדרות,11,2025,325
"רשל""צ משה דיין",כפר חבד,11,2025,76
כפר יהושע,עתלית,11,2025,210
נתניה קריית ספיר,ראשונים,11,2025,60
"נתב""ג",עפולה,11,2025,1328
עפולה,קרית גת,11,2025,131
כפר ברוך,תל אביב מרכז,11,2025,1294
תל אביב ההגנה,להבים רהט,11,2025,1607
קרית מלאכי,חוצות מפרץ,11,2025,32
כפר יהושע,מרכזית המפרץ/קו החוף,11,2025,1719
הרצליה,נתיבות,11,2025,313
נתניה קריית ספיר,עכו,11,2025,346
יבנה מזרח,השלום,11,2025,4101
כפר חבד,קרית גת,11,2025,562
בת ים קוממיות,רחובות,11,2025,99
הרצליה,"נתב""ג",11,2025,9143
חיפה מרכז,באר שבע מרכז,11,2025,961
הוד השרון,באר שבע צפון,11,2025,562
הוד השרון,קיסריה פרדס חנה,11,2025,219
חולון וולפסון,כפר ברוך,11,2025,14
דימונה,צומת חולון,11,2025,4
חוף הכרמל,נתניה,11,2025,2259
קיסריה פרדס חנה,בית שאן,11,2025,52
קרית מוצקין,קרית גת,11,2025,322
עתלית,כפר חבד,11,2025,24
בני ברק,קרית גת,11,2025,88
רחובות,בית יהושע,11,2025,1892
באר שבע צפון,מזכרת בתיה,11,2025,2326
בת ים יוספטל,אופקים,11,2025,538
חדרה מערב,לוד,11,2025,1662
שדרות,לוד גני אביב,11,2025,20
בית שאן,מזכרת בתיה,11,2025,50
נהריה,לוד,11,2025,682
סגולה,חוצות מפרץ,11,2025,56
מרכזית המפרץ/קו החוף,השלום,11,2025,10923
"נתב""ג",רמלה,11,2025,277
עתלית,באר שבע מרכז,11,2025,228
ראשונים,לוד גני אביב,11,2025,106
כפר ברוך,נתיבות,11,2025,21
חולון וולפסון,כרמיאל,11,2025,170
בית שמש,להבים רהט,11,2025,30
קרית אריה,כפר חבד,11,2025,32
נתניה,קרית אריה,11,2025,910
באר יעקב,כפר חבד,11,2025,106
עפולה,עתלית,11,2025,224
כפר יהושע,שדרות,11,2025,35
עכו,עתלית,11,2025,186
רחובות,נהריה,11,2025,683
חדרה מערב,באר יעקב,11,2025,474
חוצות מפרץ,בנימינה,11,2025,740
רחובות,אשדוד עד הלום,11,2025,9357
הוד השרון,קרית אריה,11,2025,2276
נתניה קריית ספיר,חדרה מערב,11,2025,6452
נהריה,סגולה,11,2025,284
חדרה מערב,עתלית,11,2025,194
ראשונים,רחובות,11,2025,19
תא אוניברסיטה,חוצות מפרץ,11,2025,1396
באר שבע מרכז,באר יעקב,11,2025,347
רעננה דרום,תל אביב ההגנה,11,2025,401
נתניה קריית ספיר,דימונה,11,2025,3
להבים רהט,לוד גני אביב,11,2025,3
יבנה מערב,דימונה,11,2025,1
לוד גני אביב,אשקלון,11,2025,130
חוף הכרמל,בת גלים,11,2025,1175
יבנה מזרח,אשדוד עד הלום,11,2025,1270
באר שבע צפון,בנימינה,11,2025,1373
רמלה,סגולה,11,2025,84
נהריה,קרית חיים,11,2025,1679
נתיבות,מודיעין מרכז,11,2025,101
פאתי מודיעין,ירושלים/יצחק נבון,11,2025,11932
ראשונים,קרית חיים,11,2025,6
בת ים יוספטל,בית יהושע,11,2025,289
להבים רהט,רחובות,11,2025,361
לוד גני אביב,נתניה,11,2025,294
חיפה מרכז,תל אביב ההגנה,11,2025,3012
בת ים קוממיות,לוד גני אביב,11,2025,66
נתניה,"רשל""צ משה דיין",11,2025,1584
אשדוד עד הלום,לוד גני אביב,11,2025,253
חדרה מערב,באר שבע מרכז,11,2025,2717
ראשונים,חולון וולפסון,11,2025,2
ירושלים/יצחק נבון,בית שמש,11,2025,58
בת ים יוספטל,ראשונים,11,2025,5
בת ים קוממיות,רמלה,11,2025,42
בית יהושע,כרמיאל,11,2025,243
רעננה דרום,כפר סבא,11,2025,87
עפולה,שדרות,11,2025,84
חיפה מרכז,יבנה מזרח,11,2025,60
"נתב""ג",רחובות,11,2025,1126
נתיבות,הרצליה,11,2025,302
עפולה,מרכזית המפרץ/קו החוף,11,2025,12402
יבנה מערב,חיפה מרכז,11,2025,213
חוצות מפרץ,אחיהוד,11,2025,256
רעננה דרום,באר שבע צפון,11,2025,287
בת ים קוממיות,עפולה,11,2025,38
בת ים קוממיות,בית שאן,11,2025,48
מודיעין מרכז,אחיהוד,11,2025,27
חיפה מרכז,להבים רהט,11,2025,155
חוף הכרמל,אשדוד עד הלום,11,2025,1135
בנימינה,באר יעקב,11,2025,440
מודיעין מרכז,הרצליה,11,2025,2230
כפר יהושע,קרית גת,11,2025,62
רמלה,כפר יהושע,11,2025,27
מזכרת בתיה,"רשל""צ משה דיין",11,2025,88
באר שבע מרכז,קרית חיים,11,2025,206
דימונה,להבים רהט,11,2025,2
ראשונים,כפר ברוך,11,2025,6
בית יהושע,בת ים יוספטל,11,2025,262
סגולה,רמלה,11,2025,43
ראשונים,עפולה,11,2025,22
לוד,נהריה,11,2025,685
בת ים יוספטל,השלום,11,2025,8769
מזכרת בתיה,אשקלון,11,2025,25
קרית גת,ירושלים/יצחק נבון,11,2025,592
נתניה קריית ספיר,השלום,11,2025,7934
לוד גני אביב,מרכזית המפרץ/קו החוף,11,2025,68
סגולה,בת ים יוספטל,11,2025,665
כפר יהושע,נתניה,11,2025,99
יבנה מזרח,בני ברק,11,2025,11
קיסריה פרדס חנה,רמלה,11,2025,65
פאתי מודיעין,בני ברק,11,2025,55
נתיבות,בית שמש,11,2025,68
עתלית,רעננה דרום,11,2025,23
אופקים,קרית מוצקין,11,2025,224
מודיעין מרכז,עפולה,11,2025,222
יבנה מערב,ירושלים/יצחק נבון,11,2025,1094
חוף הכרמל,אחיהוד,11,2025,1136
חוצות מפרץ,בת גלים,11,2025,1013
כרמיאל,נהריה,11,2025,900
באר שבע מרכז,להבים רהט,11,2025,1281
בת ים יוספטל,בת ים קוממיות,11,2025,68
נתניה,אחיהוד,11,2025,124
נתיבות,"רשל""צ משה דיין",11,2025,1461
קרית אריה,הוד השרון,11,2025,1985
תא אוניברסיטה,רחובות,11,2025,14937
לוד גני אביב,חוף הכרמל,11,2025,70
"נתב""ג",ראש העין צפון,11,2025,295
נתיבות,סגולה,11,2025,173
ראש העין צפון,קרית מלאכי,11,2025,107
כפר סבא,כפר ברוך,11,2025,12
רחובות,יבנה מזרח,11,2025,1239
רמלה,חדרה מערב,11,2025,233
רחובות,באר שבע מרכז,11,2025,1989
חולון וולפסון,אחיהוד,11,2025,10
אחיהוד,קיסריה פרדס חנה,11,2025,33
הרצליה,חוצות מפרץ,11,2025,288
קרית חיים,ראש העין צפון,11,2025,33
בנימינה,יבנה מזרח,11,2025,258
יבנה מזרח,תל אביב ההגנה,11,2025,791
אשקלון,יבנה מערב,11,2025,4858
קרית מוצקין,נהריה,11,2025,10532
חוף הכרמל,קרית מלאכי,11,2025,375
תל אביב ההגנה,כפר ברוך,11,2025,197
חוצות מפרץ,עפולה,11,2025,265
באר שבע מרכז,ירושלים/יצחק נבון,11,2025,1359
עפולה,כרמיאל,11,2025,143
עתלית,לוד גני אביב,11,2025,10
השלום,רעננה דרום,11,2025,2408
"נתב""ג",קרית מלאכי,11,2025,163
קרית אריה,רמלה,11,2025,167
צומת חולון,עפולה,11,2025,19
רמלה,נתניה קריית ספיר,11,2025,107
חדרה מערב,רמלה,11,2025,209
קיסריה פרדס חנה,קרית מלאכי,11,2025,72
"רשל""צ משה דיין",רעננה דרום,11,2025,345
אשקלון,בני ברק,11,2025,1716
באר שבע צפון,חולון וולפסון,11,2025,260
כפר יהושע,להבים רהט,11,2025,13
קרית מלאכי,מרכזית המפרץ/קו החוף,11,2025,624
אשדוד עד הלום,באר יעקב,11,2025,1510
קרית אריה,עפולה,11,2025,93
חיפה מרכז,בית שמש,11,2025,179
רעננה דרום,עכו,11,2025,69
תא אוניברסיטה,אשקלון,11,2025,7617
עפולה,באר שבע צפון,11,2025,140
פאתי מודיעין,קרית גת,11,2025,46
מרכזית המפרץ/קו החוף,אופקים,11,2025,409
סגולה,יבנה מערב,11,2025,479
דימונה,בת ים יוספטל,11,2025,12
השלום,ירושלים/יצחק נבון,11,2025,79681
בנימינה,להבים רהט,11,2025,245
