Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Departure_Time,PassengersAscending,PassengersDescending
2025,12,שישי,1220,מרכזית המפרץ/קו החוף,6023,05:49:00,89.0,49.0
2026,1,שישי,1220,מרכזית המפרץ/קו החוף,6023,05:49:00,94.0,52.0
2026,1,שישי,3100,חדרה מערב,6220,05:49:00,7.0,62.0
2026,1,שישי,1220,מרכזית המפרץ/קו החוף,8023,05:49:00,1.0,14.0
2025,12,יום חול,4100,בני ברק,300,05:50:00,13.0,12.0
2025,12,יום חול,4680,בת ים יוספטל,302,05:50:00,903.0,0.0
2026,1,יום חול,4100,בני ברק,300,05:50:00,14.0,22.0
2026,1,יום חול,4100,,300,05:50:00,,
2026,1,יום חול,7300,,22,05:50:00,,
2026,1,יום חול,4680,בת ים יוספטל,302,05:50:00,889.0,1.0
2025,12,יום חול,1500,,10,05:51:00,,
2025,12,יום חול,1500,עכו,10,05:51:00,167.0,208.0
2025,12,יום חול,4600,השלום,614,05:51:00,46.0,315.0
2025,12,יום חול,5000,לוד,217,05:51:00,180.0,0.0
2025,12,שישי,4900,תל אביב ההגנה,6845,05:51:00,14.0,1.0
2026,1,יום חול,1500,עכו,1010,05:51:00,32.0,17.0
2025,12,שישי,9800,"רשל""צ משה דיין",6611,05:51:00,16.0,11.0
2025,12,שישי,1500,עכו,6010,05:51:00,23.0,60.0
2026,1,יום חול,4600,השלום,614,05:51:00,34.0,37.0
2026,1,יום חול,1500,עכו,10,05:51:00,142.0,248.0
2026,1,יום חול,5000,לוד,217,05:51:00,120.0,0.0
2026,1,שישי,9800,"רשל""צ משה דיין",6611,05:51:00,14.0,17.0
2026,1,שישי,1500,עכו,8010,05:51:00,3.0,2.0
2026,1,שישי,9800,,6611,05:51:00,,
2026,1,שישי,1500,עכו,6010,05:51:00,16.0,84.0
2025,12,יום חול,4600,,501,05:52:00,,
2025,12,יום חול,4600,השלום,501,05:52:00,68.0,9.0
2025,12,יום חול,4900,תל אביב ההגנה,429,05:52:00,626.0,7.0
2025,12,שישי,4600,השלום,6121,05:52:00,40.0,0.0
2025,12,שישי,3700,תל אביב מרכז,6616,05:52:00,31.0,32.0
2026,1,יום חול,4600,השלום,501,05:52:00,51.0,0.0
2026,1,יום חול,4600,,501,05:52:00,,
2026,1,יום חול,4600,השלום,1501,05:52:00,6.0,2.0
2026,1,שישי,4600,השלום,6121,05:52:00,32.0,1.0
2026,1,שישי,4600,,6121,05:52:00,,
2026,1,שישי,3700,תל אביב מרכז,6616,05:52:00,29.0,19.0
2026,1,יום חול,4900,תל אביב ההגנה,429,05:52:00,562.0,4.0
2025,12,יום חול,3400,בית יהושע,220,05:53:00,51.0,111.0
2025,12,יום חול,4100,,613,05:53:00,,
2025,12,יום חול,4600,השלום,100,05:53:00,316.0,121.0
2025,12,יום חול,3400,בית יהושע,1220,05:53:00,21.0,19.0
2025,12,יום חול,4900,תל אביב ההגנה,222,05:53:00,516.0,631.0
2025,12,יום חול,4600,,100,05:53:00,,
2025,12,יום חול,4900,,222,05:53:00,,
2026,1,יום חול,3400,בית יהושע,1220,05:53:00,22.0,14.0
2026,1,יום חול,4600,השלום,100,05:53:00,331.0,115.0
2026,1,יום חול,3400,בית יהושע,220,05:53:00,46.0,69.0
2026,1,יום חול,4900,תל אביב ההגנה,222,05:53:00,545.0,668.0
2026,1,יום חול,4600,,100,05:53:00,,
2025,12,יום חול,2800,בנימינה,12,05:54:00,672.0,319.0
2026,1,יום חול,2800,בנימינה,12,05:54:00,578.0,282.0
2026,1,יום חול,3500,,715,05:54:00,,
2026,1,יום חול,9650,נתיבות,843,05:54:00,29.0,0.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,21,05:55:00,825.0,269.0
2025,12,יום חול,1250,כפר ברוך,59,05:55:00,1287.0,9.0
2025,12,יום חול,300,פאתי מודיעין,152,05:55:00,530.0,10.0
2025,12,יום חול,2500,עתלית,62,05:55:00,113.0,0.0
2025,12,יום חול,4170,קרית אריה,300,05:55:00,32.0,5.0
2025,12,יום חול,3700,תל אביב מרכז,614,05:55:00,43.0,100.0
2025,12,שישי,9700,אופקים,6843,05:55:00,7.0,0.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,21,05:55:00,751.0,216.0
2026,1,יום חול,1250,כפר ברוך,59,05:55:00,1073.0,9.0
2026,1,יום חול,300,פאתי מודיעין,152,05:55:00,511.0,7.0
2026,1,יום חול,1250,,59,05:55:00,,
2026,1,יום חול,2500,עתלית,62,05:55:00,143.0,0.0
2026,1,יום חול,4170,,300,05:55:00,,
2026,1,יום חול,3700,תל אביב מרכז,614,05:55:00,57.0,68.0
2026,1,יום חול,4170,קרית אריה,300,05:55:00,26.0,14.0
2026,1,שישי,9700,אופקים,6843,05:55:00,14.0,4.0
2025,12,יום חול,3600,תא אוניברסיטה,149,05:56:00,123.0,821.0
2025,12,יום חול,3700,תל אביב מרכז,219,05:56:00,136.0,0.0
2025,12,יום חול,4900,תל אביב ההגנה,501,05:56:00,448.0,6.0
2025,12,יום חול,5200,,224,05:56:00,,
2025,12,שישי,2820,קיסריה פרדס חנה,6220,05:56:00,2.0,21.0
2025,12,שישי,9700,אופקים,6843,05:56:00,4.0,3.0
2025,12,יום חול,9800,"רשל""צ משה דיין",611,05:56:00,204.0,302.0
2026,1,יום חול,3600,תא אוניברסיטה,149,05:56:00,76.0,649.0
2026,1,יום חול,3700,תל אביב מרכז,219,05:56:00,124.0,0.0
2026,1,יום חול,4900,תל אביב ההגנה,501,05:56:00,339.0,1.0
2026,1,יום חול,4900,תל אביב ההגנה,1501,05:56:00,39.0,0.0
2026,1,יום חול,9800,"רשל""צ משה דיין",611,05:56:00,182.0,323.0
2026,1,שישי,2820,קיסריה פרדס חנה,6220,05:56:00,5.0,26.0
2025,12,יום חול,3310,נתניה קריית ספיר,1220,05:57:00,23.0,23.0
2025,12,יום חול,3310,נתניה קריית ספיר,220,05:57:00,57.0,104.0
2025,12,יום חול,5300,באר יעקב,217,05:57:00,11.0,7.0
2025,12,יום חול,5300,,217,05:57:00,,
2025,12,שישי,3600,תא אוניברסיטה,6616,05:57:00,6.0,90.0
2026,1,יום חול,3310,נתניה קריית ספיר,220,05:57:00,43.0,75.0
2026,1,יום חול,3310,נתניה קריית ספיר,1220,05:57:00,17.0,22.0
2026,1,יום חול,5300,באר יעקב,217,05:57:00,25.0,1.0
2026,1,שישי,3600,תא אוניברסיטה,6616,05:57:00,3.0,51.0
2025,12,יום חול,3700,תל אביב מרכז,100,05:58:00,705.0,235.0
2025,12,יום חול,4600,השלום,222,05:58:00,80.0,768.0
2025,12,יום חול,4600,,222,05:58:00,,
2025,12,יום חול,8600,"נתב""ג",713,05:58:00,873.0,874.0
2025,12,יום חול,8600,,713,05:58:00,,
2025,12,שישי,4900,תל אביב ההגנה,6121,05:58:00,136.0,6.0
2025,12,שישי,6900,מזכרת בתיה,6019,05:58:00,1.0,8.0
2025,12,שישי,8600,"נתב""ג",6715,05:58:00,184.0,250.0
2026,1,יום חול,3700,תל אביב מרכז,100,05:58:00,608.0,163.0
2026,1,יום חול,4600,השלום,222,05:58:00,108.0,838.0
2026,1,יום חול,8600,"נתב""ג",713,05:58:00,729.0,784.0
2026,1,שישי,4900,תל אביב ההגנה,6121,05:58:00,170.0,0.0
2026,1,שישי,6900,מזכרת בתיה,6019,05:58:00,6.0,13.0
2026,1,שישי,8600,"נתב""ג",6715,05:58:00,239.0,337.0
2025,12,יום חול,680,ירושלים/יצחק נבון,542,05:59:00,198.0,0.0
2025,12,יום חול,1840,,403,05:59:00,,
2025,12,יום חול,1500,עכו,1010,05:59:00,51.0,85.0
2026,1,יום חול,680,ירושלים/יצחק נבון,542,05:59:00,195.0,0.0
2025,12,שישי,9000,יבנה מערב,6611,05:59:00,8.0,194.0
2026,1,יום חול,1500,עכו,1010,05:59:00,23.0,60.0
2026,1,שישי,9000,יבנה מערב,6611,05:59:00,10.0,112.0
2025,12,יום חול,1300,חוצות מפרץ,441,06:00:00,29.0,255.0
2025,12,יום חול,3600,תא אוניברסיטה,614,06:00:00,153.0,82.0
2025,12,יום חול,4250,סגולה,300,06:00:00,11.0,19.0
2025,12,יום חול,4600,השלום,219,06:00:00,25.0,5.0
2025,12,שישי,9800,"רשל""צ משה דיין",6845,06:00:00,3.0,1.0
2026,1,יום חול,3600,תא אוניברסיטה,614,06:00:00,159.0,80.0
2026,1,יום חול,1300,חוצות מפרץ,441,06:00:00,26.0,228.0
2026,1,יום חול,4250,סגולה,300,06:00:00,12.0,17.0
2026,1,יום חול,4600,השלום,219,06:00:00,40.0,1.0
2026,1,יום חול,4250,,300,06:00:00,,
2026,1,יום חול,8550,,22,06:00:00,,
2026,1,יום חול,5900,,226,06:00:00,,
2025,12,יום חול,3700,תל אביב מרכז,149,06:01:00,336.0,2276.0
2025,12,יום חול,3600,תא אוניברסיטה,613,06:01:00,30.0,201.0
2025,12,יום חול,4900,תל אביב ההגנה,950,06:01:00,179.0,188.0
2025,12,יום חול,4900,,950,06:01:00,,
2025,12,יום חול,5300,,224,06:01:00,,
2025,12,שישי,4900,תל אביב ההגנה,6222,06:01:00,85.0,40.0
2025,12,שישי,4900,,6222,06:01:00,,
2026,1,יום חול,3600,תא אוניברסיטה,613,06:01:00,52.0,206.0
2026,1,יום חול,3700,תל אביב מרכז,149,06:01:00,277.0,2026.0
2026,1,יום חול,5300,,224,06:01:00,,
2026,1,יום חול,4900,תל אביב ההגנה,950,06:01:00,183.0,292.0
2026,1,שישי,4900,תל אביב ההגנה,6222,06:01:00,149.0,46.0
2025,12,יום חול,3300,נתניה,220,06:02:00,148.0,113.0
2025,12,יום חול,3300,,1220,06:02:00,,
2025,12,יום חול,3300,נתניה,1220,06:02:00,28.0,16.0
2025,12,יום חול,3600,,715,06:02:00,,
2025,12,יום חול,3600,תא אוניברסיטה,100,06:02:00,371.0,214.0
2025,12,יום חול,3600,תא אוניברסיטה,715,06:02:00,119.0,15.0
2025,12,יום חול,3700,תל אביב מרכז,222,06:02:00,270.0,1036.0
2025,12,יום חול,4900,תל אביב ההגנה,302,06:02:00,280.0,448.0
2025,12,שישי,4250,,6613,06:02:00,,
2025,12,שישי,4100,בני ברק,6616,06:02:00,4.0,18.0
2025,12,יום חול,9700,אופקים,843,06:02:00,202.0,0.0
2026,1,יום חול,1240,,59,06:02:00,,
2026,1,יום חול,1280,,61,06:02:00,,
2026,1,יום חול,3600,תא אוניברסיטה,100,06:02:00,370.0,157.0
2026,1,יום חול,3300,נתניה,1220,06:02:00,39.0,31.0
2026,1,יום חול,3600,,715,06:02:00,,
2026,1,יום חול,3300,נתניה,220,06:02:00,144.0,101.0
2026,1,יום חול,3700,תל אביב מרכז,222,06:02:00,293.0,905.0
2026,1,יום חול,4900,תל אביב ההגנה,302,06:02:00,266.0,417.0
2026,1,יום חול,3600,תא אוניברסיטה,715,06:02:00,79.0,21.0
2026,1,שישי,4100,בני ברק,6616,06:02:00,7.0,22.0
2026,1,יום חול,9700,אופקים,843,06:02:00,177.0,1.0
2026,1,יום חול,3500,,303,06:03:00,,
2025,12,יום חול,2300,חוף הכרמל,62,06:04:00,173.0,4.0
2025,12,יום חול,5200,רחובות,217,06:04:00,191.0,27.0
2026,1,יום חול,2300,חוף הכרמל,62,06:04:00,227.0,8.0
2026,1,יום חול,5200,רחובות,217,06:04:00,168.0,20.0
2025,12,יום חול,1220,מרכזית המפרץ/קו החוף,441,06:05:00,17.0,334.0
2025,12,יום חול,4680,בת ים יוספטל,616,06:05:00,885.0,181.0
2025,12,יום חול,4100,בני ברק,614,06:05:00,6.0,90.0
2025,12,יום חול,4900,תל אביב ההגנה,219,06:05:00,154.0,5.0
2025,12,יום חול,8800,ראש העין צפון,300,06:05:00,100.0,40.0
2026,1,יום חול,1220,מרכזית המפרץ/קו החוף,441,06:05:00,11.0,319.0
2025,12,יום חול,9000,יבנה מערב,611,06:05:00,161.0,1234.0
2026,1,יום חול,4100,בני ברק,614,06:05:00,15.0,102.0
2026,1,יום חול,4900,תל אביב ההגנה,219,06:05:00,157.0,2.0
2026,1,יום חול,9000,יבנה מערב,611,06:05:00,132.0,1189.0
2026,1,יום חול,8800,,300,06:05:00,,
2026,1,יום חול,4680,בת ים יוספטל,616,06:05:00,711.0,171.0
2026,1,יום חול,8800,ראש העין צפון,300,06:05:00,90.0,67.0
2025,12,יום חול,400,מודיעין מרכז,543,06:06:00,518.0,0.0
2025,12,יום חול,3600,תא אוניברסיטה,222,06:06:00,95.0,721.0
2025,12,יום חול,4600,השלום,302,06:06:00,53.0,168.0
2025,12,יום חול,4600,,950,06:06:00,,
2025,12,יום חול,4600,השלום,950,06:06:00,34.0,301.0
2025,12,יום חול,4600,השלום,149,06:06:00,263.0,1043.0
2025,12,יום חול,5150,לוד גני אביב,501,06:06:00,20.0,186.0
2025,12,יום חול,5000,לוד,429,06:06:00,614.0,249.0
2025,12,שישי,2800,בנימינה,6012,06:06:00,59.0,171.0
2025,12,שישי,4600,,6222,06:06:00,,
2026,1,יום חול,400,מודיעין מרכז,543,06:06:00,466.0,0.0
2025,12,שישי,4600,השלום,6222,06:06:00,38.0,42.0
2026,1,יום חול,3600,תא אוניברסיטה,222,06:06:00,90.0,600.0
2026,1,יום חול,4600,השלום,302,06:06:00,24.0,169.0
2026,1,יום חול,5150,לוד גני אביב,1501,06:06:00,4.0,16.0
2026,1,יום חול,5000,לוד,429,06:06:00,511.0,233.0
2026,1,יום חול,4600,השלום,950,06:06:00,47.0,321.0
2026,1,יום חול,4600,השלום,149,06:06:00,232.0,957.0
2026,1,שישי,4600,השלום,6222,06:06:00,43.0,49.0
2026,1,שישי,2800,בנימינה,6012,06:06:00,42.0,133.0
2026,1,יום חול,5150,לוד גני אביב,501,06:06:00,11.0,129.0
2025,12,יום חול,1820,,403,06:07:00,,
2025,12,יום חול,3700,,715,06:07:00,,
2025,12,יום חול,3700,תל אביב מרכז,715,06:07:00,729.0,56.0
2025,12,יום חול,4900,,20,06:07:00,,
2025,12,יום חול,4900,תל אביב ההגנה,20,06:07:00,251.0,980.0
2025,12,שישי,4170,קרית אריה,6616,06:07:00,8.0,3.0
2026,1,יום חול,3700,תל אביב מרכז,715,06:07:00,599.0,67.0
2026,1,יום חול,4900,תל אביב ההגנה,20,06:07:00,258.0,971.0
2026,1,שישי,4170,קרית אריה,6616,06:07:00,10.0,5.0
2025,12,יום חול,680,ירושלים/יצחק נבון,714,06:09:00,4484.0,0.0
2025,12,יום חול,3700,תל אביב מרכז,613,06:09:00,680.0,498.0
2025,12,יום חול,5010,,502,06:09:00,,
2025,12,שישי,8600,"נתב""ג",6121,06:09:00,46.0,93.0
2026,1,יום חול,680,ירושלים/יצחק נבון,714,06:09:00,4386.0,0.0
2025,12,שישי,9000,יבנה מערב,6845,06:09:00,0.0,4.0
2025,12,שישי,6150,קרית מלאכי,6019,06:09:00,3.0,0.0
2026,1,יום חול,2940,,303,06:09:00,,
2026,1,יום חול,3700,תל אביב מרכז,613,06:09:00,728.0,469.0
2026,1,שישי,6150,קרית מלאכי,6019,06:09:00,4.0,8.0
2026,1,שישי,8600,"נתב""ג",6121,06:09:00,31.0,119.0
2025,12,יום חול,2200,בת גלים,62,06:10:00,189.0,49.0
2025,12,יום חול,4170,קרית אריה,614,06:10:00,8.0,84.0
2025,12,יום חול,3700,תל אביב מרכז,950,06:10:00,41.0,269.0
2025,12,יום חול,3700,תל אביב מרכז,302,06:10:00,41.0,301.0
2025,12,יום חול,4900,תל אביב ההגנה,149,06:10:00,1543.0,294.0
2025,12,שישי,5800,אשדוד עד הלום,6611,06:10:00,17.0,86.0
2026,1,יום חול,2200,בת גלים,62,06:10:00,127.0,67.0
2026,1,יום חול,3700,תל אביב מרכז,950,06:10:00,45.0,287.0
2026,1,יום חול,4170,קרית אריה,614,06:10:00,16.0,81.0
2026,1,יום חול,3700,תל אביב מרכז,302,06:10:00,43.0,256.0
2026,1,יום חול,5800,,226,06:10:00,,
2026,1,יום חול,4900,תל אביב ההגנה,149,06:10:00,1644.0,300.0
2026,1,שישי,5800,אשדוד עד הלום,6611,06:10:00,23.0,83.0
2025,12,יום חול,4600,השלום,715,06:11:00,469.0,35.0
2025,12,יום חול,8700,כפר סבא,300,06:11:00,144.0,97.0
2025,12,שישי,3700,תל אביב מרכז,6222,06:11:00,50.0,28.0
2026,1,יום חול,4600,השלום,715,06:11:00,395.0,46.0
2026,1,יום חול,8700,,300,06:11:00,,
2026,1,יום חול,8700,כפר סבא,300,06:11:00,90.0,81.0
2026,1,שישי,3700,תל אביב מרכז,6222,06:11:00,75.0,37.0
2025,12,יום חול,1230,מרכזית המפרץ,59,06:12:00,9.0,595.0
2025,12,יום חול,2300,חוף הכרמל,12,06:12:00,92.0,1026.0
2025,12,יום חול,3100,חדרה מערב,220,06:12:00,118.0,85.0
2025,12,יום חול,3100,חדרה מערב,1220,06:12:00,19.0,25.0
2025,12,יום חול,3700,תל אביב מרכז,19,06:12:00,691.0,1.0
2025,12,יום חול,3700,תל אביב מרכז,1019,06:12:00,238.0,0.0
2025,12,יום חול,4600,,20,06:12:00,,
2025,12,יום חול,4600,השלום,613,06:12:00,164.0,202.0
2025,12,יום חול,4600,השלום,20,06:12:00,184.0,1040.0
2025,12,יום חול,4900,,710,06:12:00,,
2025,12,יום חול,4900,,9710,06:12:00,,
2025,12,יום חול,4900,תל אביב ההגנה,710,06:12:00,146.0,472.0
2025,12,יום חול,4900,תל אביב ההגנה,9710,06:12:00,49.0,89.0
2025,12,יום חול,5410,יבנה מזרח,217,06:12:00,20.0,39.0
2025,12,שישי,3600,תא אוניברסיטה,6021,06:12:00,11.0,55.0
2025,12,שישי,4900,תל אביב ההגנה,6716,06:12:00,45.0,165.0
2025,12,שישי,4250,סגולה,6616,06:12:00,1.0,12.0
2026,1,יום חול,1230,,59,06:12:00,,
2026,1,יום חול,1230,מרכזית המפרץ,59,06:12:00,17.0,649.0
2025,12,שישי,4100,,6613,06:12:00,,
2025,12,שישי,4900,,6716,06:12:00,,
2026,1,יום חול,3100,,220,06:12:00,,
2026,1,יום חול,3100,חדרה מערב,220,06:12:00,71.0,98.0
2026,1,יום חול,2300,חוף הכרמל,12,06:12:00,81.0,794.0
2026,1,יום חול,3700,תל אביב מרכז,1019,06:12:00,112.0,0.0
2026,1,יום חול,3700,תל אביב מרכז,19,06:12:00,633.0,0.0
2026,1,יום חול,4600,השלום,613,06:12:00,192.0,158.0
2026,1,יום חול,3100,חדרה מערב,1220,06:12:00,21.0,30.0
2026,1,יום חול,4600,השלום,20,06:12:00,239.0,1032.0
2026,1,יום חול,4900,תל אביב ההגנה,710,06:12:00,141.0,534.0
2026,1,יום חול,4900,תל אביב ההגנה,9710,06:12:00,39.0,91.0
2026,1,שישי,3600,תא אוניברסיטה,6021,06:12:00,17.0,25.0
2026,1,שישי,4900,תל אביב ההגנה,6716,06:12:00,53.0,241.0
2026,1,שישי,4250,סגולה,6616,06:12:00,4.0,7.0
2026,1,יום חול,5410,יבנה מזרח,217,06:12:00,34.0,36.0
2025,12,יום חול,1300,חוצות מפרץ,103,06:13:00,839.0,271.0
2025,12,יום חול,3600,תא אוניברסיטה,955,06:13:00,70.0,420.0
2025,12,יום חול,4800,כפר חבד,219,06:13:00,27.0,16.0
2025,12,יום חול,5000,לוד,501,06:13:00,97.0,43.0
2025,12,שישי,7300,באר שבע צפון,6843,06:13:00,0.0,17.0
2026,1,יום חול,1300,חוצות מפרץ,103,06:13:00,715.0,282.0
2026,1,יום חול,3600,תא אוניברסיטה,955,06:13:00,44.0,472.0
2026,1,יום חול,4800,כפר חבד,219,06:13:00,31.0,11.0
2026,1,יום חול,5000,לוד,1501,06:13:00,7.0,9.0
2026,1,יום חול,5000,לוד,501,06:13:00,73.0,35.0
2026,1,שישי,7300,באר שבע צפון,6843,06:13:00,0.0,8.0
2025,12,יום חול,2100,חיפה מרכז,62,06:14:00,196.0,74.0
2025,12,יום חול,3500,הרצליה,222,06:14:00,144.0,811.0
2025,12,יום חול,9200,הוד השרון,300,06:14:00,142.0,47.0
2026,1,יום חול,2960,,303,06:14:00,,
2026,1,יום חול,2100,חיפה מרכז,62,06:14:00,161.0,85.0
2026,1,יום חול,3500,הרצליה,222,06:14:00,118.0,758.0
2026,1,יום חול,9200,הוד השרון,300,06:14:00,95.0,45.0
2026,1,יום חול,9200,,300,06:14:00,,
2025,12,יום חול,4250,סגולה,614,06:15:00,41.0,32.0
2025,12,יום חול,3600,תא אוניברסיטה,950,06:15:00,24.0,377.0
2025,12,יום חול,3600,תא אוניברסיטה,302,06:15:00,110.0,369.0
2026,1,יום חול,3600,תא אוניברסיטה,950,06:15:00,25.0,352.0
2026,1,יום חול,3600,תא אוניברסיטה,302,06:15:00,126.0,328.0
2026,1,יום חול,4250,סגולה,614,06:15:00,18.0,23.0
2025,12,יום חול,5800,אשדוד עד הלום,611,06:16:00,221.0,377.0
2025,12,יום חול,5000,לוד,901,06:16:00,200.0,0.0
2025,12,שישי,3600,תא אוניברסיטה,6222,06:16:00,23.0,83.0
2026,1,יום חול,5000,לוד,901,06:16:00,160.0,0.0
2026,1,יום חול,5800,אשדוד עד הלום,611,06:16:00,213.0,426.0
2026,1,שישי,3600,תא אוניברסיטה,6222,06:16:00,26.0,77.0
2025,12,יום חול,300,,542,06:17:00,,
2025,12,יום חול,300,פאתי מודיעין,542,06:17:00,0.0,35.0
2025,12,יום חול,2300,חוף הכרמל,440,06:17:00,83.0,0.0
2025,12,יום חול,2960,רעננה דרום,300,06:17:00,23.0,39.0
2025,12,יום חול,3700,תל אביב מרכז,20,06:17:00,435.0,1097.0
2025,12,יום חול,4600,השלום,19,06:17:00,208.0,15.0
2025,12,יום חול,4600,,9710,06:17:00,,
2025,12,יום חול,4900,תל אביב ההגנה,616,06:17:00,470.0,737.0
2025,12,יום חול,4600,,710,06:17:00,,
2025,12,יום חול,4600,השלום,1019,06:17:00,43.0,0.0
2025,12,יום חול,4600,השלום,9710,06:17:00,2.0,12.0
2025,12,יום חול,4900,תל אביב ההגנה,715,06:17:00,1083.0,40.0
2025,12,יום חול,4600,השלום,710,06:17:00,6.0,213.0
2025,12,יום חול,4900,תל אביב ההגנה,613,06:17:00,896.0,84.0
2025,12,יום חול,5010,רמלה,501,06:17:00,27.0,113.0
2025,12,שישי,4600,השלום,6716,06:17:00,5.0,38.0
2025,12,שישי,3700,תל אביב מרכז,6021,06:17:00,57.0,187.0
2025,12,שישי,4600,,6716,06:17:00,,
2026,1,יום חול,300,פאתי מודיעין,542,06:17:00,1.0,43.0
2026,1,יום חול,2960,רעננה דרום,300,06:17:00,9.0,29.0
2026,1,יום חול,3700,,20,06:17:00,,
2026,1,יום חול,3700,תל אביב מרכז,20,06:17:00,400.0,910.0
2026,1,יום חול,2960,,300,06:17:00,,
2026,1,יום חול,4600,השלום,19,06:17:00,159.0,6.0
