Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,5,יום חול,2800,,8,04:00:00,,,to_tlv
2026,5,יום חול,2800,בנימינה,1008,04:00:00,0.0,33.0,to_tlv
2026,5,יום חול,2800,בנימינה,6008,04:00:00,0.0,20.0,to_tlv
2026,5,יום חול,2800,בנימינה,8008,04:00:00,0.0,0.0,to_tlv
2026,5,יום חול,2800,בנימינה,8,04:00:00,14.0,140.0,to_tlv
2026,5,שישי,2800,בנימינה,6008,04:00:00,3.0,84.0,to_tlv
2026,5,שישי,2800,,6008,04:00:00,,,to_tlv
2026,5,יום חול,1400,,7,04:01:00,,,from_tlv
2026,5,יום חול,1400,קרית מוצקין,6007,04:01:00,13.0,1.0,from_tlv
2026,5,יום חול,1400,קרית מוצקין,7,04:01:00,186.0,7.0,from_tlv
2026,5,יום חול,1400,קרית מוצקין,8007,04:01:00,12.0,0.0,from_tlv
2026,5,יום חול,3100,חדרה מערב,5,04:01:00,180.0,2.0,from_tlv
2026,5,יום חול,3100,,5,04:01:00,,,from_tlv
2026,5,יום חול,3100,חדרה מערב,8005,04:01:00,22.0,0.0,from_tlv
2026,5,יום חול,3100,חדרה מערב,1005,04:01:00,62.0,0.0,from_tlv
2026,5,יום חול,3100,חדרה מערב,6005,04:01:00,10.0,0.0,from_tlv
2026,5,יום חול,8600,,9707,04:01:00,,,to_tlv
2026,5,יום חול,8600,"נתב""ג",9707,04:01:00,0.0,37.0,to_tlv
2026,5,יום חול,8600,"נתב""ג",707,04:01:00,416.0,156.0,to_tlv
2026,5,יום חול,8600,,707,04:01:00,,,to_tlv
2026,5,שישי,3100,,6005,04:01:00,,,from_tlv
2026,5,שישי,8600,"נתב""ג",6707,04:01:00,104.0,69.0,to_tlv
2026,5,שישי,3100,חדרה מערב,6005,04:01:00,19.0,2.0,from_tlv
2026,5,יום חול,8600,"נתב""ג",6707,04:01:00,25.0,16.0,to_tlv
2026,5,שישי,1400,קרית מוצקין,6007,04:01:00,17.0,5.0,from_tlv
2026,5,שישי,8600,,6707,04:01:00,,,to_tlv
2026,5,שישי,1400,,6007,04:01:00,,,from_tlv
2026,5,יום חול,1500,,6,04:03:00,,,to_tlv
2026,5,יום חול,1500,עכו,6006,04:03:00,1.0,13.0,to_tlv
2026,5,יום חול,1500,עכו,8006,04:03:00,0.0,4.0,to_tlv
