Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending,event_type
2026,4,יום חול,5900,,6616,04:54:00,,,from_tlv
2026,4,שישי,5900,,6616,04:54:00,,,from_tlv
2026,4,יום חול,1500,,101,04:55:00,,,from_tlv
2026,4,יום חול,3100,,7,04:55:00,,,from_tlv
2026,4,יום חול,3100,,8007,04:55:00,,,from_tlv
2026,4,יום חול,3100,,1007,04:55:00,,,from_tlv
2026,4,יום חול,8600,,9708,04:55:00,,,from_tlv
2026,4,יום חול,9700,,616,04:55:00,,,from_tlv
2026,4,יום חול,9700,,8616,04:55:00,,,from_tlv
2026,4,יום חול,9700,,616,04:55:00,,,from_tlv
2026,4,שישי,3100,,6007,04:55:00,,,from_tlv
2026,4,שישי,7300,,6020,04:55:00,,,from_tlv
2026,4,יום חול,2100,,6021,04:59:00,,,from_tlv
2026,4,יום חול,2200,,8149,04:59:00,,,from_tlv
2026,4,יום חול,2200,,149,04:59:00,,,from_tlv
2026,4,יום חול,8550,,20,04:59:00,,,from_tlv
2026,4,שישי,2100,,6021,04:59:00,,,from_tlv
2026,4,יום חול,8550,,8020,04:59:00,,,from_tlv
2026,4,יום חול,1600,,8008,05:00:00,,,to_tlv
2026,4,יום חול,1600,,8,05:00:00,,,to_tlv
2026,4,יום חול,2800,,8010,05:00:00,,,to_tlv
2026,4,יום חול,2800,,1010,05:00:00,,,to_tlv
2026,4,יום חול,2800,,10,05:00:00,,,to_tlv
2026,4,יום חול,8600,,12,05:00:00,,,from_tlv
2026,4,יום חול,5900,,8222,05:00:00,,,from_tlv
2026,4,יום חול,5900,,222,05:00:00,,,from_tlv
2026,4,יום חול,8600,,8012,05:00:00,,,from_tlv
2026,4,שישי,2800,,6010,05:00:00,,,to_tlv
2026,4,שישי,1600,,6008,05:00:00,,,to_tlv
2026,4,יום חול,8600,,709,05:01:00,,,to_tlv
2026,4,יום חול,8600,,8709,05:01:00,,,to_tlv
2026,4,יום חול,8600,,9709,05:01:00,,,to_tlv
2026,4,שישי,4900,,6220,05:01:00,,,to_tlv
2026,4,יום חול,8600,,6709,05:01:00,,,to_tlv
2026,4,שישי,8600,,6709,05:01:00,,,to_tlv
2026,4,יום חול,5800,,6616,05:02:00,,,from_tlv
2026,4,שישי,5800,,6616,05:02:00,,,from_tlv
2026,4,יום חול,9650,,616,05:02:00,,,from_tlv
2026,4,יום חול,5900,,6222,05:03:00,,,from_tlv
2026,4,שישי,7320,,6618,05:03:00,,,from_tlv
2026,4,שישי,5900,,6222,05:03:00,,,from_tlv
2026,4,יום חול,9650,,8616,05:03:00,,,from_tlv
2026,4,יום חול,9650,,616,05:03:00,,,from_tlv
2026,4,יום חול,2200,,6021,05:04:00,,,from_tlv
2026,4,יום חול,4600,,6220,05:04:00,,,to_tlv
2026,4,שישי,2200,,6021,05:04:00,,,from_tlv
2026,4,שישי,4600,,6220,05:04:00,,,to_tlv
2026,4,שישי,4600,,6220,05:04:00,,,to_tlv
2026,4,יום חול,1400,,101,05:05:00,,,from_tlv
2026,4,יום חול,3300,,7,05:05:00,,,from_tlv
2026,4,יום חול,2300,,8149,05:05:00,,,from_tlv
2026,4,יום חול,2300,,149,05:05:00,,,from_tlv
2026,4,יום חול,3300,,8007,05:05:00,,,from_tlv
2026,4,יום חול,3300,,1007,05:05:00,,,from_tlv
2026,4,יום חול,8550,,6020,05:05:00,,,from_tlv
2026,4,שישי,8550,,6020,05:05:00,,,from_tlv
2026,4,שישי,8600,,6012,05:05:00,,,from_tlv
2026,4,שישי,3300,,6007,05:05:00,,,from_tlv
2026,4,שישי,4900,,6708,05:06:00,,,to_tlv
2026,4,יום חול,3700,,6220,05:07:00,,,to_tlv
2026,4,יום חול,3700,,708,05:07:00,,,to_tlv
2026,4,יום חול,3700,,708,05:07:00,,,to_tlv
2026,4,יום חול,3700,,9708,05:07:00,,,to_tlv
2026,4,יום חול,3700,,8708,05:07:00,,,to_tlv
2026,4,שישי,3700,,6220,05:07:00,,,to_tlv
2026,4,יום חול,700,,101,05:08:00,,,from_tlv
2026,4,יום חול,5800,,222,05:08:00,,,from_tlv
2026,4,יום חול,5800,,8222,05:08:00,,,from_tlv
2026,4,יום חול,4600,,6708,05:09:00,,,to_tlv
2026,4,שישי,3700,,6220,05:09:00,,,to_tlv
2026,4,שישי,4600,,6708,05:09:00,,,to_tlv
