FromStationName,ToStationName,Month,Year,SUM_Values_Pass
רמלה,להבים רהט,4,2026,500
רחובות,רמלה,4,2026,105
בית יהושע,חוף הכרמל,4,2026,663
אשדוד עד הלום,שדרות,4,2026,2857
בית שמש,לוד גני אביב,4,2026,133
ראש העין צפון,רחובות,4,2026,194
ראשונים,חדרה מערב,4,2026,86
לוד גני אביב,קרית מוצקין,4,2026,44
נתניה,בית שאן,4,2026,168
תל אביב מרכז,רעננה מערב,4,2026,2359
רמלה,נתניה,4,2026,453
כפר יהושע,אופקים,4,2026,5
בית יהושע,יבנה מזרח,4,2026,115
נתניה קריית ספיר,פאתי מודיעין,4,2026,105
כפר חבד,כפר ברוך,4,2026,27
לוד גני אביב,כפר סבא,4,2026,30
בת ים יוספטל,הוד השרון,4,2026,481
יבנה מערב,קרית אריה,4,2026,795
באר שבע צפון,סגולה,4,2026,189
תל אביב מרכז,קרית מוצקין,4,2026,7729
קרית מוצקין,בית יהושע,4,2026,275
עכו,נתיבות,4,2026,46
להבים רהט,חדרה מערב,4,2026,60
להבים רהט,מזכרת בתיה,4,2026,196
בת ים יוספטל,להבים רהט,4,2026,28
בני ברק,כרמיאל,4,2026,45
תא אוניברסיטה,שדרות,4,2026,1047
קיסריה פרדס חנה,מודיעין מרכז,4,2026,181
להבים רהט,אחיהוד,4,2026,3
נתניה,רמלה,4,2026,448
עכו,בית יהושע,4,2026,155
השלום,לוד גני אביב,4,2026,5313
"רשל""צ משה דיין",נתניה,4,2026,1210
אחיהוד,חדרה מערב,4,2026,60
הוד השרון,כפר חבד,4,2026,85
עפולה,רעננה מערב,4,2026,20
כפר סבא,קרית גת,4,2026,169
נתניה,ירושלים/יצחק נבון,4,2026,8616
קרית מוצקין,חדרה מערב,4,2026,777
קיסריה פרדס חנה,להבים רהט,4,2026,24
חולון וולפסון,יבנה מזרח,4,2026,4
נתניה,תל אביב מרכז,4,2026,20633
באר שבע מרכז,קיסריה פרדס חנה,4,2026,376
תל אביב מרכז,לוד גני אביב,4,2026,3024
בית שאן,קרית מלאכי,4,2026,31
בית שאן,קרית חיים,4,2026,7
נתניה קריית ספיר,באר שבע צפון,4,2026,293
מודיעין מרכז,באר שבע מרכז,4,2026,531
באר שבע צפון,דימונה,4,2026,78
חדרה מערב,כרמיאל,4,2026,453
קיסריה פרדס חנה,תל אביב מרכז,4,2026,8654
עתלית,בית יהושע,4,2026,67
בת גלים,בת ים קוממיות,4,2026,30
באר יעקב,השלום,4,2026,10273
כפר חבד,באר יעקב,4,2026,81
כפר ברוך,לוד,4,2026,45
עתלית,אשדוד עד הלום,4,2026,101
יבנה מערב,רעננה מערב,4,2026,238
ראש העין צפון,כפר חבד,4,2026,53
כפר יהושע,בת ים יוספטל,4,2026,10
חולון וולפסון,הוד השרון,4,2026,227
באר יעקב,"רשל""צ משה דיין",4,2026,22
נתיבות,ראש העין צפון,4,2026,211
פאתי מודיעין,קרית חיים,4,2026,13
ראש העין צפון,תל אביב מרכז,4,2026,6589
אופקים,תא אוניברסיטה,4,2026,701
תא אוניברסיטה,באר יעקב,4,2026,2886
לוד גני אביב,ירושלים/יצחק נבון,4,2026,300
קרית מוצקין,ראשונים,4,2026,90
הוד השרון,ראשונים,4,2026,5
בת ים קוממיות,הוד השרון,4,2026,67
מזכרת בתיה,רחובות,4,2026,4
חדרה מערב,נתיבות,4,2026,195
קרית מוצקין,בית שאן,4,2026,159
כפר יהושע,נתיבות,4,2026,3
"נתב""ג",מודיעין מרכז,4,2026,2401
באר שבע צפון,קרית מלאכי,4,2026,1066
נתיבות,עכו,4,2026,28
ירושלים/יצחק נבון,בנימינה,4,2026,6215
כפר ברוך,באר יעקב,4,2026,9
דימונה,ראש העין צפון,4,2026,3
חיפה מרכז,דימונה,4,2026,3
באר יעקב,עתלית,4,2026,28
קרית גת,בת גלים,4,2026,183
חוף הכרמל,תל אביב מרכז,4,2026,18033
"רשל""צ משה דיין",בית יהושע,4,2026,541
מודיעין מרכז,יבנה מערב,4,2026,117
כפר יהושע,לוד גני אביב,4,2026,1
מודיעין מרכז,חיפה מרכז,4,2026,250
קרית אריה,חדרה מערב,4,2026,470
כפר יהושע,כרמיאל,4,2026,8
עכו,חדרה מערב,4,2026,394
מזכרת בתיה,ירושלים/יצחק נבון,4,2026,96
ראשונים,הרצליה,4,2026,207
בת ים קוממיות,להבים רהט,4,2026,6
לוד גני אביב,מודיעין מרכז,4,2026,24
חיפה מרכז,סגולה,4,2026,79
חיפה מרכז,בני ברק,4,2026,107
קיסריה פרדס חנה,בת ים קוממיות,4,2026,20
חיפה מרכז,השלום,4,2026,4123
דימונה,עכו,4,2026,1
ראשונים,בת ים קוממיות,4,2026,1
מזכרת בתיה,בית שאן,4,2026,43
קרית מוצקין,אופקים,4,2026,139
באר שבע צפון,עתלית,4,2026,62
עפולה,רמלה,4,2026,63
עכו,כרמיאל,4,2026,38
עתלית,חדרה מערב,4,2026,139
קרית אריה,נתיבות,4,2026,303
קרית חיים,עתלית,4,2026,46
בית שאן,ראש העין צפון,4,2026,54
קרית מלאכי,"רשל""צ משה דיין",4,2026,23
חולון וולפסון,רעננה מערב,4,2026,122
אשקלון,תא אוניברסיטה,4,2026,4342
בית יהושע,רעננה דרום,4,2026,3
נתניה,בנימינה,4,2026,2233
חולון וולפסון,נהריה,4,2026,107
נתניה,לוד גני אביב,4,2026,237
מודיעין מרכז,שדרות,4,2026,117
חיפה מרכז,פאתי מודיעין,4,2026,103
עכו,לוד גני אביב,4,2026,17
אחיהוד,"רשל""צ משה דיין",4,2026,24
חוף הכרמל,רעננה דרום,4,2026,172
חולון וולפסון,רעננה דרום,4,2026,41
להבים רהט,ראש העין צפון,4,2026,36
קרית חיים,סגולה,4,2026,7
כפר יהושע,פאתי מודיעין,4,2026,9
בנימינה,אשדוד עד הלום,4,2026,839
בנימינה,תל אביב מרכז,4,2026,23058
חיפה מרכז,נתניה קריית ספיר,4,2026,278
רעננה דרום,כפר חבד,4,2026,49
קרית מלאכי,באר שבע צפון,4,2026,1079
פאתי מודיעין,אחיהוד,4,2026,5
פאתי מודיעין,מרכזית המפרץ/קו החוף,4,2026,190
באר יעקב,יבנה מערב,4,2026,9
ראש העין צפון,רעננה דרום,4,2026,196
עפולה,בת גלים,4,2026,3579
קרית גת,רעננה מערב,4,2026,96
שדרות,יבנה מזרח,4,2026,12
אופקים,אחיהוד,4,2026,8
כרמיאל,נתיבות,4,2026,38
בית שמש,תא אוניברסיטה,4,2026,1702
לוד,יבנה מערב,4,2026,68
בת ים יוספטל,נהריה,4,2026,229
רמלה,בת ים קוממיות,4,2026,18
יבנה מערב,כפר סבא,4,2026,473
בית שאן,בני ברק,4,2026,26
לוד גני אביב,אשקלון,4,2026,123
כרמיאל,השלום,4,2026,3447
באר שבע מרכז,אופקים,4,2026,2152
באר שבע צפון,בית יהושע,4,2026,525
באר שבע צפון,כפר יהושע,4,2026,18
תא אוניברסיטה,ירושלים/יצחק נבון,4,2026,16294
רעננה מערב,פאתי מודיעין,4,2026,25
תל אביב מרכז,חדרה מערב,4,2026,17398
בית שאן,אופקים,4,2026,39
נתיבות,חולון וולפסון,4,2026,413
בית יהושע,רעננה מערב,4,2026,31
לוד,חיפה מרכז,4,2026,236
סגולה,בת ים קוממיות,4,2026,45
קרית מלאכי,חוצות מפרץ,4,2026,16
סגולה,הרצליה,4,2026,316
מזכרת בתיה,חוצות מפרץ,4,2026,14
קרית מוצקין,ראש העין צפון,4,2026,207
בת ים קוממיות,לוד גני אביב,4,2026,23
קרית מוצקין,מזכרת בתיה,4,2026,158
קרית חיים,באר שבע מרכז,4,2026,53
פאתי מודיעין,קרית מלאכי,4,2026,4
בני ברק,הוד השרון,4,2026,1040
כרמיאל,ראש העין צפון,4,2026,165
בנימינה,אופקים,4,2026,297
חיפה מרכז,עתלית,4,2026,472
בית יהושע,קרית אריה,4,2026,112
בת ים קוממיות,חוף הכרמל,4,2026,99
השלום,חולון וולפסון,4,2026,1704
רעננה מערב,חוצות מפרץ,4,2026,3
קרית חיים,בית שאן,4,2026,12
קרית חיים,יבנה מזרח,4,2026,5
נתיבות,אופקים,4,2026,1498
ראשונים,חוצות מפרץ,4,2026,5
רמלה,עכו,4,2026,208
פאתי מודיעין,כפר יהושע,4,2026,7
השלום,אופקים,4,2026,2353
מרכזית המפרץ/קו החוף,קרית מלאכי,4,2026,352
תא אוניברסיטה,יבנה מזרח,4,2026,813
לוד גני אביב,רמלה,4,2026,121
קרית אריה,חוף הכרמל,4,2026,752
"נתב""ג",עתלית,4,2026,349
השלום,תל אביב ההגנה,4,2026,2064
ירושלים/יצחק נבון,כפר סבא,4,2026,1894
בנימינה,בני ברק,4,2026,336
מזכרת בתיה,עתלית,4,2026,46
בית שאן,חוצות מפרץ,4,2026,54
חדרה מערב,סגולה,4,2026,97
עפולה,אחיהוד,4,2026,14
כפר סבא,באר יעקב,4,2026,46
אשדוד עד הלום,חוצות מפרץ,4,2026,59
ראש העין צפון,לוד,4,2026,103
תא אוניברסיטה,רעננה מערב,4,2026,742
עכו,חוף הכרמל,4,2026,2850
באר שבע צפון,בית שמש,4,2026,88
קרית מלאכי,אופקים,4,2026,27
מרכזית המפרץ/קו החוף,עכו,4,2026,5663
באר יעקב,לוד,4,2026,648
באר יעקב,אשדוד עד הלום,4,2026,1284
סגולה,בית שאן,4,2026,38
קרית מוצקין,נתיבות,4,2026,81
חוף הכרמל,קרית אריה,4,2026,687
רחובות,מודיעין מרכז,4,2026,143
פאתי מודיעין,בית שמש,4,2026,11
עתלית,השלום,4,2026,2688
עפולה,כפר יהושע,4,2026,382
בית יהושע,שדרות,4,2026,145
בית שאן,אשדוד עד הלום,4,2026,98
יבנה מערב,כרמיאל,4,2026,93
באר שבע מרכז,באר שבע צפון,4,2026,285
השלום,רמלה,4,2026,4671
הוד השרון,כפר יהושע,4,2026,10
באר שבע מרכז,חדרה מערב,4,2026,1727
באר שבע צפון,באר שבע מרכז,4,2026,301
בת ים יוספטל,קרית מוצקין,4,2026,219
יבנה מערב,אופקים,4,2026,882
באר שבע צפון,נתניה,4,2026,809
קרית מלאכי,לוד,4,2026,483
חיפה מרכז,יבנה מערב,4,2026,87
יבנה מערב,חולון וולפסון,4,2026,1271
באר שבע מרכז,מודיעין מרכז,4,2026,471
אשקלון,באר שבע מרכז,4,2026,3578
פאתי מודיעין,נתניה,4,2026,200
כפר יהושע,נתניה קריית ספיר,4,2026,6
חולון וולפסון,חוצות מפרץ,4,2026,33
בת גלים,להבים רהט,4,2026,118
נתיבות,יבנה מערב,4,2026,793
קרית גת,סגולה,4,2026,90
באר שבע מרכז,רחובות,4,2026,1243
הוד השרון,קרית מלאכי,4,2026,48
"רשל""צ משה דיין","נתב""ג",4,2026,223
רמלה,בת ים יוספטל,4,2026,151
רעננה מערב,חיפה מרכז,4,2026,51
חדרה מערב,ירושלים/יצחק נבון,4,2026,3981
בית שמש,ראשונים,4,2026,104
בת ים קוממיות,בנימינה,4,2026,95
סגולה,כפר חבד,4,2026,17
תל אביב מרכז,רמלה,4,2026,3979
רעננה דרום,קרית חיים,4,2026,3
מודיעין מרכז,סגולה,4,2026,49
נהריה,בת ים קוממיות,4,2026,45
ראש העין צפון,חוצות מפרץ,4,2026,14
כפר ברוך,ראש העין צפון,4,2026,9
כפר יהושע,"נתב""ג",4,2026,58
קרית גת,"רשל""צ משה דיין",4,2026,219
קרית מוצקין,בת גלים,4,2026,6879
לוד,קרית מוצקין,4,2026,687
מודיעין מרכז,עתלית,4,2026,193
כרמיאל,באר יעקב,4,2026,50
חדרה מערב,בית שאן,4,2026,115
נתניה קריית ספיר,להבים רהט,4,2026,47
קרית אריה,רעננה מערב,4,2026,629
תל אביב ההגנה,השלום,4,2026,2521
תא אוניברסיטה,קרית חיים,4,2026,260
כפר חבד,חולון וולפסון,4,2026,112
קיסריה פרדס חנה,חוצות מפרץ,4,2026,73
חדרה מערב,קרית אריה,4,2026,420
פאתי מודיעין,בת גלים,4,2026,260
עכו,כפר ברוך,4,2026,76
ראש העין צפון,קרית מוצקין,4,2026,191
מזכרת בתיה,לוד גני אביב,4,2026,34
תא אוניברסיטה,מרכזית המפרץ/קו החוף,4,2026,2976
כרמיאל,בת גלים,4,2026,5645
אחיהוד,רעננה מערב,4,2026,4
רמלה,בית שמש,4,2026,1044
אחיהוד,קרית אריה,4,2026,32
באר שבע מרכז,כפר סבא,4,2026,1019
חיפה מרכז,קרית גת,4,2026,98
בנימינה,חדרה מערב,4,2026,1121
רמלה,תא אוניברסיטה,4,2026,983
יבנה מזרח,בת ים קוממיות,4,2026,2
נהריה,בית שמש,4,2026,187
קרית מלאכי,חיפה מרכז,4,2026,40
להבים רהט,קיסריה פרדס חנה,4,2026,37
אופקים,קיסריה פרדס חנה,4,2026,79
דימונה,לוד,4,2026,41
עתלית,עפולה,4,2026,154
קרית מלאכי,קרית גת,4,2026,277
חוצות מפרץ,סגולה,4,2026,18
יבנה מזרח,להבים רהט,4,2026,2
קרית מוצקין,עכו,4,2026,2780
סגולה,באר שבע מרכז,4,2026,418
תא אוניברסיטה,סגולה,4,2026,1355
באר שבע צפון,באר יעקב,4,2026,137
בני ברק,אשקלון,4,2026,1172
בית שאן,יבנה מערב,4,2026,77
באר שבע מרכז,נתניה קריית ספיר,4,2026,570
בת ים יוספטל,באר שבע צפון,4,2026,483
לוד,בנימינה,4,2026,830
בית שאן,חיפה מרכז,4,2026,748
אשקלון,באר יעקב,4,2026,1127
אשקלון,ראשונים,4,2026,71
כפר חבד,אשקלון,4,2026,308
בנימינה,מודיעין מרכז,4,2026,1419
קרית מוצקין,עפולה,4,2026,252
תל אביב מרכז,כפר סבא,4,2026,5171
דימונה,נהריה,4,2026,7
תל אביב ההגנה,ראש העין צפון,4,2026,1267
בית שאן,לוד,4,2026,120
כרמיאל,עכו,4,2026,50
חולון וולפסון,באר שבע צפון,4,2026,271
באר יעקב,כרמיאל,4,2026,58
כפר חבד,דימונה,4,2026,4
נהריה,תא אוניברסיטה,4,2026,2766
דימונה,חיפה מרכז,4,2026,1
בנימינה,"נתב""ג",4,2026,4549
כפר יהושע,מודיעין מרכז,4,2026,25
פאתי מודיעין,באר שבע מרכז,4,2026,65
אחיהוד,עתלית,4,2026,11
"רשל""צ משה דיין",אשקלון,4,2026,6083
נתניה קריית ספיר,נתניה,4,2026,345
קרית מוצקין,הרצליה,4,2026,2620
קרית מלאכי,חוף הכרמל,4,2026,310
ראשונים,בית שאן,4,2026,12
ירושלים/יצחק נבון,עפולה,4,2026,366
רמלה,אחיהוד,4,2026,13
נתיבות,תל אביב ההגנה,4,2026,1115
בית שאן,רעננה דרום,4,2026,8
נתיבות,"נתב""ג",4,2026,135
עפולה,יבנה מזרח,4,2026,6
להבים רהט,עכו,4,2026,95
בת ים יוספטל,"רשל""צ משה דיין",4,2026,930
עפולה,באר שבע מרכז,4,2026,219
רחובות,יבנה מערב,4,2026,8
נתניה קריית ספיר,"רשל""צ משה דיין",4,2026,545
באר שבע מרכז,עתלית,4,2026,136
בת גלים,מרכזית המפרץ/קו החוף,4,2026,2597
שדרות,בית יהושע,4,2026,150
רחובות,חיפה מרכז,4,2026,189
רעננה דרום,לוד גני אביב,4,2026,7
קרית אריה,באר שבע מרכז,4,2026,1028
פאתי מודיעין,הוד השרון,4,2026,12
תא אוניברסיטה,הרצליה,4,2026,3640
בנימינה,יבנה מערב,4,2026,518
שדרות,בית שמש,4,2026,66
"רשל""צ משה דיין",תל אביב מרכז,4,2026,7251
בת ים יוספטל,חיפה מרכז,4,2026,108
בית שמש,אחיהוד,4,2026,7
סגולה,תא אוניברסיטה,4,2026,1399
כרמיאל,כפר יהושע,4,2026,43
לוד,כפר ברוך,4,2026,30
בת ים קוממיות,חדרה מערב,4,2026,60
כרמיאל,מזכרת בתיה,4,2026,42
עפולה,השלום,4,2026,1772
כפר סבא,תל אביב ההגנה,4,2026,1271
נתניה,לוד,4,2026,2080
נתניה,סגולה,4,2026,96
כפר סבא,נתיבות,4,2026,138
השלום,לוד,4,2026,13133
באר יעקב,באר שבע צפון,4,2026,138
ראש העין צפון,אופקים,4,2026,387
ירושלים/יצחק נבון,רמלה,4,2026,255
נתניה קריית ספיר,שדרות,4,2026,79
רמלה,הרצליה,4,2026,596
נתיבות,כפר סבא,4,2026,135
לוד,בני ברק,4,2026,178
דימונה,תל אביב ההגנה,4,2026,85
מרכזית המפרץ/קו החוף,אחיהוד,4,2026,902
רחובות,חולון וולפסון,4,2026,135
בית יהושע,קרית חיים,4,2026,19
עפולה,ראש העין צפון,4,2026,36
ירושלים/יצחק נבון,אשדוד עד הלום,4,2026,1636
קרית חיים,בית יהושע,4,2026,22
תא אוניברסיטה,בית שמש,4,2026,1596
ירושלים/יצחק נבון,חולון וולפסון,4,2026,1431
קרית אריה,יבנה מזרח,4,2026,21
חולון וולפסון,לוד,4,2026,250
"רשל""צ משה דיין",מזכרת בתיה,4,2026,27
עפולה,קרית מלאכי,4,2026,39
יבנה מזרח,בת גלים,4,2026,48
תא אוניברסיטה,כפר יהושע,4,2026,118
"נתב""ג",בית יהושע,4,2026,986
קרית מלאכי,מודיעין מרכז,4,2026,32
נתיבות,באר שבע צפון,4,2026,2359
אופקים,ראש העין צפון,4,2026,381
הרצליה,רחובות,4,2026,4115
קרית חיים,בית שמש,4,2026,18
מודיעין מרכז,להבים רהט,4,2026,42
הוד השרון,רמלה,4,2026,48
יבנה מערב,עתלית,4,2026,38
ירושלים/יצחק נבון,בני ברק,4,2026,621
באר יעקב,חוף הכרמל,4,2026,276
קרית מלאכי,כפר סבא,4,2026,51
רעננה מערב,מודיעין מרכז,4,2026,85
נהריה,בת גלים,4,2026,6769
בית שמש,נתיבות,4,2026,43
כפר ברוך,רמלה,4,2026,15
חוצות מפרץ,חוף הכרמל,4,2026,232
בת ים יוספטל,סגולה,4,2026,511
רמלה,קרית מלאכי,4,2026,366
בית יהושע,לוד גני אביב,4,2026,50
חוצות מפרץ,קרית מוצקין,4,2026,355
כפר יהושע,לוד,4,2026,13
יבנה מזרח,באר יעקב,4,2026,242
כפר ברוך,רחובות,4,2026,25
מודיעין מרכז,ירושלים/יצחק נבון,4,2026,15265
תא אוניברסיטה,בת ים קוממיות,4,2026,457
כפר יהושע,השלום,4,2026,511
באר יעקב,בנימינה,4,2026,355
הוד השרון,בית יהושע,4,2026,40
"נתב""ג",תא אוניברסיטה,4,2026,2161
רחובות,קרית גת,4,2026,213
לוד,רעננה מערב,4,2026,117
אשדוד עד הלום,פאתי מודיעין,4,2026,62
קרית מוצקין,כפר יהושע,4,2026,12
עתלית,תל אביב מרכז,4,2026,2195
בני ברק,קרית מלאכי,4,2026,13
רעננה דרום,נהריה,4,2026,65
בנימינה,קרית מלאכי,4,2026,224
נתיבות,חוף הכרמל,4,2026,97
לוד,כרמיאל,4,2026,402
ראש העין צפון,פאתי מודיעין,4,2026,46
