Year,Month,WeekPeriod,train_station_code,StationName,Train_number,Planned_Train_Arrivel_Time,PassengersAscending,PassengersDescending
2025,10,יום חול,2200,בת גלים,447,09:16:00,13.0,486.0
2025,10,יום חול,5000,לוד,6506,09:16:00,70.0,7.0
2025,10,שישי,5000,לוד,6506,09:16:00,115.0,28.0
2025,11,יום חול,2200,בת גלים,447,09:16:00,21.0,879.0
2025,11,שישי,5000,לוד,6506,09:16:00,103.0,26.0
2025,10,יום חול,3100,חדרה מערב,235,09:17:00,1842.0,138.0
2025,10,יום חול,3500,הרצליה,6227,09:17:00,66.0,40.0
2025,10,יום חול,4250,סגולה,627,09:17:00,547.0,6.0
2025,10,יום חול,9200,הוד השרון,315,09:17:00,498.0,44.0
2025,10,יום חול,9700,אופקים,6850,09:17:00,0.0,10.0
2025,10,שישי,9700,אופקים,6850,09:17:00,0.0,13.0
2025,10,שישי,3500,הרצליה,6227,09:17:00,99.0,118.0
2025,11,יום חול,3100,חדרה מערב,235,09:17:00,2668.0,99.0
2025,11,יום חול,4250,סגולה,627,09:17:00,992.0,17.0
2025,11,שישי,3500,הרצליה,6227,09:17:00,80.0,94.0
2025,11,יום חול,9200,הוד השרון,315,09:17:00,956.0,91.0
2025,11,שישי,9700,אופקים,6850,09:17:00,0.0,4.0
2025,10,יום חול,2100,חיפה מרכז,71,09:18:00,34.0,3252.0
2025,10,יום חול,1400,קרית מוצקין,409,09:18:00,1016.0,90.0
2025,10,יום חול,3300,נתניה,8129,09:18:00,139.0,35.0
2025,10,יום חול,5410,יבנה מזרח,238,09:18:00,674.0,69.0
2025,11,יום חול,1400,קרית מוצקין,409,09:18:00,1426.0,123.0
2025,11,יום חול,2100,חיפה מרכז,71,09:18:00,34.0,3606.0
2025,11,יום חול,5410,יבנה מזרח,238,09:18:00,1166.0,111.0
2025,10,יום חול,5150,לוד גני אביב,508,09:19:00,575.0,12.0
2025,11,יום חול,5150,לוד גני אביב,508,09:19:00,837.0,31.0
2025,10,יום חול,2500,עתלית,6029,09:20:00,66.0,3.0
2025,10,שישי,2500,עתלית,6029,09:20:00,126.0,9.0
2025,10,יום חול,8700,כפר סבא,315,09:20:00,595.0,54.0
2025,11,שישי,2500,עתלית,6029,09:20:00,20.0,3.0
2025,11,יום חול,8700,כפר סבא,315,09:20:00,993.0,188.0
2025,11,שישי,2500,עתלית,8029,09:20:00,2.0,4.0
2025,10,יום חול,300,פאתי מודיעין,8127,09:21:00,0.0,26.0
2025,10,שישי,300,פאתי מודיעין,6127,09:21:00,1.0,58.0
2025,11,שישי,300,פאתי מודיעין,6127,09:21:00,0.0,46.0
2025,10,יום חול,1400,קרית מוצקין,6447,09:22:00,9.0,9.0
2025,10,יום חול,1500,עכו,159,09:22:00,1096.0,105.0
2025,10,יום חול,4170,קרית אריה,627,09:22:00,704.0,275.0
2025,10,יום חול,5150,לוד גני אביב,6506,09:22:00,54.0,2.0
2025,10,יום חול,5000,לוד,406,09:22:00,1168.0,789.0
2025,10,יום חול,7000,קרית גת,6028,09:22:00,106.0,35.0
2025,10,שישי,1400,קרית מוצקין,6447,09:22:00,68.0,27.0
2025,10,יום חול,9800,"רשל""צ משה דיין",6624,09:22:00,128.0,60.0
2025,10,שישי,9800,"רשל""צ משה דיין",6624,09:22:00,183.0,120.0
2025,10,שישי,5150,לוד גני אביב,6506,09:22:00,152.0,4.0
2025,11,יום חול,1500,עכו,159,09:22:00,1602.0,191.0
2025,10,שישי,7000,קרית גת,6028,09:22:00,197.0,46.0
2025,11,יום חול,4170,קרית אריה,627,09:22:00,1207.0,469.0
2025,11,שישי,9800,"רשל""צ משה דיין",6624,09:22:00,127.0,98.0
2025,11,יום חול,5000,לוד,406,09:22:00,1399.0,1043.0
2025,11,שישי,1400,קרית מוצקין,6447,09:22:00,35.0,21.0
2025,11,שישי,5150,לוד גני אביב,6506,09:22:00,152.0,4.0
2025,11,שישי,7000,קרית גת,6028,09:22:00,116.0,31.0
2025,10,יום חול,2200,בת גלים,71,09:23:00,24.0,574.0
2025,10,יום חול,4660,חולון וולפסון,316,09:23:00,297.0,64.0
2025,10,יום חול,5410,יבנה מזרח,6230,09:23:00,37.0,11.0
2025,11,יום חול,2200,בת גלים,71,09:23:00,34.0,955.0
2025,10,שישי,5410,יבנה מזרח,6230,09:23:00,61.0,6.0
2025,11,יום חול,4660,חולון וולפסון,316,09:23:00,443.0,134.0
2025,11,שישי,5410,יבנה מזרח,6230,09:23:00,69.0,8.0
2025,10,יום חול,400,מודיעין מרכז,554,09:24:00,0.0,419.0
2025,10,יום חול,2940,רעננה מערב,629,09:24:00,352.0,69.0
2025,10,יום חול,3400,בית יהושע,8129,09:24:00,45.0,14.0
2025,10,יום חול,2300,חוף הכרמל,447,09:24:00,0.0,468.0
2025,10,יום חול,5200,רחובות,238,09:24:00,3051.0,1176.0
2025,10,יום חול,5900,אשקלון,632,09:24:00,1374.0,90.0
2025,11,יום חול,2300,חוף הכרמל,447,09:24:00,0.0,734.0
2025,11,יום חול,400,מודיעין מרכז,554,09:24:00,0.0,581.0
2025,11,יום חול,2940,רעננה מערב,629,09:24:00,618.0,93.0
2025,11,יום חול,5900,אשקלון,632,09:24:00,3088.0,186.0
2025,11,יום חול,5200,רחובות,238,09:24:00,4017.0,1707.0
2025,10,יום חול,700,קרית חיים,6447,09:25:00,1.0,5.0
2025,10,יום חול,1500,עכו,6031,09:25:00,86.0,5.0
2025,10,יום חול,2100,חיפה מרכז,109,09:25:00,2743.0,467.0
2025,10,יום חול,3400,בית יהושע,509,09:25:00,1666.0,3.0
2025,10,שישי,700,קרית חיים,6447,09:25:00,18.0,2.0
2025,10,יום חול,9000,יבנה מערב,630,09:25:00,1258.0,242.0
2025,11,יום חול,2100,חיפה מרכז,109,09:25:00,3432.0,796.0
2025,10,שישי,1500,עכו,8031,09:25:00,34.0,4.0
2025,10,שישי,1500,עכו,6031,09:25:00,253.0,22.0
2025,11,יום חול,3400,בית יהושע,509,09:25:00,2719.0,11.0
2025,11,יום חול,9000,יבנה מערב,630,09:25:00,1815.0,318.0
2025,11,שישי,700,קרית חיים,6447,09:25:00,13.0,5.0
2025,11,שישי,1500,עכו,6031,09:25:00,106.0,13.0
2025,11,שישי,1500,עכו,8031,09:25:00,72.0,16.0
2025,10,יום חול,2800,בנימינה,157,09:26:00,3561.0,1133.0
2025,10,יום חול,4690,בת ים קוממיות,6624,09:26:00,41.0,13.0
2025,10,יום חול,4640,צומת חולון,316,09:26:00,221.0,17.0
2025,10,יום חול,8800,ראש העין צפון,315,09:26:00,685.0,36.0
2025,10,שישי,4690,בת ים קוממיות,6624,09:26:00,79.0,19.0
2025,11,יום חול,2800,בנימינה,157,09:26:00,4494.0,1758.0
2025,11,יום חול,4640,צומת חולון,316,09:26:00,331.0,37.0
2025,11,שישי,4690,בת ים קוממיות,6624,09:26:00,43.0,28.0
2025,11,יום חול,8800,ראש העין צפון,315,09:26:00,1345.0,64.0
2025,10,יום חול,3300,נתניה,235,09:27:00,1327.0,655.0
2025,10,יום חול,4100,בני ברק,627,09:27:00,109.0,188.0
2025,10,יום חול,3500,הרצליה,407,09:27:00,1031.0,2381.0
2025,10,יום חול,9700,אופקים,848,09:27:00,0.0,85.0
2025,10,יום חול,6150,קרית מלאכי,28,09:27:00,712.0,82.0
2025,11,יום חול,3300,נתניה,235,09:27:00,1894.0,850.0
2025,11,יום חול,3500,הרצליה,407,09:27:00,1412.0,3289.0
2025,11,יום חול,4100,בני ברק,627,09:27:00,165.0,444.0
2025,11,יום חול,9700,אופקים,848,09:27:00,0.0,139.0
2025,11,יום חול,6150,קרית מלאכי,28,09:27:00,925.0,144.0
2025,10,יום חול,2100,חיפה מרכז,8131,09:28:00,65.0,29.0
2025,10,יום חול,2960,רעננה דרום,629,09:28:00,130.0,119.0
2025,10,שישי,8600,"נתב""ג",6126,09:28:00,272.0,76.0
2025,11,יום חול,2960,רעננה דרום,629,09:28:00,201.0,243.0
2025,11,שישי,8600,"נתב""ג",6126,09:28:00,98.0,29.0
2025,10,יום חול,1240,כפר יהושע,6069,09:29:00,30.0,3.0
2025,10,יום חול,2300,חוף הכרמל,71,09:29:00,7.0,781.0
2025,10,יום חול,8600,"נתב""ג",726,09:29:00,1185.0,909.0
2025,10,שישי,1240,כפר יהושע,6069,09:29:00,50.0,21.0
2025,10,יום חול,8600,"נתב""ג",8126,09:29:00,409.0,0.0
2025,11,יום חול,2300,חוף הכרמל,71,09:29:00,10.0,1135.0
2025,11,שישי,1240,כפר יהושע,6069,09:29:00,24.0,21.0
2025,11,יום חול,8600,"נתב""ג",726,09:29:00,1192.0,1173.0
2025,10,יום חול,2200,בת גלים,109,09:30:00,517.0,564.0
2025,10,יום חול,5300,באר יעקב,238,09:30:00,1038.0,133.0
2025,11,יום חול,2200,בת גלים,109,09:30:00,915.0,888.0
2025,11,יום חול,5300,באר יעקב,238,09:30:00,1857.0,194.0
2025,10,יום חול,9650,נתיבות,6626,09:31:00,54.0,5.0
2025,10,יום חול,5200,רחובות,6230,09:31:00,271.0,55.0
2025,10,שישי,5200,רחובות,6230,09:31:00,313.0,77.0
2025,10,שישי,9650,נתיבות,6626,09:31:00,140.0,8.0
2025,11,שישי,9650,נתיבות,6626,09:31:00,60.0,7.0
2025,11,שישי,5200,רחובות,6230,09:31:00,321.0,65.0
2025,10,יום חול,1400,קרית מוצקין,159,09:32:00,693.0,171.0
2025,10,יום חול,3310,נתניה קריית ספיר,235,09:32:00,781.0,757.0
2025,10,יום חול,4250,סגולה,315,09:32:00,308.0,7.0
2025,10,יום חול,9200,הוד השרון,629,09:32:00,493.0,64.0
2025,11,יום חול,1400,קרית מוצקין,159,09:32:00,795.0,251.0
2025,11,יום חול,4250,סגולה,315,09:32:00,545.0,12.0
2025,11,יום חול,3310,נתניה קריית ספיר,235,09:32:00,1320.0,1407.0
2025,11,יום חול,9200,הוד השרון,629,09:32:00,873.0,105.0
2025,10,יום חול,2200,בת גלים,8131,09:33:00,66.0,49.0
2025,10,יום חול,2100,חיפה מרכז,409,09:33:00,947.0,518.0
2025,10,יום חול,3400,בית יהושע,6509,09:33:00,27.0,2.0
2025,10,יום חול,3500,הרצליה,8129,09:33:00,118.0,71.0
2025,10,שישי,3400,בית יהושע,6509,09:33:00,149.0,1.0
2025,11,יום חול,2100,חיפה מרכז,409,09:33:00,1220.0,781.0
2025,11,שישי,3400,בית יהושע,6509,09:33:00,145.0,6.0
2025,10,יום חול,3500,הרצליה,509,09:34:00,508.0,216.0
2025,10,יום חול,4660,חולון וולפסון,6624,09:34:00,37.0,17.0
2025,10,יום חול,5800,אשדוד עד הלום,632,09:34:00,1808.0,505.0
2025,10,שישי,4660,חולון וולפסון,6624,09:34:00,58.0,34.0
2025,11,יום חול,5800,אשדוד עד הלום,632,09:34:00,2286.0,846.0
2025,11,יום חול,3500,הרצליה,509,09:34:00,884.0,317.0
2025,11,שישי,4660,חולון וולפסון,6624,09:34:00,69.0,28.0
2025,10,יום חול,700,קרית חיים,159,09:35:00,283.0,18.0
2025,10,יום חול,300,פאתי מודיעין,155,09:35:00,8.0,412.0
2025,10,יום חול,1400,קרית מוצקין,6031,09:35:00,58.0,20.0
2025,10,יום חול,1500,עכו,29,09:35:00,818.0,65.0
2025,10,יום חול,3400,בית יהושע,235,09:35:00,586.0,129.0
2025,10,שישי,1400,קרית מוצקין,6031,09:35:00,186.0,47.0
2025,11,יום חול,300,פאתי מודיעין,155,09:35:00,6.0,534.0
2025,10,יום חול,8600,"נתב""ג",108,09:35:00,1196.0,194.0
2025,10,יום חול,8700,כפר סבא,629,09:35:00,513.0,63.0
2025,10,שישי,1400,קרית מוצקין,8031,09:35:00,4.0,8.0
2025,11,יום חול,1500,עכו,29,09:35:00,1133.0,124.0
2025,11,יום חול,700,קרית חיים,159,09:35:00,416.0,61.0
2025,11,יום חול,3400,בית יהושע,235,09:35:00,1186.0,269.0
2025,11,יום חול,8700,כפר סבא,629,09:35:00,873.0,177.0
2025,11,יום חול,8600,"נתב""ג",108,09:35:00,1281.0,243.0
2025,11,שישי,1400,קרית מוצקין,8031,09:35:00,21.0,46.0
2025,11,שישי,1400,קרית מוצקין,6031,09:35:00,78.0,26.0
2025,10,יום חול,2300,חוף הכרמל,109,09:36:00,2768.0,455.0
2025,10,יום חול,2800,בנימינה,6029,09:36:00,210.0,72.0
2025,10,יום חול,6900,מזכרת בתיה,28,09:36:00,1078.0,123.0
2025,10,יום חול,5000,לוד,238,09:36:00,1052.0,533.0
2025,10,יום חול,9800,"רשל""צ משה דיין",630,09:36:00,1215.0,651.0
2025,10,שישי,2800,בנימינה,6029,09:36:00,437.0,296.0
2025,11,יום חול,2300,חוף הכרמל,109,09:36:00,3440.0,571.0
2025,11,יום חול,5000,לוד,238,09:36:00,1564.0,829.0
2025,11,יום חול,6900,מזכרת בתיה,28,09:36:00,1257.0,170.0
2025,11,שישי,2800,בנימינה,8029,09:36:00,36.0,48.0
2025,11,יום חול,9800,"רשל""צ משה דיין",630,09:36:00,1812.0,856.0
2025,11,שישי,2800,בנימינה,6029,09:36:00,203.0,171.0
2025,10,יום חול,4170,קרית אריה,315,09:37:00,412.0,141.0
2025,10,יום חול,6150,קרית מלאכי,6028,09:37:00,33.0,27.0
2025,10,שישי,6150,קרית מלאכי,6028,09:37:00,69.0,20.0
2025,10,יום חול,5300,באר יעקב,6230,09:37:00,43.0,10.0
2025,10,שישי,5300,באר יעקב,6230,09:37:00,123.0,19.0
2025,11,יום חול,4170,קרית אריה,315,09:37:00,655.0,240.0
2025,11,שישי,5300,באר יעקב,6230,09:37:00,151.0,21.0
2025,11,שישי,6150,קרית מלאכי,6028,09:37:00,94.0,34.0
2025,10,יום חול,2940,רעננה מערב,6621,09:38:00,18.0,7.0
2025,10,יום חול,2200,בת גלים,409,09:38:00,295.0,373.0
2025,10,יום חול,2940,רעננה מערב,317,09:38:00,163.0,51.0
2025,10,יום חול,4640,צומת חולון,6624,09:38:00,14.0,6.0
2025,10,שישי,2940,רעננה מערב,6621,09:38:00,78.0,9.0
2025,10,שישי,4640,צומת חולון,6624,09:38:00,32.0,12.0
2025,11,יום חול,2940,רעננה מערב,317,09:38:00,256.0,59.0
2025,11,יום חול,2200,בת גלים,409,09:38:00,454.0,673.0
2025,11,שישי,2940,רעננה מערב,6621,09:38:00,50.0,7.0
2025,11,שישי,4640,צומת חולון,6624,09:38:00,15.0,9.0
2025,10,יום חול,700,קרית חיים,6031,09:39:00,17.0,3.0
2025,10,יום חול,1820,אחיהוד,449,09:39:00,82.0,2.0
2025,10,יום חול,2300,חוף הכרמל,8131,09:39:00,205.0,21.0
2025,10,יום חול,2500,עתלית,71,09:39:00,0.0,87.0
2025,10,שישי,700,קרית חיים,6031,09:39:00,48.0,7.0
2025,10,שישי,700,קרית חיים,8031,09:39:00,1.0,2.0
2025,11,יום חול,1820,אחיהוד,449,09:39:00,165.0,4.0
2025,11,יום חול,2500,עתלית,71,09:39:00,0.0,129.0
2025,11,שישי,700,קרית חיים,6031,09:39:00,23.0,7.0
2025,11,שישי,700,קרית חיים,8031,09:39:00,9.0,4.0
2025,10,יום חול,9600,שדרות,6626,09:40:00,98.0,7.0
2025,10,שישי,9600,שדרות,6626,09:40:00,322.0,2.0
2025,11,שישי,9600,שדרות,6626,09:40:00,409.0,4.0
2025,10,יום חול,2100,חיפה מרכז,6447,09:41:00,21.0,204.0
2025,10,יום חול,2820,קיסריה פרדס חנה,237,09:41:00,1141.0,135.0
2025,10,יום חול,8800,ראש העין צפון,629,09:41:00,611.0,92.0
2025,10,שישי,2100,חיפה מרכז,6447,09:41:00,13.0,316.0
2025,10,יום חול,9650,נתיבות,634,09:41:00,840.0,69.0
2025,11,יום חול,2820,קיסריה פרדס חנה,237,09:41:00,1907.0,287.0
2025,11,יום חול,8800,ראש העין צפון,629,09:41:00,915.0,107.0
2025,11,שישי,2100,חיפה מרכז,6447,09:41:00,3.0,140.0
2025,11,שישי,2820,קיסריה פרדס חנה,8029,09:41:00,2.0,6.0
2025,10,יום חול,3500,הרצליה,6509,09:42:00,31.0,10.0
2025,10,יום חול,4100,בני ברק,315,09:42:00,50.0,154.0
2025,10,שישי,3500,הרצליה,6509,09:42:00,117.0,31.0
2025,11,יום חול,4100,בני ברק,315,09:42:00,88.0,282.0
2025,11,שישי,3500,הרצליה,6509,09:42:00,106.0,24.0
2025,10,יום חול,2960,רעננה דרום,6621,09:43:00,7.0,3.0
2025,10,יום חול,3500,הרצליה,235,09:43:00,454.0,790.0
2025,10,יום חול,2960,רעננה דרום,317,09:43:00,38.0,120.0
2025,10,יום חול,4800,כפר חבד,238,09:43:00,369.0,217.0
2025,10,שישי,2960,רעננה דרום,6621,09:43:00,34.0,6.0
2025,11,יום חול,4800,כפר חבד,238,09:43:00,591.0,320.0
2025,11,יום חול,2960,רעננה דרום,317,09:43:00,100.0,171.0
2025,11,יום חול,3500,הרצליה,235,09:43:00,730.0,1163.0
2025,11,יום חול,9650,נתיבות,634,09:43:00,1023.0,63.0
2025,11,שישי,2960,רעננה דרום,6621,09:43:00,28.0,4.0
2025,10,יום חול,2300,חוף הכרמל,409,09:44:00,1392.0,316.0
2025,10,יום חול,5000,לוד,6230,09:44:00,76.0,60.0
2025,10,שישי,5000,לוד,6230,09:44:00,105.0,71.0
2025,11,יום חול,2300,חוף הכרמל,409,09:44:00,1795.0,420.0
2025,11,שישי,5000,לוד,6230,09:44:00,122.0,73.0
2025,10,יום חול,1260,עפולה,73,09:45:00,1664.0,81.0
2025,10,יום חול,1400,קרית מוצקין,29,09:45:00,735.0,104.0
2025,10,יום חול,2820,קיסריה פרדס חנה,6229,09:45:00,58.0,3.0
2025,10,יום חול,9000,יבנה מערב,632,09:45:00,792.0,145.0
2025,11,יום חול,1400,קרית מוצקין,29,09:45:00,965.0,152.0
2025,10,שישי,2820,קיסריה פרדס חנה,6229,09:45:00,155.0,12.0
2025,11,יום חול,1260,עפולה,73,09:45:00,2405.0,89.0
2025,11,יום חול,9000,יבנה מערב,632,09:45:00,1125.0,216.0
2025,11,שישי,2820,קיסריה פרדס חנה,6229,09:45:00,155.0,10.0
2025,10,יום חול,2200,בת גלים,6447,09:46:00,0.0,47.0
2025,10,יום חול,5010,רמלה,28,09:46:00,444.0,208.0
2025,10,יום חול,7300,באר שבע צפון,8832,09:46:00,0.0,0.0
2025,10,שישי,2200,בת גלים,6447,09:46:00,5.0,51.0
2025,11,יום חול,5010,רמלה,28,09:46:00,680.0,407.0
2025,11,שישי,2200,בת גלים,6447,09:46:00,14.0,27.0
2025,10,יום חול,3100,חדרה מערב,237,09:47:00,2290.0,97.0
2025,10,יום חול,4250,סגולה,629,09:47:00,293.0,11.0
2025,10,יום חול,7300,באר שבע צפון,8832,09:47:00,0.0,0.0
2025,10,יום חול,9200,הוד השרון,6621,09:47:00,54.0,16.0
2025,10,יום חול,9200,הוד השרון,317,09:47:00,330.0,43.0
2025,10,שישי,9200,הוד השרון,6621,09:47:00,151.0,24.0
2025,11,יום חול,3100,חדרה מערב,237,09:47:00,3090.0,103.0
2025,11,יום חול,4250,סגולה,629,09:47:00,441.0,18.0
2025,11,יום חול,9200,הוד השרון,317,09:47:00,509.0,73.0
2025,11,שישי,9200,הוד השרון,6621,09:47:00,121.0,18.0
2025,11,שישי,3100,חדרה מערב,8029,09:47:00,0.0,52.0
2025,10,יום חול,2100,חיפה מרכז,6069,09:48:00,1.0,75.0
2025,10,יום חול,7300,באר שבע צפון,30,09:48:00,1166.0,21.0
2025,10,שישי,6900,מזכרת בתיה,6028,09:48:00,92.0,57.0
2025,10,יום חול,7300,באר שבע צפון,9030,09:48:00,751.0,1.0
2025,10,יום חול,6900,מזכרת בתיה,6028,09:48:00,51.0,32.0
2025,10,שישי,2100,חיפה מרכז,6069,09:48:00,5.0,246.0
2025,11,יום חול,7300,באר שבע צפון,30,09:48:00,2111.0,65.0
2025,11,שישי,6900,מזכרת בתיה,6028,09:48:00,71.0,62.0
2025,11,שישי,2100,חיפה מרכז,6069,09:48:00,3.0,120.0
2025,10,יום חול,300,פאתי מודיעין,6549,09:49:00,14.0,0.0
2025,10,שישי,300,פאתי מודיעין,6549,09:49:00,102.0,5.0
2025,11,שישי,300,פאתי מודיעין,6549,09:49:00,27.0,1.0
2025,10,יום חול,8700,כפר סבא,317,09:50:00,379.0,65.0
2025,10,יום חול,8700,כפר סבא,6621,09:50:00,44.0,14.0
2025,10,שישי,8700,כפר סבא,6621,09:50:00,230.0,19.0
2025,11,יום חול,8700,כפר סבא,317,09:50:00,632.0,99.0
2025,11,שישי,8700,כפר סבא,6621,09:50:00,165.0,18.0
2025,10,יום חול,1400,קרית מוצקין,449,09:51:00,90.0,81.0
2025,10,יום חול,3100,חדרה מערב,6229,09:51:00,99.0,12.0
2025,10,יום חול,4800,כפר חבד,6230,09:51:00,15.0,7.0
2025,10,יום חול,5000,לוד,28,09:51:00,586.0,503.0
2025,10,שישי,3100,חדרה מערב,6229,09:51:00,311.0,46.0
2025,10,יום חול,9600,שדרות,634,09:51:00,875.0,53.0
2025,11,יום חול,1400,קרית מוצקין,449,09:51:00,165.0,163.0
2025,10,שישי,4800,כפר חבד,6230,09:51:00,68.0,17.0
2025,11,יום חול,5000,לוד,28,09:51:00,756.0,626.0
2025,11,שישי,4800,כפר חבד,6230,09:51:00,89.0,27.0
2025,11,שישי,3100,חדרה מערב,6229,09:51:00,241.0,26.0
2025,10,יום חול,400,מודיעין מרכז,6548,09:52:00,0.0,102.0
2025,10,יום חול,2200,בת גלים,6069,09:52:00,2.0,15.0
2025,10,יום חול,2100,חיפה מרכז,159,09:52:00,639.0,470.0
2025,10,יום חול,4170,קרית אריה,629,09:52:00,330.0,116.0
2025,10,יום חול,5900,אשקלון,6626,09:52:00,280.0,23.0
2025,10,שישי,2200,בת גלים,6069,09:52:00,9.0,35.0
2025,10,שישי,400,מודיעין מרכז,6548,09:52:00,0.0,191.0
2025,11,יום חול,2100,חיפה מרכז,159,09:52:00,812.0,722.0
2025,10,שישי,5900,אשקלון,6626,09:52:00,476.0,38.0
2025,11,שישי,400,מודיעין מרכז,6548,09:52:00,0.0,104.0
2025,11,יום חול,4170,קרית אריה,629,09:52:00,514.0,194.0
2025,11,יום חול,9600,שדרות,634,09:52:00,1119.0,103.0
2025,11,שישי,5900,אשקלון,6626,09:52:00,344.0,30.0
2025,11,שישי,2200,בת גלים,6069,09:52:00,3.0,10.0
2025,10,יום חול,7300,באר שבע צפון,6030,09:53:00,89.0,0.0
2025,10,יום חול,7300,באר שבע צפון,8030,09:53:00,98.0,0.0
2025,10,שישי,7300,באר שבע צפון,6030,09:53:00,493.0,2.0
2025,11,שישי,7300,באר שבע צפון,6030,09:53:00,327.0,0.0
2025,10,יום חול,2300,חוף הכרמל,6447,09:54:00,0.0,31.0
2025,10,יום חול,2940,רעננה מערב,631,09:54:00,300.0,62.0
2025,10,שישי,2300,חוף הכרמל,6447,09:54:00,0.0,90.0
2025,11,יום חול,2940,רעננה מערב,631,09:54:00,383.0,132.0
2025,11,שישי,2300,חוף הכרמל,6447,09:54:00,0.0,74.0
2025,10,יום חול,700,קרית חיים,449,09:55:00,63.0,12.0
2025,10,יום חול,1500,עכו,111,09:55:00,994.0,100.0
2025,10,יום חול,3400,בית יהושע,963,09:55:00,845.0,1.0
2025,11,יום חול,700,קרית חיים,449,09:55:00,129.0,36.0
2025,11,יום חול,1500,עכו,111,09:55:00,1356.0,158.0
2025,11,יום חול,3400,בית יהושע,963,09:55:00,1411.0,8.0
2025,10,יום חול,2100,חיפה מרכז,6031,09:56:00,258.0,28.0
2025,10,יום חול,2800,בנימינה,109,09:56:00,2655.0,1004.0
2025,10,יום חול,8800,ראש העין צפון,317,09:56:00,326.0,69.0
2025,10,שישי,2100,חיפה מרכז,8031,09:56:00,0.0,18.0
2025,10,שישי,8800,ראש העין צפון,6621,09:56:00,159.0,49.0
2025,10,יום חול,9800,"רשל""צ משה דיין",632,09:56:00,693.0,349.0
2025,10,שישי,2100,חיפה מרכז,6031,09:56:00,553.0,142.0
2025,10,יום חול,8800,ראש העין צפון,6621,09:56:00,42.0,16.0
2025,11,יום חול,2800,בנימינה,109,09:56:00,3335.0,1465.0
2025,11,יום חול,8800,ראש העין צפון,317,09:56:00,599.0,61.0
2025,11,שישי,2100,חיפה מרכז,8031,09:56:00,18.0,44.0
2025,11,שישי,8800,ראש העין צפון,6621,09:56:00,112.0,55.0
2025,11,שישי,2100,חיפה מרכז,6031,09:56:00,206.0,35.0
2025,11,יום חול,9800,"רשל""צ משה דיין",632,09:56:00,986.0,513.0
2025,10,יום חול,2200,בת גלים,159,09:57:00,374.0,423.0
2025,10,יום חול,2800,בנימינה,8131,09:57:00,227.0,63.0
2025,10,יום חול,3500,הרצליה,27,09:57:00,518.0,1250.0
2025,10,יום חול,3300,נתניה,237,09:57:00,1257.0,365.0
2025,10,יום חול,4100,בני ברק,629,09:57:00,61.0,137.0
2025,11,יום חול,2200,בת גלים,159,09:57:00,552.0,709.0
2025,11,יום חול,3500,הרצליה,27,09:57:00,895.0,1930.0
2025,11,יום חול,4100,בני ברק,629,09:57:00,117.0,233.0
2025,11,יום חול,3300,נתניה,237,09:57:00,1735.0,550.0
2025,10,יום חול,1500,עכו,8133,09:58:00,140.0,9.0
2025,10,יום חול,2960,רעננה דרום,631,09:58:00,92.0,119.0
2025,10,יום חול,5010,רמלה,6028,09:58:00,46.0,13.0
2025,10,שישי,5010,רמלה,6028,09:58:00,88.0,46.0
2025,10,יום חול,5300,באר יעקב,240,09:58:00,657.0,12.0
2025,11,יום חול,2960,רעננה דרום,631,09:58:00,140.0,225.0
2025,11,יום חול,5300,באר יעקב,240,09:58:00,1065.0,18.0
2025,11,שישי,5010,רמלה,6028,09:58:00,66.0,64.0
2025,10,יום חול,2300,חוף הכרמל,6069,09:59:00,1.0,46.0
2025,10,יום חול,1820,אחיהוד,411,09:59:00,22.0,2.0
2025,10,יום חול,8550,להבים רהט,9030,09:59:00,121.0,9.0
2025,10,יום חול,8550,להבים רהט,30,09:59:00,472.0,44.0
2025,10,שישי,2300,חוף הכרמל,6069,09:59:00,2.0,109.0
2025,10,יום חול,8600,"נתב""ג",728,09:59:00,1085.0,786.0
2025,10,יום חול,5000,לוד,908,09:59:00,0.0,302.0
2025,10,יום חול,8600,"נתב""ג",6732,09:59:00,401.0,117.0
2025,10,שישי,8600,"נתב""ג",6732,09:59:00,660.0,247.0
2025,11,יום חול,1820,אחיהוד,411,09:59:00,36.0,1.0
2025,11,יום חול,5000,לוד,908,09:59:00,0.0,415.0
2025,11,שישי,2300,חוף הכרמל,6069,09:59:00,3.0,70.0
2025,11,שישי,8600,"נתב""ג",6732,09:59:00,226.0,130.0
2025,11,יום חול,8600,"נתב""ג",728,09:59:00,1335.0,1069.0
2025,11,יום חול,8550,להבים רהט,30,09:59:00,789.0,63.0
2025,10,יום חול,4690,בת ים קוממיות,632,10:00:00,653.0,138.0
2025,11,יום חול,4690,בת ים קוממיות,632,10:00:00,938.0,214.0
2025,10,יום חול,1240,כפר יהושע,73,10:01:00,570.0,93.0
2025,10,יום חול,2100,חיפה מרכז,29,10:01:00,458.0,351.0
2025,10,יום חול,2200,בת גלים,6031,10:01:00,310.0,28.0
2025,10,יום חול,3300,נתניה,6229,10:01:00,206.0,19.0
2025,10,יום חול,4250,סגולה,6621,10:01:00,21.0,6.0
2025,10,שישי,2200,בת גלים,6031,10:01:00,349.0,46.0
2025,10,יום חול,7300,באר שבע צפון,6852,10:01:00,1.0,2.0
2025,10,שישי,3300,נתניה,6229,10:01:00,404.0,96.0
2025,10,שישי,4250,סגולה,6621,10:01:00,57.0,7.0
2025,10,שישי,2200,בת גלים,8031,10:01:00,0.0,9.0
