FromStationName,ToStationName,Month,Year,SUM_Values_Pass
בת ים קוממיות,בת גלים,12,2025,180
שדרות,באר יעקב,1,2026,117
חיפה מרכז,בת גלים,12,2025,557
בני ברק,קרית גת,12,2025,97
כרמיאל,חוף הכרמל,12,2025,6217
לוד,בת ים קוממיות,12,2025,143
סגולה,פאתי מודיעין,12,2025,27
כפר חבד,עפולה,12,2025,35
דימונה,רעננה מערב,1,2026,1
לוד,אשדוד עד הלום,1,2026,3880
בית שאן,סגולה,1,2026,80
נתניה קריית ספיר,תל אביב מרכז,12,2025,9262
חיפה מרכז,בנימינה,12,2025,4197
רעננה מערב,תל אביב מרכז,1,2026,4128
יבנה מערב,"רשל""צ משה דיין",1,2026,3858
כפר ברוך,קרית מלאכי,12,2025,9
תל אביב ההגנה,"רשל""צ משה דיין",12,2025,2382
חוצות מפרץ,כרמיאל,1,2026,2291
דימונה,הרצליה,12,2025,31
תא אוניברסיטה,בית שאן,12,2025,871
נהריה,באר שבע מרכז,12,2025,2029
רמלה,בית שמש,12,2025,1439
תל אביב מרכז,קרית מוצקין,1,2026,10662
בית שמש,רעננה דרום,1,2026,95
תל אביב ההגנה,שדרות,12,2025,2415
אשקלון,קיסריה פרדס חנה,1,2026,604
נהריה,נתניה,12,2025,1785
חולון וולפסון,עתלית,12,2025,59
קרית גת,חוף הכרמל,1,2026,705
בנימינה,אשקלון,1,2026,1395
אשדוד עד הלום,לוד גני אביב,12,2025,215
רעננה מערב,"נתב""ג",1,2026,674
עפולה,רעננה מערב,1,2026,33
נהריה,אחיהוד,1,2026,33
תא אוניברסיטה,חוף הכרמל,1,2026,13510
נתיבות,הרצליה,12,2025,316
נתניה,בנימינה,12,2025,3104
כפר יהושע,להבים רהט,12,2025,27
חולון וולפסון,יבנה מזרח,1,2026,8
קרית חיים,סגולה,12,2025,33
באר שבע מרכז,באר יעקב,12,2025,384
צומת חולון,אשקלון,12,2025,663
הוד השרון,סגולה,1,2026,116
באר שבע צפון,בת ים יוספטל,12,2025,409
מודיעין מרכז,כרמיאל,1,2026,439
חדרה מערב,כרמיאל,1,2026,869
לוד,אשקלון,12,2025,4566
ראשונים,חולון וולפסון,12,2025,8
בנימינה,באר יעקב,12,2025,488
הרצליה,קרית חיים,12,2025,284
תל אביב מרכז,יבנה מערב,12,2025,10802
קרית גת,הרצליה,1,2026,1701
הוד השרון,חדרה מערב,1,2026,244
ראש העין צפון,רעננה דרום,12,2025,559
אופקים,קרית מוצקין,12,2025,223
חוצות מפרץ,עפולה,12,2025,272
חולון וולפסון,חוצות מפרץ,12,2025,98
אשדוד עד הלום,יבנה מזרח,1,2026,1694
באר שבע מרכז,הרצליה,1,2026,4217
אשדוד עד הלום,תל אביב ההגנה,1,2026,7506
קרית מוצקין,נהריה,12,2025,10460
הרצליה,בית שמש,1,2026,1362
בנימינה,יבנה מזרח,12,2025,263
נתניה,אחיהוד,12,2025,117
"רשל""צ משה דיין",באר שבע צפון,1,2026,1082
קיסריה פרדס חנה,להבים רהט,1,2026,58
נתניה,השלום,12,2025,31348
לוד,קרית אריה,12,2025,245
חוף הכרמל,חולון וולפסון,1,2026,372
רעננה דרום,תל אביב ההגנה,12,2025,428
בית יהושע,באר שבע צפון,1,2026,769
רמלה,כרמיאל,12,2025,212
נהריה,אשדוד עד הלום,12,2025,713
עכו,נתניה,1,2026,782
תא אוניברסיטה,כפר ברוך,1,2026,389
בנימינה,קרית אריה,1,2026,884
דימונה,כפר יהושע,12,2025,2
חדרה מערב,נהריה,1,2026,914
לוד גני אביב,רמלה,12,2025,134
חולון וולפסון,קיסריה פרדס חנה,12,2025,121
קרית מוצקין,חולון וולפסון,1,2026,166
בנימינה,חולון וולפסון,12,2025,812
כפר ברוך,כפר חבד,1,2026,63
"רשל""צ משה דיין",ראשונים,12,2025,15
תל אביב ההגנה,באר שבע מרכז,1,2026,6670
חיפה מרכז,קרית חיים,1,2026,1051
אחיהוד,קרית מלאכי,12,2025,4
קיסריה פרדס חנה,לוד גני אביב,12,2025,62
בית שאן,בת ים קוממיות,12,2025,41
כפר סבא,כפר חבד,1,2026,138
אשקלון,בנימינה,12,2025,1348
אשדוד עד הלום,כפר חבד,1,2026,383
תל אביב ההגנה,ראש העין צפון,12,2025,2348
לוד גני אביב,נהריה,12,2025,59
ראשונים,בית שמש,1,2026,293
ירושלים/יצחק נבון,בת ים קוממיות,12,2025,1624
עתלית,השלום,12,2025,4777
בת ים קוממיות,אחיהוד,12,2025,6
אחיהוד,קרית חיים,12,2025,95
שדרות,בנימינה,1,2026,378
כרמיאל,בית שאן,1,2026,149
בית שמש,השלום,1,2026,10169
קיסריה פרדס חנה,כפר יהושע,1,2026,31
רמלה,מרכזית המפרץ/קו החוף,12,2025,712
קרית מלאכי,סגולה,1,2026,66
הוד השרון,תל אביב ההגנה,1,2026,1541
קיסריה פרדס חנה,תא אוניברסיטה,1,2026,5964
נתיבות,אשקלון,1,2026,2181
בית שמש,"רשל""צ משה דיין",1,2026,290
בת ים קוממיות,מזכרת בתיה,12,2025,66
יבנה מערב,הוד השרון,1,2026,556
בת גלים,"נתב""ג",12,2025,2597
אשדוד עד הלום,מזכרת בתיה,12,2025,13
שדרות,קרית מוצקין,1,2026,146
פאתי מודיעין,אחיהוד,12,2025,12
רחובות,תא אוניברסיטה,12,2025,16867
חולון וולפסון,רעננה דרום,12,2025,105
מזכרת בתיה,רעננה מערב,12,2025,81
חדרה מערב,קרית חיים,12,2025,154
אופקים,ירושלים/יצחק נבון,1,2026,582
עכו,דימונה,12,2025,6
ירושלים/יצחק נבון,קרית מלאכי,1,2026,124
קרית מוצקין,מרכזית המפרץ/קו החוף,1,2026,3374
בת גלים,קרית מוצקין,1,2026,8871
חדרה מערב,בית יהושע,12,2025,720
קרית גת,חיפה מרכז,1,2026,158
שדרות,תל אביב מרכז,12,2025,3521
אחיהוד,פאתי מודיעין,1,2026,5
נתניה,כפר סבא,1,2026,454
נהריה,חדרה מערב,12,2025,960
נתניה,לוד גני אביב,12,2025,289
השלום,נתניה,1,2026,30584
בית שמש,אשקלון,1,2026,244
קרית מוצקין,נתניה,1,2026,1162
הוד השרון,באר שבע מרכז,1,2026,663
תל אביב מרכז,נהריה,1,2026,10098
בית שאן,דימונה,1,2026,4
לוד גני אביב,באר שבע צפון,1,2026,64
כפר ברוך,יבנה מערב,1,2026,41
באר יעקב,יבנה מערב,12,2025,24
עפולה,בית שמש,1,2026,39
כפר יהושע,נהריה,1,2026,440
באר שבע מרכז,תא אוניברסיטה,12,2025,4867
בני ברק,סגולה,12,2025,1217
מרכזית המפרץ/קו החוף,קרית גת,12,2025,852
באר יעקב,ראש העין צפון,1,2026,118
קיסריה פרדס חנה,רעננה דרום,12,2025,241
פאתי מודיעין,ראשונים,1,2026,2
רחובות,קיסריה פרדס חנה,1,2026,1519
נתיבות,יבנה מזרח,12,2025,36
באר שבע מרכז,חדרה מערב,12,2025,2663
רחובות,פאתי מודיעין,12,2025,66
תל אביב ההגנה,נתניה,1,2026,7335
כפר יהושע,קיסריה פרדס חנה,1,2026,49
יבנה מזרח,בית שמש,12,2025,52
נהריה,נתיבות,12,2025,139
כרמיאל,עתלית,12,2025,173
בית שמש,באר יעקב,12,2025,239
חיפה מרכז,ראש העין צפון,1,2026,234
חולון וולפסון,רמלה,1,2026,201
מזכרת בתיה,בת גלים,12,2025,259
כרמיאל,בנימינה,12,2025,816
אחיהוד,נתניה,1,2026,121
מזכרת בתיה,עפולה,12,2025,58
אשדוד עד הלום,ראשונים,1,2026,41
בנימינה,נתיבות,12,2025,203
כפר סבא,לוד,1,2026,302
בית שמש,עתלית,1,2026,16
חוף הכרמל,עפולה,12,2025,4677
אשקלון,קרית מלאכי,1,2026,3
באר יעקב,קרית מלאכי,1,2026,28
שדרות,חוצות מפרץ,1,2026,35
סגולה,בת ים קוממיות,12,2025,165
קרית מוצקין,הוד השרון,1,2026,164
עכו,בת ים קוממיות,12,2025,146
חדרה מערב,הרצליה,12,2025,7451
סגולה,עכו,12,2025,122
תא אוניברסיטה,בת ים יוספטל,1,2026,4673
עתלית,תל אביב ההגנה,1,2026,756
באר שבע מרכז,קרית גת,1,2026,5781
תל אביב מרכז,יבנה מערב,1,2026,10319
מזכרת בתיה,להבים רהט,12,2025,322
קרית מוצקין,בת ים קוממיות,1,2026,125
אשקלון,נתיבות,1,2026,2366
באר שבע צפון,אשדוד עד הלום,12,2025,3138
ראשונים,עתלית,1,2026,1
מרכזית המפרץ/קו החוף,מודיעין מרכז,12,2025,1982
בנימינה,קרית מלאכי,1,2026,271
נהריה,ראשונים,1,2026,51
תל אביב מרכז,כפר חבד,12,2025,5006
כפר יהושע,בנימינה,12,2025,142
כפר ברוך,חולון וולפסון,12,2025,27
לוד,שדרות,1,2026,405
באר שבע צפון,קיסריה פרדס חנה,12,2025,318
רעננה מערב,מודיעין מרכז,1,2026,144
רעננה מערב,נתניה קריית ספיר,1,2026,150
תל אביב מרכז,חיפה מרכז,1,2026,7623
בת גלים,נתיבות,1,2026,38
קרית גת,בית שאן,12,2025,123
בנימינה,חיפה מרכז,1,2026,2679
רחובות,בני ברק,1,2026,194
אחיהוד,חוצות מפרץ,1,2026,161
קרית מוצקין,בת ים יוספטל,1,2026,246
בני ברק,רעננה דרום,12,2025,419
סגולה,בת גלים,1,2026,186
כפר חבד,קרית מוצקין,12,2025,316
בית שאן,רעננה מערב,12,2025,61
השלום,בנימינה,1,2026,34802
קרית חיים,נתניה,12,2025,270
אשקלון,אופקים,12,2025,3037
באר שבע צפון,בת ים יוספטל,1,2026,418
באר שבע מרכז,עתלית,1,2026,217
יבנה מערב,יבנה מזרח,12,2025,12
נתיבות,"נתב""ג",1,2026,415
הוד השרון,יבנה מערב,12,2025,540
אשקלון,תא אוניברסיטה,1,2026,6287
בית שמש,מזכרת בתיה,1,2026,75
עפולה,קיסריה פרדס חנה,12,2025,101
רעננה דרום,לוד גני אביב,1,2026,27
כפר סבא,נהריה,12,2025,424
רחובות,דימונה,1,2026,12
צומת חולון,קיסריה פרדס חנה,12,2025,88
כפר יהושע,ראש העין צפון,1,2026,35
בת גלים,השלום,12,2025,8806
סגולה,תא אוניברסיטה,1,2026,2439
נתיבות,ירושלים/יצחק נבון,12,2025,641
כפר ברוך,בני ברק,12,2025,6
אשדוד עד הלום,נתניה קריית ספיר,1,2026,1019
אופקים,באר שבע מרכז,1,2026,2413
עכו,להבים רהט,12,2025,101
קרית מלאכי,צומת חולון,1,2026,22
קרית מוצקין,הרצליה,1,2026,3649
ירושלים/יצחק נבון,עפולה,1,2026,495
נתניה קריית ספיר,נתניה,1,2026,576
מרכזית המפרץ/קו החוף,נתניה קריית ספיר,12,2025,856
רמלה,אחיהוד,1,2026,37
עפולה,יבנה מזרח,1,2026,12
בית שאן,רעננה דרום,1,2026,40
עפולה,באר שבע מרכז,1,2026,416
רמלה,הרצליה,1,2026,842
נתניה קריית ספיר,"רשל""צ משה דיין",1,2026,697
שדרות,בית יהושע,1,2026,237
תל אביב ההגנה,אופקים,12,2025,1607
תא אוניברסיטה,הרצליה,1,2026,5498
קרית גת,קיסריה פרדס חנה,12,2025,130
נתיבות,לוד גני אביב,12,2025,28
פאתי מודיעין,קיסריה פרדס חנה,1,2026,126
כרמיאל,הוד השרון,1,2026,186
ירושלים/יצחק נבון,אשקלון,1,2026,2005
בית יהושע,עכו,12,2025,218
להבים רהט,עכו,1,2026,172
להבים רהט,יבנה מערב,12,2025,8
"רשל""צ משה דיין",תל אביב מרכז,1,2026,10274
פאתי מודיעין,הוד השרון,1,2026,33
חיפה מרכז,בית שמש,12,2025,189
עתלית,קרית מלאכי,1,2026,65
כרמיאל,כפר יהושע,1,2026,75
יבנה מזרח,כפר יהושע,12,2025,5
מרכזית המפרץ/קו החוף,באר שבע צפון,12,2025,1368
עתלית,כפר סבא,1,2026,50
כפר ברוך,בת ים יוספטל,1,2026,29
בני ברק,לוד גני אביב,12,2025,114
מרכזית המפרץ/קו החוף,מזכרת בתיה,1,2026,478
בית יהושע,ראשונים,12,2025,83
מודיעין מרכז,קיסריה פרדס חנה,12,2025,326
כפר סבא,נתיבות,1,2026,231
צומת חולון,ירושלים/יצחק נבון,12,2025,480
פאתי מודיעין,תא אוניברסיטה,1,2026,3337
חיפה מרכז,חוצות מפרץ,1,2026,454
"נתב""ג",כפר חבד,12,2025,215
כפר חבד,צומת חולון,12,2025,9
דימונה,תל אביב ההגנה,1,2026,144
אשדוד עד הלום,עתלית,12,2025,138
אשקלון,תא אוניברסיטה,12,2025,10105
בת ים קוממיות,קרית אריה,1,2026,275
קרית גת,נהריה,1,2026,361
קרית אריה,יבנה מזרח,12,2025,11
לוד,עכו,1,2026,351
ירושלים/יצחק נבון,אופקים,1,2026,761
רחובות,קרית חיים,1,2026,75
חולון וולפסון,קרית גת,1,2026,196
עתלית,להבים רהט,1,2026,37
בית שאן,בית שמש,1,2026,76
בני ברק,הרצליה,12,2025,366
צומת חולון,רמלה,1,2026,17
באר יעקב,צומת חולון,1,2026,21
בית שאן,אופקים,12,2025,105
אשקלון,"רשל""צ משה דיין",12,2025,8514
אחיהוד,קיסריה פרדס חנה,12,2025,42
תל אביב ההגנה,נתניה קריית ספיר,1,2026,2680
הרצליה,בת גלים,1,2026,3655
אחיהוד,תל אביב מרכז,1,2026,1047
צומת חולון,ירושלים/יצחק נבון,1,2026,399
נהריה,עתלית,1,2026,343
תל אביב ההגנה,רמלה,1,2026,2539
דימונה,בת ים קוממיות,12,2025,2
תא אוניברסיטה,קרית מוצקין,12,2025,6141
עתלית,כפר סבא,12,2025,55
קרית אריה,להבים רהט,12,2025,89
בת ים יוספטל,קרית חיים,1,2026,40
הרצליה,חולון וולפסון,1,2026,387
בית יהושע,בת גלים,1,2026,719
חוף הכרמל,ראשונים,1,2026,153
רעננה מערב,בית יהושע,12,2025,57
נתניה קריית ספיר,קרית חיים,1,2026,116
בית יהושע,חולון וולפסון,12,2025,180
תל אביב ההגנה,כרמיאל,1,2026,2061
להבים רהט,מרכזית המפרץ/קו החוף,1,2026,390
קרית מוצקין,מזכרת בתיה,1,2026,192
קרית מוצקין,תל אביב מרכז,1,2026,10104
תל אביב ההגנה,"נתב""ג",1,2026,12397
כפר ברוך,כפר סבא,1,2026,16
חוף הכרמל,דימונה,1,2026,20
לוד,נתניה,12,2025,2434
חוצות מפרץ,נתניה קריית ספיר,12,2025,198
בית שאן,פאתי מודיעין,1,2026,70
צומת חולון,מודיעין מרכז,12,2025,75
פאתי מודיעין,תא אוניברסיטה,12,2025,5396
עפולה,יבנה מערב,1,2026,107
רעננה דרום,"נתב""ג",1,2026,233
בית יהושע,עפולה,12,2025,46
רעננה דרום,קרית אריה,12,2025,534
מרכזית המפרץ/קו החוף,רעננה מערב,12,2025,296
באר שבע צפון,בית יהושע,12,2025,946
תא אוניברסיטה,בית שמש,12,2025,2397
נתניה קריית ספיר,חיפה מרכז,12,2025,709
"רשל""צ משה דיין",להבים רהט,1,2026,96
בני ברק,מודיעין מרכז,12,2025,141
שדרות,מרכזית המפרץ/קו החוף,1,2026,302
שדרות,קרית חיים,12,2025,25
כפר חבד,חדרה מערב,12,2025,447
כפר ברוך,סגולה,12,2025,14
"נתב""ג",ראש העין צפון,12,2025,407
יבנה מערב,חוצות מפרץ,12,2025,86
ראשונים,שדרות,1,2026,11
בת ים יוספטל,לוד,1,2026,544
קרית מלאכי,רעננה מערב,12,2025,34
ראש העין צפון,כרמיאל,1,2026,250
צומת חולון,כפר חבד,1,2026,17
באר יעקב,חוף הכרמל,12,2025,466
מרכזית המפרץ/קו החוף,לוד גני אביב,12,2025,45
כרמיאל,רמלה,12,2025,274
קרית גת,בת ים יוספטל,12,2025,263
להבים רהט,אשקלון,1,2026,18
בני ברק,צומת חולון,12,2025,779
דימונה,רחובות,1,2026,13
כפר סבא,נתניה קריית ספיר,1,2026,202
בית שמש,נתניה קריית ספיר,12,2025,177
יבנה מערב,קרית מלאכי,1,2026,15
קרית מלאכי,ירושלים/יצחק נבון,12,2025,109
קרית גת,חולון וולפסון,12,2025,225
תא אוניברסיטה,קיסריה פרדס חנה,1,2026,5343
הרצליה,נתניה,1,2026,7284
"נתב""ג",קרית מלאכי,12,2025,127
תל אביב ההגנה,מודיעין מרכז,1,2026,6423
רעננה מערב,קרית חיים,1,2026,11
מרכזית המפרץ/קו החוף,חוף הכרמל,1,2026,1426
יבנה מזרח,ראשונים,12,2025,9
קרית מלאכי,רמלה,12,2025,557
נתיבות,רעננה מערב,1,2026,106
נתניה קריית ספיר,לוד,1,2026,1006
תא אוניברסיטה,תל אביב ההגנה,1,2026,5896
נתניה קריית ספיר,באר שבע מרכז,1,2026,828
מזכרת בתיה,כפר יהושע,1,2026,6
פאתי מודיעין,באר שבע צפון,1,2026,47
אשקלון,חולון וולפסון,12,2025,2258
השלום,כפר יהושע,1,2026,1636
הוד השרון,אשקלון,12,2025,607
קרית אריה,חוף הכרמל,12,2025,1636
כפר ברוך,רחובות,12,2025,81
נתניה קריית ספיר,כפר יהושע,12,2025,51
ראש העין צפון,יבנה מערב,1,2026,1019
באר שבע צפון,קיסריה פרדס חנה,1,2026,259
כפר סבא,בית שמש,1,2026,113
בני ברק,בית שמש,12,2025,124
קרית גת,בית שאן,1,2026,89
"נתב""ג",אשקלון,12,2025,2875
דימונה,רעננה מערב,12,2025,1
מודיעין מרכז,קרית אריה,12,2025,173
רעננה דרום,כרמיאל,12,2025,128
עכו,תל אביב ההגנה,1,2026,1832
כרמיאל,רעננה דרום,1,2026,162
נהריה,אחיהוד,12,2025,23
חוצות מפרץ,בת גלים,12,2025,1090
חוף הכרמל,בת גלים,1,2026,1134
רמלה,מזכרת בתיה,12,2025,315
קרית חיים,כפר ברוך,1,2026,3
אופקים,בת ים קוממיות,12,2025,210
עפולה,יבנה מזרח,12,2025,9
פאתי מודיעין,הוד השרון,12,2025,35
להבים רהט,יבנה מערב,1,2026,14
רמלה,אחיהוד,12,2025,51
פאתי מודיעין,ירושלים/יצחק נבון,1,2026,11731
בית יהושע,אשקלון,12,2025,775
הוד השרון,סגולה,12,2025,103
נתיבות,להבים רהט,1,2026,5
תא אוניברסיטה,נתניה קריית ספיר,12,2025,4021
נתניה קריית ספיר,קרית גת,12,2025,160
"נתב""ג",השלום,12,2025,15068
רעננה דרום,עפולה,12,2025,12
קרית גת,מודיעין מרכז,12,2025,210
עכו,להבים רהט,1,2026,132
קרית גת,ירושלים/יצחק נבון,1,2026,503
חוצות מפרץ,נתיבות,1,2026,70
חיפה מרכז,תא אוניברסיטה,12,2025,4740
חיפה מרכז,תל אביב ההגנה,1,2026,2767
נתניה קריית ספיר,השלום,1,2026,7523
אשדוד עד הלום,לוד גני אביב,1,2026,197
לוד גני אביב,קרית גת,1,2026,90
בנימינה,תל אביב מרכז,12,2025,36307
ירושלים/יצחק נבון,בית שמש,1,2026,86
קרית מוצקין,פאתי מודיעין,12,2025,243
בית שאן,הוד השרון,1,2026,73
רעננה דרום,כפר סבא,1,2026,94
ראש העין צפון,אשקלון,1,2026,1197
חולון וולפסון,יבנה מערב,1,2026,1754
הרצליה,שדרות,12,2025,763
יבנה מערב,אחיהוד,1,2026,31
קרית מלאכי,צומת חולון,12,2025,32
קרית אריה,יבנה מערב,1,2026,1439
נהריה,באר שבע מרכז,1,2026,1848
כרמיאל,הוד השרון,12,2025,218
רמלה,הרצליה,12,2025,871
נהריה,בנימינה,12,2025,2511
דימונה,צומת חולון,1,2026,1
הוד השרון,קרית אריה,1,2026,2118
תל אביב ההגנה,רעננה מערב,12,2025,926
כפר סבא,רעננה מערב,1,2026,382
תא אוניברסיטה,אשקלון,12,2025,8964
לוד גני אביב,קרית מלאכי,12,2025,26
כפר ברוך,כרמיאל,1,2026,38
ראשונים,חולון וולפסון,1,2026,5
סגולה,רעננה דרום,1,2026,65
נתיבות,תא אוניברסיטה,12,2025,1403
יבנה מזרח,קרית גת,12,2025,14
עתלית,בת ים קוממיות,12,2025,27
בית יהושע,עכו,1,2026,220
חדרה מערב,באר שבע מרכז,1,2026,2399
כפר סבא,רמלה,1,2026,140
כרמיאל,לוד גני אביב,1,2026,23
באר יעקב,קרית מוצקין,1,2026,145
כרמיאל,מודיעין מרכז,12,2025,629
שדרות,בני ברק,12,2025,310
בת גלים,רעננה מערב,1,2026,259
אשקלון,נתניה קריית ספיר,12,2025,917
מרכזית המפרץ/קו החוף,אשדוד עד הלום,12,2025,1392
"רשל""צ משה דיין",מזכרת בתיה,12,2025,57
חוצות מפרץ,בית שמש,12,2025,89
חיפה מרכז,רעננה מערב,12,2025,264
כפר סבא,בת ים יוספטל,1,2026,994
אשדוד עד הלום,כפר ברוך,1,2026,22
באר יעקב,נתניה קריית ספיר,12,2025,962
באר שבע מרכז,ראשונים,12,2025,699
ירושלים/יצחק נבון,בית שאן,12,2025,140
אשדוד עד הלום,רעננה דרום,1,2026,516
קרית גת,רעננה דרום,1,2026,127
קרית אריה,בת ים קוממיות,12,2025,495
בת גלים,עכו,12,2025,7357
סגולה,אשדוד עד הלום,12,2025,705
להבים רהט,ראשונים,12,2025,75
באר יעקב,ירושלים/יצחק נבון,1,2026,393
כפר יהושע,קרית גת,1,2026,59
דימונה,להבים רהט,1,2026,1
סגולה,נתניה קריית ספיר,12,2025,108
פאתי מודיעין,מרכזית המפרץ/קו החוף,12,2025,455
מודיעין מרכז,קיסריה פרדס חנה,1,2026,268
כפר חבד,באר שבע צפון,12,2025,182
לוד,סגולה,12,2025,85
מזכרת בתיה,כפר חבד,12,2025,23
מרכזית המפרץ/קו החוף,תל אביב ההגנה,12,2025,4323
קרית חיים,בית יהושע,12,2025,46
כפר סבא,פאתי מודיעין,1,2026,52
חולון וולפסון,רעננה מערב,12,2025,132
בת גלים,להבים רהט,12,2025,145
רעננה מערב,מזכרת בתיה,12,2025,107
מזכרת בתיה,תא אוניברסיטה,1,2026,2353
באר שבע מרכז,אשדוד עד הלום,12,2025,5226
יבנה מערב,רעננה מערב,1,2026,401
בת גלים,בנימינה,1,2026,4431
קרית מלאכי,כפר יהושע,12,2025,12
ירושלים/יצחק נבון,להבים רהט,12,2025,448
בת ים יוספטל,תא אוניברסיטה,1,2026,3694
השלום,עפולה,1,2026,2854
הרצליה,כפר סבא,1,2026,1466
נתניה,נהריה,12,2025,1780
"רשל""צ משה דיין",נהריה,1,2026,634
בנימינה,מרכזית המפרץ/קו החוף,12,2025,3995
קרית מוצקין,ראשונים,1,2026,92
להבים רהט,חוף הכרמל,1,2026,372
לוד גני אביב,קיסריה פרדס חנה,12,2025,61
חוף הכרמל,תא אוניברסיטה,1,2026,13174
נתיבות,ראש העין צפון,1,2026,282
לוד גני אביב,ירושלים/יצחק נבון,1,2026,369
יבנה מערב,בת ים יוספטל,12,2025,4190
יבנה מזרח,אשדוד עד הלום,12,2025,1575
חוצות מפרץ,לוד,1,2026,111
מזכרת בתיה,נתיבות,1,2026,12
בת ים קוממיות,קרית מוצקין,12,2025,128
ראש העין צפון,קרית מוצקין,12,2025,341
תל אביב מרכז,אופקים,12,2025,3035
לוד גני אביב,חדרה מערב,1,2026,97
השלום,מרכזית המפרץ/קו החוף,12,2025,11913
באר שבע צפון,דימונה,1,2026,151
קרית מוצקין,אשקלון,12,2025,582
דימונה,ראש העין צפון,1,2026,7
"נתב""ג",מודיעין מרכז,1,2026,5480
תל אביב מרכז,נתניה קריית ספיר,12,2025,11491
כפר חבד,בני ברק,12,2025,119
בת גלים,בת ים קוממיות,1,2026,155
מרכזית המפרץ/קו החוף,לוד,12,2025,1081
בית יהושע,רעננה מערב,12,2025,64
באר יעקב,"רשל""צ משה דיין",1,2026,24
כפר חבד,באר יעקב,1,2026,156
באר שבע צפון,כפר יהושע,12,2025,95
קרית חיים,תל אביב ההגנה,12,2025,625
ירושלים/יצחק נבון,תל אביב ההגנה,12,2025,55325
רחובות,נתיבות,12,2025,781
ראש העין צפון,כפר חבד,1,2026,96
עפולה,בית שאן,1,2026,1422
אחיהוד,ראשונים,1,2026,7
הוד השרון,אחיהוד,12,2025,26
"נתב""ג",בת ים קוממיות,1,2026,628
עפולה,נהריה,12,2025,827
כרמיאל,ראש העין צפון,12,2025,297
חיפה מרכז,קרית גת,12,2025,300
קרית מוצקין,השלום,12,2025,13315
צומת חולון,יבנה מערב,1,2026,327
ראש העין צפון,כפר סבא,1,2026,914
"רשל""צ משה דיין",בת גלים,1,2026,472
בת ים קוממיות,הוד השרון,1,2026,181
אופקים,כפר ברוך,12,2025,22
כפר יהושע,נתיבות,1,2026,12
כרמיאל,מרכזית המפרץ/קו החוף,1,2026,14837
באר שבע צפון,קרית מלאכי,1,2026,1581
להבים רהט,רחובות,12,2025,347
מזכרת בתיה,חדרה מערב,1,2026,116
ראשונים,כפר סבא,12,2025,27
ירושלים/יצחק נבון,בנימינה,1,2026,8825
יבנה מערב,שדרות,1,2026,1192
חיפה מרכז,דימונה,1,2026,5
השלום,אופקים,12,2025,3770
"רשל""צ משה דיין",קרית חיים,12,2025,108
קרית חיים,קרית מלאכי,1,2026,21
קרית אריה,"רשל""צ משה דיין",12,2025,2035
בני ברק,מרכזית המפרץ/קו החוף,12,2025,165
עפולה,רמלה,1,2026,98
קיסריה פרדס חנה,ירושלים/יצחק נבון,12,2025,2827
באר שבע מרכז,הוד השרון,1,2026,756
נהריה,בית שמש,12,2025,341
תל אביב מרכז,מודיעין מרכז,12,2025,15734
בת ים קוממיות,להבים רהט,1,2026,30
יבנה מערב,נתיבות,12,2025,1121
רמלה,אשקלון,1,2026,262
אופקים,תא אוניברסיטה,1,2026,1032
מזכרת בתיה,בית שאן,1,2026,45
לוד גני אביב,מודיעין מרכז,1,2026,31
חיפה מרכז,עתלית,12,2025,954
נתניה קריית ספיר,צומת חולון,1,2026,130
רעננה מערב,הרצליה,12,2025,586
צומת חולון,לוד,1,2026,60
לוד גני אביב,שדרות,12,2025,27
קרית אריה,נתיבות,1,2026,425
ראש העין צפון,"נתב""ג",1,2026,299
נהריה,קרית אריה,1,2026,527
בת ים קוממיות,חוף הכרמל,12,2025,515
קרית חיים,עתלית,1,2026,76
רמלה,יבנה מערב,12,2025,69
להבים רהט,צומת חולון,1,2026,52
חדרה מערב,מרכזית המפרץ/קו החוף,12,2025,2360
קרית חיים,הרצליה,1,2026,209
בת ים קוממיות,רחובות,1,2026,76
נהריה,קרית מלאכי,1,2026,281
קרית חיים,עכו,1,2026,732
לוד גני אביב,בית שאן,12,2025,8
חוצות מפרץ,שדרות,12,2025,55
צומת חולון,קרית גת,1,2026,37
אופקים,השלום,12,2025,3604
נהריה,יבנה מערב,12,2025,467
עתלית,הוד השרון,12,2025,57
תל אביב מרכז,להבים רהט,12,2025,3257
פאתי מודיעין,השלום,1,2026,12209
בני ברק,יבנה מערב,12,2025,1320
באר שבע מרכז,בת ים קוממיות,12,2025,607
קרית מוצקין,קרית גת,1,2026,324
רמלה,מודיעין מרכז,12,2025,38
ראשונים,יבנה מזרח,1,2026,6
בני ברק,קרית אריה,12,2025,993
קרית גת,אופקים,1,2026,128
בת ים יוספטל,אופקים,1,2026,514
חדרה מערב,בית שמש,1,2026,231
תא אוניברסיטה,בני ברק,12,2025,416
תל אביב מרכז,כפר סבא,12,2025,8346
עתלית,באר שבע מרכז,1,2026,221
עתלית,בת ים יוספטל,1,2026,45
לוד גני אביב,נהריה,1,2026,42
באר שבע צפון,השלום,1,2026,18828
דימונה,הוד השרון,1,2026,4
מרכזית המפרץ/קו החוף,בת גלים,12,2025,2977
ירושלים/יצחק נבון,בת ים יוספטל,12,2025,2952
אופקים,כרמיאל,1,2026,140
פאתי מודיעין,עפולה,1,2026,49
תא אוניברסיטה,מודיעין מרכז,12,2025,10695
